method,t,energy_frac,rxdim,rvdim,nldim,q,nqp,time,err_x,err_v
SOPT,1.0,0.99999,8,22,25,620,1152,0.314739,7.76146e-09,4.47259e-05
gappy-POD,1.0,0.99999,8,22,25,620,1152,0.307331,7.76518e-09,4.40998e-05
QDEIM,1.0,0.99999,8,22,25,620,1134,0.308402,7.76518e-09,4.40998e-05
EQP,1.0,0.99999,8,22,2048,640,640,0.116011,2.99877e-05,0.224009
SOPT,1.0,0.99999,8,22,25,640,1152,0.312439,7.76146e-09,4.47259e-05
gappy-POD,1.0,0.99999,8,22,25,640,1152,0.308644,7.76541e-09,4.40939e-05
QDEIM,1.0,0.99999,8,22,25,640,1143,0.307563,7.76541e-09,4.40939e-05
EQP,1.0,0.99999,8,22,2048,660,660,0.118809,3.02845e-05,0.159432
SOPT,1.0,0.99999,8,22,25,660,1152,0.307642,7.76151e-09,4.4726e-05
gappy-POD,1.0,0.99999,8,22,25,660,1152,0.30833,7.76482e-09,4.40998e-05
QDEIM,1.0,0.99999,8,22,25,660,1143,0.316815,7.76482e-09,4.40998e-05
EQP,1.0,0.99999,8,22,2048,680,680,0.130971,3.1682e-05,0.142515
SOPT,1.0,0.99999,8,22,25,680,1152,0.309821,7.76153e-09,4.47258e-05
gappy-POD,1.0,0.99999,8,22,25,680,1152,0.308354,7.76398e-09,4.40937e-05
QDEIM,1.0,0.99999,8,22,25,680,1152,0.312441,7.76398e-09,4.40937e-05
EQP,1.0,0.99999,8,22,2048,700,700,0.126015,2.8642e-05,0.138848
SOPT,1.0,0.99999,8,22,25,700,1152,0.311344,7.76158e-09,4.47131e-05
gappy-POD,1.0,0.99999,8,22,25,700,1152,0.308893,7.7645e-09,4.40743e-05
QDEIM,1.0,0.99999,8,22,25,700,1152,0.314415,7.7645e-09,4.40743e-05
EQP,1.0,0.99999,8,22,2048,720,720,0.129984,2.31554e-05,0.133071
SOPT,1.0,0.99999,8,22,25,720,1152,0.310107,7.76166e-09,4.47104e-05
gappy-POD,1.0,0.99999,8,22,25,720,1152,0.310066,7.76472e-09,4.405e-05
QDEIM,1.0,0.99999,8,22,25,720,1152,0.31014,7.76472e-09,4.405e-05
EQP,1.0,0.99999,8,22,2048,740,740,0.136259,2.37285e-05,0.14414
SOPT,1.0,0.99999,8,22,25,740,1152,0.310988,7.7621e-09,4.47019e-05
gappy-POD,1.0,0.99999,8,22,25,740,1152,0.310221,7.76491e-09,4.40432e-05
QDEIM,1.0,0.99999,8,22,25,740,1152,0.309191,7.76491e-09,4.40432e-05
EQP,1.0,0.99999,8,22,2048,760,760,0.146715,2.11431e-05,0.143198
SOPT,1.0,0.99999,8,22,25,760,1152,0.310608,7.76232e-09,4.46897e-05
gappy-POD,1.0,0.99999,8,22,25,760,1152,0.309853,7.76486e-09,4.40529e-05
QDEIM,1.0,0.99999,8,22,25,760,1152,0.314716,7.76486e-09,4.40529e-05
EQP,1.0,0.99999,8,22,2048,780,780,0.140201,2.09871e-05,0.0924503
SOPT,1.0,0.99999,8,22,25,780,1152,0.310456,7.76324e-09,4.4662e-05
gappy-POD,1.0,0.99999,8,22,25,780,1152,0.309502,7.76439e-09,4.40335e-05
QDEIM,1.0,0.99999,8,22,25,780,1152,0.314266,7.76439e-09,4.40335e-05
EQP,1.0,0.99999,8,22,2048,800,800,0.144175,1.25943e-05,0.114311
SOPT,1.0,0.99999,8,22,25,800,1152,0.312183,7.76235e-09,4.46661e-05
gappy-POD,1.0,0.99999,8,22,25,800,1152,0.3112,7.76464e-09,4.40343e-05
QDEIM,1.0,0.99999,8,22,25,800,1152,0.31544,7.76464e-09,4.40343e-05
EQP,1.0,0.99999,8,22,2048,820,820,0.147196,6.41126e-06,0.116522
SOPT,1.0,0.99999,8,22,25,820,1152,0.311345,7.76155e-09,4.46817e-05
gappy-POD,1.0,0.99999,8,22,25,820,1152,0.311106,7.76481e-09,4.40207e-05
QDEIM,1.0,0.99999,8,22,25,820,1152,0.313735,7.76481e-09,4.40207e-05
EQP,1.0,0.99999,8,22,2048,840,840,0.148324,2.72005e-06,0.0999864
SOPT,1.0,0.99999,8,22,25,840,1152,0.31113,7.76089e-09,4.46809e-05
gappy-POD,1.0,0.99999,8,22,25,840,1152,0.309795,7.765e-09,4.40112e-05
QDEIM,1.0,0.99999,8,22,25,840,1152,0.316039,7.765e-09,4.40112e-05
EQP,1.0,0.99999,8,22,2048,860,860,0.154028,9.75699e-06,0.135431
SOPT,1.0,0.99999,8,22,25,860,1152,0.310519,7.75881e-09,4.4731e-05
gappy-POD,1.0,0.99999,8,22,25,860,1152,0.310663,7.76545e-09,4.39969e-05
QDEIM,1.0,0.99999,8,22,25,860,1152,0.313445,7.76545e-09,4.39969e-05
EQP,1.0,0.99999,8,22,2048,880,880,0.151106,7.42028e-06,0.067115
SOPT,1.0,0.99999,8,22,25,880,1152,0.313869,7.75982e-09,4.46626e-05
gappy-POD,1.0,0.99999,8,22,25,880,1152,0.314507,7.76513e-09,4.39985e-05
QDEIM,1.0,0.99999,8,22,25,880,1152,0.311799,7.76513e-09,4.39985e-05
EQP,1.0,0.99999,8,22,2048,900,900,0.160189,1.19592e-05,0.129325
SOPT,1.0,0.99999,8,22,25,900,1152,0.311239,7.76319e-09,4.47502e-05
gappy-POD,1.0,0.99999,8,22,25,900,1152,0.31215,7.76523e-09,4.4e-05
QDEIM,1.0,0.99999,8,22,25,900,1152,0.315116,7.76523e-09,4.4e-05
EQP,1.0,0.99999,8,22,2048,920,920,0.16668,5.82774e-06,0.0566945
SOPT,1.0,0.99999,8,22,25,920,1152,0.316548,7.7634e-09,4.47841e-05
gappy-POD,1.0,0.99999,8,22,25,920,1152,0.314905,7.76512e-09,4.39938e-05
QDEIM,1.0,0.99999,8,22,25,920,1152,0.315329,7.76512e-09,4.39938e-05
EQP,1.0,0.99999,8,22,2048,940,940,0.169179,5.93456e-06,0.0666631
SOPT,1.0,0.99999,8,22,25,940,1152,0.31054,7.76384e-09,4.45994e-05
gappy-POD,1.0,0.99999,8,22,25,940,1152,0.312567,7.7652e-09,4.39935e-05
QDEIM,1.0,0.99999,8,22,25,940,1152,0.315091,7.7652e-09,4.39935e-05
EQP,1.0,0.99999,8,22,2048,960,960,0.1719,8.69986e-06,0.115828
SOPT,1.0,0.99999,8,22,25,960,1152,0.312194,7.76274e-09,4.46228e-05
gappy-POD,1.0,0.99999,8,22,25,960,1152,0.314742,7.76528e-09,4.39874e-05
QDEIM,1.0,0.99999,8,22,25,960,1152,0.312479,7.76528e-09,4.39874e-05
EQP,1.0,0.99999,8,22,2048,980,980,0.171269,8.27063e-06,0.112628
SOPT,1.0,0.99999,8,22,25,980,1152,0.318843,7.75487e-09,4.4711e-05
gappy-POD,1.0,0.99999,8,22,25,980,1152,0.311919,7.76518e-09,4.39829e-05
QDEIM,1.0,0.99999,8,22,25,980,1152,0.311476,7.76518e-09,4.39829e-05
EQP,1.0,0.99999,8,22,2048,1000,1000,0.177081,4.78682e-06,0.0935633
SOPT,1.0,0.99999,8,22,25,1000,1152,0.314792,7.75312e-09,4.4732e-05
gappy-POD,1.0,0.99999,8,22,25,1000,1152,0.316292,7.76532e-09,4.39811e-05
QDEIM,1.0,0.99999,8,22,25,1000,1152,0.32096,7.76532e-09,4.39811e-05
EQP,1.0,0.99999,8,22,2048,1020,1020,0.180414,2.98798e-06,0.069707
SOPT,1.0,0.99999,8,22,25,1020,1152,0.316711,7.75374e-09,4.47226e-05
gappy-POD,1.0,0.99999,8,22,25,1020,1152,0.31605,7.76541e-09,4.39816e-05
QDEIM,1.0,0.99999,8,22,25,1020,1152,0.315811,7.76541e-09,4.39816e-05
EQP,1.0,0.99999,8,22,2048,1040,1040,0.185976,2.54146e-06,0.0636166
SOPT,1.0,0.99999,8,22,25,1040,1152,0.313744,7.7534e-09,4.47299e-05
gappy-POD,1.0,0.99999,8,22,25,1040,1152,0.31151,7.76546e-09,4.39817e-05
QDEIM,1.0,0.99999,8,22,25,1040,1152,0.312394,7.76546e-09,4.39817e-05
EQP,1.0,0.99999,8,22,2048,1060,1060,0.190953,3.15584e-06,0.036494
SOPT,1.0,0.99999,8,22,25,1060,1152,0.315175,7.75421e-09,4.46892e-05
gappy-POD,1.0,0.99999,8,22,25,1060,1152,0.315025,7.76547e-09,4.39815e-05
QDEIM,1.0,0.99999,8,22,25,1060,1152,0.313005,7.76547e-09,4.39815e-05
EQPGlobal,1.0,0.999999,14,26,2626,2048,1239,0.239057,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,20,20,0.0138245,0.000228887,0.287797
SOPT,1.0,0.999999,14,26,29,20,0,,,
gappy-POD,1.0,0.999999,14,26,29,20,0,,,
QDEIM,1.0,0.999999,14,26,29,20,0,,,
EQP,1.0,0.999999,14,26,2048,40,40,0.0177719,0.000226936,0.311923
SOPT,1.0,0.999999,14,26,29,40,279,0.0795593,0.00131336,0.382724
gappy-POD,1.0,0.999999,14,26,29,40,225,0.0654154,0.00145323,0.320739
QDEIM,1.0,0.999999,14,26,29,40,297,0.0839337,0.00145323,0.320739
EQP,1.0,0.999999,14,26,2048,60,60,0.0227786,0.000224119,0.300842
SOPT,1.0,0.999999,14,26,29,60,324,0.0903277,0.00116677,0.209483
gappy-POD,1.0,0.999999,14,26,29,60,306,0.0863994,0.00132688,0.235116
QDEIM,1.0,0.999999,14,26,29,60,405,0.1117,0.00132688,0.235116
EQP,1.0,0.999999,14,26,2048,80,80,0.0274972,0.000221158,0.327374
SOPT,1.0,0.999999,14,26,29,80,396,0.109437,0.000942264,0.164789
gappy-POD,1.0,0.999999,14,26,29,80,324,0.0929628,0.00125994,0.217436
QDEIM,1.0,0.999999,14,26,29,80,414,0.116432,0.00125994,0.217436
EQP,1.0,0.999999,14,26,2048,100,100,0.0300317,0.000218495,0.299973
SOPT,1.0,0.999999,14,26,29,100,477,0.13149,0.000733436,0.123066
gappy-POD,1.0,0.999999,14,26,29,100,351,0.0991263,0.00123747,0.213723
QDEIM,1.0,0.999999,14,26,29,100,441,0.121438,0.00123747,0.213723
EQP,1.0,0.999999,14,26,2048,120,120,0.0370219,0.00021178,0.349594
SOPT,1.0,0.999999,14,26,29,120,567,0.154338,0.000582409,0.0898107
gappy-POD,1.0,0.999999,14,26,29,120,396,0.110088,0.00114349,0.192749
QDEIM,1.0,0.999999,14,26,29,120,477,0.130976,0.00114349,0.192749
EQP,1.0,0.999999,14,26,2048,140,140,0.0407695,0.000181463,0.355837
SOPT,1.0,0.999999,14,26,29,140,621,0.171189,0.000501181,0.0857562
gappy-POD,1.0,0.999999,14,26,29,140,450,0.126262,0.000945165,0.165892
QDEIM,1.0,0.999999,14,26,29,140,477,0.132812,0.000945165,0.165892
EQP,1.0,0.999999,14,26,2048,160,160,0.0437782,0.000161031,0.401643
SOPT,1.0,0.999999,14,26,29,160,711,0.19262,0.000415555,0.0668945
gappy-POD,1.0,0.999999,14,26,29,160,486,0.136199,0.000903022,0.162608
QDEIM,1.0,0.999999,14,26,29,160,522,0.144808,0.000903022,0.162608
EQP,1.0,0.999999,14,26,2048,180,180,0.048011,0.000164475,0.340713
SOPT,1.0,0.999999,14,26,29,180,783,0.214725,0.00032909,0.0522271
gappy-POD,1.0,0.999999,14,26,29,180,513,0.142263,0.000840056,0.156254
QDEIM,1.0,0.999999,14,26,29,180,639,0.173745,0.000840056,0.156254
EQP,1.0,0.999999,14,26,2048,200,200,0.050692,0.000154777,0.292199
SOPT,1.0,0.999999,14,26,29,200,864,0.233676,0.000232501,0.0373088
gappy-POD,1.0,0.999999,14,26,29,200,540,0.148913,0.000816895,0.127622
QDEIM,1.0,0.999999,14,26,29,200,684,0.187157,0.000816895,0.127622
EQP,1.0,0.999999,14,26,2048,220,220,0.054521,0.000166034,0.29399
SOPT,1.0,0.999999,14,26,29,220,891,0.237833,0.000226854,0.0332677
gappy-POD,1.0,0.999999,14,26,29,220,594,0.161506,0.00070817,0.118963
QDEIM,1.0,0.999999,14,26,29,220,693,0.191621,0.00070817,0.118963
EQP,1.0,0.999999,14,26,2048,240,240,0.0578458,0.000163408,0.259364
SOPT,1.0,0.999999,14,26,29,240,954,0.256189,0.000156629,0.0269697
gappy-POD,1.0,0.999999,14,26,29,240,621,0.1696,0.000702593,0.126898
QDEIM,1.0,0.999999,14,26,29,240,702,0.193818,0.000702593,0.126898
EQP,1.0,0.999999,14,26,2048,260,260,0.0629696,0.000165403,0.269035
SOPT,1.0,0.999999,14,26,29,260,972,0.26039,0.000131406,0.0255506
gappy-POD,1.0,0.999999,14,26,29,260,684,0.188078,0.000521557,0.0795579
QDEIM,1.0,0.999999,14,26,29,260,711,0.194515,0.000521557,0.0795579
EQP,1.0,0.999999,14,26,2048,280,280,0.0640835,0.000160002,0.216769
SOPT,1.0,0.999999,14,26,29,280,999,0.267883,0.000108783,0.0295962
gappy-POD,1.0,0.999999,14,26,29,280,738,0.201736,0.000425788,0.0854854
QDEIM,1.0,0.999999,14,26,29,280,720,0.199426,0.000425788,0.0854854
EQP,1.0,0.999999,14,26,2048,300,300,0.0691891,0.000158985,0.217448
SOPT,1.0,0.999999,14,26,29,300,1008,0.27034,0.000107959,0.0281995
gappy-POD,1.0,0.999999,14,26,29,300,756,0.205479,0.000415262,0.0839594
QDEIM,1.0,0.999999,14,26,29,300,747,0.206064,0.000415262,0.0839594
EQP,1.0,0.999999,14,26,2048,320,320,0.0706764,0.000157537,0.210314
SOPT,1.0,0.999999,14,26,29,320,1035,0.281587,8.17069e-05,0.0255374
gappy-POD,1.0,0.999999,14,26,29,320,801,0.218933,0.000353804,0.0863131
QDEIM,1.0,0.999999,14,26,29,320,747,0.205933,0.000353804,0.0863131
EQP,1.0,0.999999,14,26,2048,340,340,0.0781918,0.000152488,0.200986
SOPT,1.0,0.999999,14,26,29,340,1071,0.287033,4.80139e-05,0.0159077
gappy-POD,1.0,0.999999,14,26,29,340,855,0.233505,0.000300492,0.0840687
QDEIM,1.0,0.999999,14,26,29,340,774,0.211296,0.000300492,0.0840687
EQP,1.0,0.999999,14,26,2048,360,360,0.0802571,0.000152882,0.181486
SOPT,1.0,0.999999,14,26,29,360,1071,0.288488,4.80174e-05,0.0159131
gappy-POD,1.0,0.999999,14,26,29,360,882,0.240232,0.000264435,0.0735994
QDEIM,1.0,0.999999,14,26,29,360,783,0.213898,0.000264435,0.0735994
EQP,1.0,0.999999,14,26,2048,380,380,0.0805674,0.000145651,0.176209
SOPT,1.0,0.999999,14,26,29,380,1089,0.296452,4.13302e-05,0.0126552
gappy-POD,1.0,0.999999,14,26,29,380,900,0.246048,0.000253456,0.072515
QDEIM,1.0,0.999999,14,26,29,380,801,0.216874,0.000253456,0.072515
EQP,1.0,0.999999,14,26,2048,400,400,0.0871834,0.000144625,0.172179
SOPT,1.0,0.999999,14,26,29,400,1098,0.294232,3.99515e-05,0.0129471
gappy-POD,1.0,0.999999,14,26,29,400,909,0.245052,0.000233351,0.0642187
QDEIM,1.0,0.999999,14,26,29,400,801,0.219917,0.000233351,0.0642187
EQP,1.0,0.999999,14,26,2048,420,420,0.0882334,0.000142699,0.166115
SOPT,1.0,0.999999,14,26,29,420,1116,0.304141,2.66498e-05,0.0123741
gappy-POD,1.0,0.999999,14,26,29,420,945,0.260199,0.00021159,0.0642017
QDEIM,1.0,0.999999,14,26,29,420,864,0.235315,0.00021159,0.0642017
EQP,1.0,0.999999,14,26,2048,440,440,0.0943207,0.000142605,0.148789
SOPT,1.0,0.999999,14,26,29,440,1116,0.301288,2.66458e-05,0.012373
gappy-POD,1.0,0.999999,14,26,29,440,981,0.265557,0.000180003,0.0647545
QDEIM,1.0,0.999999,14,26,29,440,900,0.245654,0.000180003,0.0647545
EQP,1.0,0.999999,14,26,2048,460,460,0.0985613,9.0448e-05,0.489942
SOPT,1.0,0.999999,14,26,29,460,1134,0.308474,1.70763e-05,0.00745809
gappy-POD,1.0,0.999999,14,26,29,460,999,0.271304,0.000141693,0.0475533
QDEIM,1.0,0.999999,14,26,29,460,927,0.252254,0.000141693,0.0475533
EQP,1.0,0.999999,14,26,2048,480,480,0.101291,9.19259e-05,0.457275
SOPT,1.0,0.999999,14,26,29,480,1152,0.313341,6.14012e-10,6.20042e-06
gappy-POD,1.0,0.999999,14,26,29,480,1026,0.277329,0.000103078,0.0314856
QDEIM,1.0,0.999999,14,26,29,480,927,0.255596,0.000103078,0.0314856
EQP,1.0,0.999999,14,26,2048,500,500,0.105189,5.04797e-05,0.296438
SOPT,1.0,0.999999,14,26,29,500,1152,0.310155,6.13554e-10,6.20076e-06
gappy-POD,1.0,0.999999,14,26,29,500,1026,0.279451,0.00010309,0.0314423
QDEIM,1.0,0.999999,14,26,29,500,972,0.263161,0.00010309,0.0314423
EQP,1.0,0.999999,14,26,2048,520,520,0.107265,5.09627e-05,0.286249
SOPT,1.0,0.999999,14,26,29,520,1152,0.31555,6.13607e-10,6.2002e-06
gappy-POD,1.0,0.999999,14,26,29,520,1080,0.294449,6.26531e-05,0.0291287
QDEIM,1.0,0.999999,14,26,29,520,1008,0.272202,6.26531e-05,0.0291287
EQP,1.0,0.999999,14,26,2048,540,540,0.111461,3.33915e-05,0.322085
SOPT,1.0,0.999999,14,26,29,540,1152,0.311399,6.13726e-10,6.20022e-06
gappy-POD,1.0,0.999999,14,26,29,540,1116,0.308164,1.79113e-05,0.00918117
QDEIM,1.0,0.999999,14,26,29,540,1053,0.289761,1.79113e-05,0.00918117
EQP,1.0,0.999999,14,26,2048,560,560,0.111585,3.24708e-05,0.433912
SOPT,1.0,0.999999,14,26,29,560,1152,0.316049,6.1373e-10,6.20024e-06
gappy-POD,1.0,0.999999,14,26,29,560,1125,0.304823,2.22532e-05,0.00975935
QDEIM,1.0,0.999999,14,26,29,560,1053,0.286542,2.22532e-05,0.00975935
EQP,1.0,0.999999,14,26,2048,580,580,0.116116,2.82503e-05,0.492147
SOPT,1.0,0.999999,14,26,29,580,1152,0.316874,6.1373e-10,6.20025e-06
gappy-POD,1.0,0.999999,14,26,29,580,1134,0.308346,9.64202e-06,0.0044727
QDEIM,1.0,0.999999,14,26,29,580,1089,0.295951,9.64202e-06,0.0044727
EQP,1.0,0.999999,14,26,2048,600,600,0.123559,2.8018e-05,0.448712
SOPT,1.0,0.999999,14,26,29,600,1152,0.314165,6.13733e-10,6.20026e-06
gappy-POD,1.0,0.999999,14,26,29,600,1143,0.308597,4.46533e-06,0.00216863
QDEIM,1.0,0.999999,14,26,29,600,1098,0.301956,4.46533e-06,0.00216863
EQP,1.0,0.999999,14,26,2048,620,620,0.127244,2.51452e-05,0.432812
SOPT,1.0,0.999999,14,26,29,620,1152,0.317121,6.13741e-10,6.20029e-06
gappy-POD,1.0,0.999999,14,26,29,620,1152,0.316768,6.12771e-10,6.20722e-06
QDEIM,1.0,0.999999,14,26,29,620,1125,0.306594,6.12771e-10,6.20722e-06
EQP,1.0,0.999999,14,26,2048,640,640,0.130609,1.91083e-05,0.272655
SOPT,1.0,0.999999,14,26,29,640,1152,0.310736,6.14101e-10,6.20034e-06
gappy-POD,1.0,0.999999,14,26,29,640,1152,0.317764,6.16259e-10,6.20621e-06
QDEIM,1.0,0.999999,14,26,29,640,1152,0.317886,6.16259e-10,6.20621e-06
EQP,1.0,0.999999,14,26,2048,660,660,0.132569,1.68345e-05,0.288287
SOPT,1.0,0.999999,14,26,29,660,1152,0.313085,6.14885e-10,6.20009e-06
gappy-POD,1.0,0.999999,14,26,29,660,1152,0.314439,6.17026e-10,6.20414e-06
QDEIM,1.0,0.999999,14,26,29,660,1152,0.311491,6.17026e-10,6.20414e-06
EQP,1.0,0.999999,14,26,2048,680,680,0.138382,1.80296e-05,0.247218
SOPT,1.0,0.999999,14,26,29,680,1152,0.314167,6.15394e-10,6.19944e-06
gappy-POD,1.0,0.999999,14,26,29,680,1152,0.316204,6.15527e-10,6.20546e-06
QDEIM,1.0,0.999999,14,26,29,680,1152,0.313151,6.15527e-10,6.20546e-06
EQP,1.0,0.999999,14,26,2048,700,700,0.140022,2.04005e-05,0.197366
SOPT,1.0,0.999999,14,26,29,700,1152,0.312632,6.15811e-10,6.19769e-06
gappy-POD,1.0,0.999999,14,26,29,700,1152,0.312246,6.16571e-10,6.20409e-06
QDEIM,1.0,0.999999,14,26,29,700,1152,0.311823,6.16571e-10,6.20409e-06
EQP,1.0,0.999999,14,26,2048,720,720,0.143463,2.14383e-05,0.214643
SOPT,1.0,0.999999,14,26,29,720,1152,0.31805,6.15788e-10,6.19699e-06
gappy-POD,1.0,0.999999,14,26,29,720,1152,0.317341,6.15741e-10,6.204e-06
QDEIM,1.0,0.999999,14,26,29,720,1152,0.315677,6.15741e-10,6.204e-06
EQP,1.0,0.999999,14,26,2048,740,740,0.14781,2.32099e-05,0.172161
SOPT,1.0,0.999999,14,26,29,740,1152,0.317506,6.16214e-10,6.19704e-06
gappy-POD,1.0,0.999999,14,26,29,740,1152,0.320383,6.14961e-10,6.20501e-06
QDEIM,1.0,0.999999,14,26,29,740,1152,0.314239,6.14961e-10,6.20501e-06
EQP,1.0,0.999999,14,26,2048,760,760,0.154642,2.36991e-05,0.125873
SOPT,1.0,0.999999,14,26,29,760,1152,0.316527,6.16209e-10,6.19606e-06
gappy-POD,1.0,0.999999,14,26,29,760,1152,0.317405,6.14975e-10,6.20373e-06
QDEIM,1.0,0.999999,14,26,29,760,1152,0.318081,6.14975e-10,6.20373e-06
EQP,1.0,0.999999,14,26,2048,780,780,0.158038,1.95021e-05,0.117688
SOPT,1.0,0.999999,14,26,29,780,1152,0.314779,6.16085e-10,6.19522e-06
gappy-POD,1.0,0.999999,14,26,29,780,1152,0.315813,6.14285e-10,6.20441e-06
QDEIM,1.0,0.999999,14,26,29,780,1152,0.31537,6.14285e-10,6.20441e-06
EQP,1.0,0.999999,14,26,2048,800,800,0.154454,1.37257e-05,0.103622
SOPT,1.0,0.999999,14,26,29,800,1152,0.315067,6.15378e-10,6.19837e-06
gappy-POD,1.0,0.999999,14,26,29,800,1152,0.313277,6.14524e-10,6.20409e-06
QDEIM,1.0,0.999999,14,26,29,800,1152,0.31836,6.14524e-10,6.20409e-06
EQP,1.0,0.999999,14,26,2048,820,820,0.165725,1.14765e-05,0.078898
SOPT,1.0,0.999999,14,26,29,820,1152,0.312786,6.14825e-10,6.19878e-06
gappy-POD,1.0,0.999999,14,26,29,820,1152,0.318107,6.1407e-10,6.20379e-06
QDEIM,1.0,0.999999,14,26,29,820,1152,0.313317,6.1407e-10,6.20379e-06
EQP,1.0,0.999999,14,26,2048,840,840,0.160266,1.03789e-05,0.0768446
SOPT,1.0,0.999999,14,26,29,840,1152,0.319079,6.14909e-10,6.19977e-06
gappy-POD,1.0,0.999999,14,26,29,840,1152,0.312444,6.13547e-10,6.20306e-06
QDEIM,1.0,0.999999,14,26,29,840,1152,0.315571,6.13547e-10,6.20306e-06
EQP,1.0,0.999999,14,26,2048,860,860,0.171505,1.03255e-05,0.072668
SOPT,1.0,0.999999,14,26,29,860,1152,0.31723,6.15278e-10,6.1993e-06
gappy-POD,1.0,0.999999,14,26,29,860,1152,0.318132,6.13434e-10,6.20263e-06
QDEIM,1.0,0.999999,14,26,29,860,1152,0.31468,6.13434e-10,6.20263e-06
EQP,1.0,0.999999,14,26,2048,880,880,0.168963,1.0794e-05,0.0843936
SOPT,1.0,0.999999,14,26,29,880,1152,0.315803,6.14682e-10,6.20125e-06
gappy-POD,1.0,0.999999,14,26,29,880,1152,0.315142,6.13552e-10,6.20237e-06
QDEIM,1.0,0.999999,14,26,29,880,1152,0.314387,6.13552e-10,6.20237e-06
EQP,1.0,0.999999,14,26,2048,900,900,0.18211,9.43968e-06,0.0712281
SOPT,1.0,0.999999,14,26,29,900,1152,0.317148,6.15189e-10,6.20145e-06
gappy-POD,1.0,0.999999,14,26,29,900,1152,0.316716,6.13411e-10,6.20309e-06
QDEIM,1.0,0.999999,14,26,29,900,1152,0.316677,6.13411e-10,6.20309e-06
EQP,1.0,0.999999,14,26,2048,920,920,0.186481,8.54782e-06,0.0707113
SOPT,1.0,0.999999,14,26,29,920,1152,0.3186,6.1516e-10,6.20152e-06
gappy-POD,1.0,0.999999,14,26,29,920,1152,0.317293,6.13542e-10,6.20266e-06
QDEIM,1.0,0.999999,14,26,29,920,1152,0.317657,6.13542e-10,6.20266e-06
EQP,1.0,0.999999,14,26,2048,940,940,0.178849,8.95396e-06,0.0736238
SOPT,1.0,0.999999,14,26,29,940,1152,0.31941,6.14341e-10,6.19857e-06
gappy-POD,1.0,0.999999,14,26,29,940,1152,0.318581,6.13466e-10,6.20252e-06
QDEIM,1.0,0.999999,14,26,29,940,1152,0.321331,6.13466e-10,6.20252e-06
EQP,1.0,0.999999,14,26,2048,960,960,0.18971,4.6679e-06,0.0825126
SOPT,1.0,0.999999,14,26,29,960,1152,0.317897,6.14059e-10,6.19838e-06
gappy-POD,1.0,0.999999,14,26,29,960,1152,0.31686,6.13439e-10,6.20234e-06
QDEIM,1.0,0.999999,14,26,29,960,1152,0.317767,6.13439e-10,6.20234e-06
EQP,1.0,0.999999,14,26,2048,980,980,0.185621,4.82221e-06,0.0710982
SOPT,1.0,0.999999,14,26,29,980,1152,0.317126,6.14513e-10,6.1994e-06
gappy-POD,1.0,0.999999,14,26,29,980,1152,0.31737,6.13281e-10,6.20174e-06
QDEIM,1.0,0.999999,14,26,29,980,1152,0.316662,6.13281e-10,6.20174e-06
EQP,1.0,0.999999,14,26,2048,1000,1000,0.19742,4.98879e-06,0.0594322
SOPT,1.0,0.999999,14,26,29,1000,1152,0.323704,6.15094e-10,6.19928e-06
gappy-POD,1.0,0.999999,14,26,29,1000,1152,0.315933,6.133e-10,6.20152e-06
QDEIM,1.0,0.999999,14,26,29,1000,1152,0.316888,6.133e-10,6.20152e-06
EQP,1.0,0.999999,14,26,2048,1020,1020,0.200805,5.26746e-06,0.0351851
SOPT,1.0,0.999999,14,26,29,1020,1152,0.316319,6.15714e-10,6.19541e-06
gappy-POD,1.0,0.999999,14,26,29,1020,1152,0.319833,6.13165e-10,6.20151e-06
QDEIM,1.0,0.999999,14,26,29,1020,1152,0.317434,6.13165e-10,6.20151e-06
EQP,1.0,0.999999,14,26,2048,1040,1040,0.206942,5.24249e-06,0.034029
SOPT,1.0,0.999999,14,26,29,1040,1152,0.319057,6.14549e-10,6.19609e-06
gappy-POD,1.0,0.999999,14,26,29,1040,1152,0.319992,6.13057e-10,6.20159e-06
QDEIM,1.0,0.999999,14,26,29,1040,1152,0.32327,6.13057e-10,6.20159e-06
EQP,1.0,0.999999,14,26,2048,1060,1060,0.213911,6.42831e-06,0.0318624
SOPT,1.0,0.999999,14,26,29,1060,1152,0.317739,6.12654e-10,6.20423e-06
gappy-POD,1.0,0.999999,14,26,29,1060,1152,0.320119,6.12963e-10,6.20164e-06
QDEIM,1.0,0.999999,14,26,29,1060,1152,0.32028,6.12963e-10,6.20164e-06
EQPGlobal,1.0,0.9999999,21,30,3030,2048,1520,0.380898,2.32894e-07,0.00382753
EQP,1.0,0.9999999,21,30,2048,20,20,0.0152233,0.000229566,0.288085
SOPT,1.0,0.9999999,21,30,32,20,0,,,
gappy-POD,1.0,0.9999999,21,30,32,20,0,,,
QDEIM,1.0,0.9999999,21,30,32,20,0,,,
EQP,1.0,0.9999999,21,30,2048,40,40,0.0221064,0.000229888,0.284033
SOPT,1.0,0.9999999,21,30,32,40,288,0.0825074,0.00122563,0.320203
gappy-POD,1.0,0.9999999,21,30,32,40,234,0.0694856,0.00141812,0.404267
QDEIM,1.0,0.9999999,21,30,32,40,279,0.0804223,0.00141812,0.404267
EQP,1.0,0.9999999,21,30,2048,60,60,0.0286366,0.000226882,0.280256
SOPT,1.0,0.9999999,21,30,32,60,351,0.0990852,0.00109103,0.301245
