method,t,energy_frac,rxdim,rvdim,nldim,q,nqp,time,err_x,err_v
QDEIM,1.0,0.9999,5,15,20,60,288,0.0806928,0.00143074,0.207477
EQP,1.0,0.9999,5,15,2048,80,80,0.0197445,0.000224424,0.308796
SOPT,1.0,0.9999,5,15,20,80,585,0.155545,0.000631106,0.0815937
gappy-POD,1.0,0.9999,5,15,20,80,333,0.0924388,0.0013367,0.187365
QDEIM,1.0,0.9999,5,15,20,80,288,0.0810613,0.0013367,0.187365
EQP,1.0,0.9999,5,15,2048,100,100,0.0230482,0.000202416,0.273874
SOPT,1.0,0.9999,5,15,20,100,639,0.173775,0.000578339,0.0786709
gappy-POD,1.0,0.9999,5,15,20,100,414,0.112377,0.00110857,0.146651
QDEIM,1.0,0.9999,5,15,20,100,333,0.0927528,0.00110857,0.146651
EQP,1.0,0.9999,5,15,2048,120,120,0.0256774,0.000181244,0.32075
SOPT,1.0,0.9999,5,15,20,120,693,0.187829,0.000517514,0.0706725
gappy-POD,1.0,0.9999,5,15,20,120,450,0.121733,0.00107402,0.144097
QDEIM,1.0,0.9999,5,15,20,120,360,0.100182,0.00107402,0.144097
EQP,1.0,0.9999,5,15,2048,140,140,0.0290182,0.000166147,0.308963
SOPT,1.0,0.9999,5,15,20,140,720,0.193417,0.000497206,0.0684842
gappy-POD,1.0,0.9999,5,15,20,140,468,0.127297,0.0010388,0.139075
QDEIM,1.0,0.9999,5,15,20,140,387,0.106065,0.0010388,0.139075
EQP,1.0,0.9999,5,15,2048,160,160,0.032975,0.000167801,0.294961
SOPT,1.0,0.9999,5,15,20,160,765,0.20387,0.000482533,0.0668369
gappy-POD,1.0,0.9999,5,15,20,160,549,0.147042,0.000883372,0.116071
QDEIM,1.0,0.9999,5,15,20,160,432,0.117077,0.000883372,0.116071
EQP,1.0,0.9999,5,15,2048,180,180,0.0366365,0.000153678,0.386279
SOPT,1.0,0.9999,5,15,20,180,792,0.213367,0.000427698,0.0563511
gappy-POD,1.0,0.9999,5,15,20,180,594,0.160604,0.000760016,0.104298
QDEIM,1.0,0.9999,5,15,20,180,486,0.135608,0.000760016,0.104298
EQP,1.0,0.9999,5,15,2048,200,200,0.0393493,0.000160335,0.326991
SOPT,1.0,0.9999,5,15,20,200,801,0.212655,0.000390659,0.0488346
gappy-POD,1.0,0.9999,5,15,20,200,693,0.187657,0.000538809,0.0717357
QDEIM,1.0,0.9999,5,15,20,200,540,0.14552,0.000538809,0.0717357
EQP,1.0,0.9999,5,15,2048,220,220,0.0429191,0.000167183,0.245829
SOPT,1.0,0.9999,5,15,20,220,864,0.230322,0.000260163,0.0369316
gappy-POD,1.0,0.9999,5,15,20,220,747,0.2021,0.000470126,0.0916128
QDEIM,1.0,0.9999,5,15,20,220,603,0.163994,0.000470126,0.0916128
EQP,1.0,0.9999,5,15,2048,240,240,0.0448666,0.000172417,0.27948
SOPT,1.0,0.9999,5,15,20,240,927,0.245875,0.000151558,0.0197781
gappy-POD,1.0,0.9999,5,15,20,240,792,0.210313,0.000396671,0.0801352
QDEIM,1.0,0.9999,5,15,20,240,675,0.183179,0.000396671,0.0801352
EQP,1.0,0.9999,5,15,2048,260,260,0.047561,0.000167299,0.258274
SOPT,1.0,0.9999,5,15,20,260,963,0.254679,0.000113147,0.0136815
gappy-POD,1.0,0.9999,5,15,20,260,846,0.228437,0.00029465,0.0573815
QDEIM,1.0,0.9999,5,15,20,260,711,0.194249,0.00029465,0.0573815
EQP,1.0,0.9999,5,15,2048,280,280,0.04823,0.000169617,0.260257
SOPT,1.0,0.9999,5,15,20,280,1008,0.270534,8.79104e-05,0.0115984
gappy-POD,1.0,0.9999,5,15,20,280,891,0.2404,0.000243621,0.0451071
QDEIM,1.0,0.9999,5,15,20,280,774,0.205499,0.000243621,0.0451071
EQP,1.0,0.9999,5,15,2048,300,300,0.0527459,0.000164536,0.265749
SOPT,1.0,0.9999,5,15,20,300,1035,0.276121,8.47469e-05,0.0104197
gappy-POD,1.0,0.9999,5,15,20,300,900,0.238454,0.000246225,0.048539
QDEIM,1.0,0.9999,5,15,20,300,837,0.222241,0.000246225,0.048539
EQP,1.0,0.9999,5,15,2048,320,320,0.053933,0.000159811,0.26153
SOPT,1.0,0.9999,5,15,20,320,1035,0.273504,8.47485e-05,0.0104181
gappy-POD,1.0,0.9999,5,15,20,320,945,0.250564,0.000195721,0.042731
QDEIM,1.0,0.9999,5,15,20,320,846,0.225416,0.000195721,0.042731
EQP,1.0,0.9999,5,15,2048,340,340,0.0591655,0.000165716,0.255031
SOPT,1.0,0.9999,5,15,20,340,1080,0.2856,6.25651e-05,0.00955497
gappy-POD,1.0,0.9999,5,15,20,340,990,0.261757,0.000135168,0.0273978
QDEIM,1.0,0.9999,5,15,20,340,891,0.235994,0.000135168,0.0273978
EQP,1.0,0.9999,5,15,2048,360,360,0.0610893,0.000164507,0.234769
SOPT,1.0,0.9999,5,15,20,360,1107,0.294423,3.38949e-05,0.00775326
gappy-POD,1.0,0.9999,5,15,20,360,1035,0.275055,0.000102425,0.0241314
QDEIM,1.0,0.9999,5,15,20,360,927,0.247902,0.000102425,0.0241314
EQP,1.0,0.9999,5,15,2048,380,380,0.0640966,9.92057e-05,0.44514
SOPT,1.0,0.9999,5,15,20,380,1134,0.301196,1.7754e-05,0.00481069
gappy-POD,1.0,0.9999,5,15,20,380,1071,0.288184,5.95045e-05,0.0147469
QDEIM,1.0,0.9999,5,15,20,380,936,0.247152,5.95045e-05,0.0147469
EQP,1.0,0.9999,5,15,2048,400,400,0.0636182,9.93079e-05,0.421401
SOPT,1.0,0.9999,5,15,20,400,1134,0.298966,1.77527e-05,0.00481472
gappy-POD,1.0,0.9999,5,15,20,400,1098,0.291104,3.32485e-05,0.00914151
QDEIM,1.0,0.9999,5,15,20,400,936,0.247465,3.32485e-05,0.00914151
EQP,1.0,0.9999,5,15,2048,420,420,0.0660494,9.51955e-05,0.445234
SOPT,1.0,0.9999,5,15,20,420,1134,0.303876,1.77551e-05,0.00480632
gappy-POD,1.0,0.9999,5,15,20,420,1134,0.302709,1.00189e-05,0.00314194
QDEIM,1.0,0.9999,5,15,20,420,990,0.264526,1.00189e-05,0.00314194
EQP,1.0,0.9999,5,15,2048,440,440,0.0710862,9.6262e-05,0.391771
SOPT,1.0,0.9999,5,15,20,440,1143,0.303976,9.70808e-06,0.00263181
gappy-POD,1.0,0.9999,5,15,20,440,1143,0.30298,5.35873e-06,0.00165515
QDEIM,1.0,0.9999,5,15,20,440,1008,0.277674,5.35873e-06,0.00165515
EQP,1.0,0.9999,5,15,2048,460,460,0.0732106,8.46796e-05,0.266978
SOPT,1.0,0.9999,5,15,20,460,1152,0.305187,1.30888e-07,0.000150073
gappy-POD,1.0,0.9999,5,15,20,460,1152,0.303751,1.30654e-07,0.000152331
QDEIM,1.0,0.9999,5,15,20,460,1026,0.271491,1.30654e-07,0.000152331
EQP,1.0,0.9999,5,15,2048,480,480,0.0762492,7.92072e-05,0.256139
SOPT,1.0,0.9999,5,15,20,480,1152,0.305557,1.30892e-07,0.000149902
gappy-POD,1.0,0.9999,5,15,20,480,1152,0.305187,1.3068e-07,0.000152424
QDEIM,1.0,0.9999,5,15,20,480,1071,0.284038,1.3068e-07,0.000152424
EQP,1.0,0.9999,5,15,2048,500,500,0.0792829,5.93038e-05,0.430166
SOPT,1.0,0.9999,5,15,20,500,1152,0.306536,1.30899e-07,0.00014986
gappy-POD,1.0,0.9999,5,15,20,500,1152,0.303882,1.30652e-07,0.000152585
QDEIM,1.0,0.9999,5,15,20,500,1089,0.289765,1.30652e-07,0.000152585
EQP,1.0,0.9999,5,15,2048,520,520,0.0820879,5.09709e-05,0.373283
SOPT,1.0,0.9999,5,15,20,520,1152,0.308688,1.30896e-07,0.00014977
gappy-POD,1.0,0.9999,5,15,20,520,1152,0.305173,1.30664e-07,0.000152644
QDEIM,1.0,0.9999,5,15,20,520,1107,0.297455,1.30664e-07,0.000152644
EQP,1.0,0.9999,5,15,2048,540,540,0.0837094,4.84455e-05,0.191045
SOPT,1.0,0.9999,5,15,20,540,1152,0.310293,1.309e-07,0.000149736
gappy-POD,1.0,0.9999,5,15,20,540,1152,0.310162,1.30658e-07,0.000152658
QDEIM,1.0,0.9999,5,15,20,540,1116,0.301701,1.30658e-07,0.000152658
EQP,1.0,0.9999,5,15,2048,560,560,0.0853369,4.73378e-05,0.183358
SOPT,1.0,0.9999,5,15,20,560,1152,0.311102,1.30899e-07,0.00014973
gappy-POD,1.0,0.9999,5,15,20,560,1152,0.308467,1.30653e-07,0.000152772
QDEIM,1.0,0.9999,5,15,20,560,1143,0.304423,1.30653e-07,0.000152772
EQP,1.0,0.9999,5,15,2048,580,580,0.0877103,4.63797e-05,0.173772
SOPT,1.0,0.9999,5,15,20,580,1152,0.310572,1.30904e-07,0.000149738
gappy-POD,1.0,0.9999,5,15,20,580,1152,0.307104,1.30658e-07,0.000152809
QDEIM,1.0,0.9999,5,15,20,580,1152,0.308895,1.30658e-07,0.000152809
EQP,1.0,0.9999,5,15,2048,600,600,0.0929477,4.5822e-05,0.140738
SOPT,1.0,0.9999,5,15,20,600,1152,0.310611,1.30904e-07,0.000149737
gappy-POD,1.0,0.9999,5,15,20,600,1152,0.305875,1.30673e-07,0.000152557
QDEIM,1.0,0.9999,5,15,20,600,1152,0.310684,1.30673e-07,0.000152557
EQP,1.0,0.9999,5,15,2048,620,620,0.0918936,3.29811e-05,0.130518
SOPT,1.0,0.9999,5,15,20,620,1152,0.309035,1.30904e-07,0.000149737
gappy-POD,1.0,0.9999,5,15,20,620,1152,0.307349,1.30703e-07,0.000152115
QDEIM,1.0,0.9999,5,15,20,620,1152,0.309796,1.30703e-07,0.000152115
EQP,1.0,0.9999,5,15,2048,640,640,0.0966148,2.8024e-05,0.110019
SOPT,1.0,0.9999,5,15,20,640,1152,0.30747,1.30904e-07,0.000149737
gappy-POD,1.0,0.9999,5,15,20,640,1152,0.306115,1.3069e-07,0.000152064
QDEIM,1.0,0.9999,5,15,20,640,1152,0.311174,1.3069e-07,0.000152064
EQP,1.0,0.9999,5,15,2048,660,660,0.101269,2.651e-05,0.113736
SOPT,1.0,0.9999,5,15,20,660,1152,0.313591,1.30901e-07,0.000149709
gappy-POD,1.0,0.9999,5,15,20,660,1152,0.313557,1.30679e-07,0.000151898
QDEIM,1.0,0.9999,5,15,20,660,1152,0.30754,1.30679e-07,0.000151898
EQP,1.0,0.9999,5,15,2048,680,680,0.104375,2.64188e-05,0.113543
SOPT,1.0,0.9999,5,15,20,680,1152,0.307401,1.30905e-07,0.000149627
gappy-POD,1.0,0.9999,5,15,20,680,1152,0.311773,1.30682e-07,0.00015189
QDEIM,1.0,0.9999,5,15,20,680,1152,0.308652,1.30682e-07,0.00015189
EQP,1.0,0.9999,5,15,2048,700,700,0.102576,2.02175e-05,0.10411
SOPT,1.0,0.9999,5,15,20,700,1152,0.310167,1.30902e-07,0.000149536
gappy-POD,1.0,0.9999,5,15,20,700,1152,0.306338,1.30666e-07,0.00015175
QDEIM,1.0,0.9999,5,15,20,700,1152,0.307921,1.30666e-07,0.00015175
EQP,1.0,0.9999,5,15,2048,720,720,0.108741,2.22543e-05,0.101081
SOPT,1.0,0.9999,5,15,20,720,1152,0.311846,1.30902e-07,0.000149511
gappy-POD,1.0,0.9999,5,15,20,720,1152,0.311786,1.30674e-07,0.000151769
QDEIM,1.0,0.9999,5,15,20,720,1152,0.312247,1.30674e-07,0.000151769
EQP,1.0,0.9999,5,15,2048,740,740,0.113043,1.8118e-05,0.0695428
SOPT,1.0,0.9999,5,15,20,740,1152,0.307874,1.30903e-07,0.000149504
gappy-POD,1.0,0.9999,5,15,20,740,1152,0.309351,1.30688e-07,0.000151692
QDEIM,1.0,0.9999,5,15,20,740,1152,0.30802,1.30688e-07,0.000151692
EQP,1.0,0.9999,5,15,2048,760,760,0.112796,1.9502e-05,0.0550943
SOPT,1.0,0.9999,5,15,20,760,1152,0.307375,1.30905e-07,0.000149361
gappy-POD,1.0,0.9999,5,15,20,760,1152,0.308878,1.30698e-07,0.000151718
QDEIM,1.0,0.9999,5,15,20,760,1152,0.308468,1.30698e-07,0.000151718
EQP,1.0,0.9999,5,15,2048,780,780,0.11746,2.00125e-05,0.0519036
SOPT,1.0,0.9999,5,15,20,780,1152,0.307791,1.30896e-07,0.000149371
gappy-POD,1.0,0.9999,5,15,20,780,1152,0.308745,1.30719e-07,0.00015159
QDEIM,1.0,0.9999,5,15,20,780,1152,0.307357,1.30719e-07,0.00015159
EQP,1.0,0.9999,5,15,2048,800,800,0.120715,1.31424e-05,0.047188
SOPT,1.0,0.9999,5,15,20,800,1152,0.309769,1.30895e-07,0.000148967
gappy-POD,1.0,0.9999,5,15,20,800,1152,0.314522,1.30723e-07,0.000151499
QDEIM,1.0,0.9999,5,15,20,800,1152,0.310519,1.30723e-07,0.000151499
EQP,1.0,0.9999,5,15,2048,820,820,0.123033,7.70846e-06,0.0372972
SOPT,1.0,0.9999,5,15,20,820,1152,0.308647,1.30874e-07,0.000148954
gappy-POD,1.0,0.9999,5,15,20,820,1152,0.313869,1.30723e-07,0.000151512
QDEIM,1.0,0.9999,5,15,20,820,1152,0.313446,1.30723e-07,0.000151512
EQP,1.0,0.9999,5,15,2048,840,831,0.123454,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,840,1152,0.309752,1.30866e-07,0.000149013
gappy-POD,1.0,0.9999,5,15,20,840,1152,0.312186,1.30728e-07,0.000151473
QDEIM,1.0,0.9999,5,15,20,840,1152,0.31346,1.30728e-07,0.000151473
EQP,1.0,0.9999,5,15,2048,860,831,0.123485,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,860,1152,0.311138,1.30857e-07,0.000149204
gappy-POD,1.0,0.9999,5,15,20,860,1152,0.310932,1.30732e-07,0.000151423
QDEIM,1.0,0.9999,5,15,20,860,1152,0.30976,1.30732e-07,0.000151423
EQP,1.0,0.9999,5,15,2048,880,831,0.122742,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,880,1152,0.315039,1.30854e-07,0.000149445
gappy-POD,1.0,0.9999,5,15,20,880,1152,0.311807,1.30731e-07,0.000151425
QDEIM,1.0,0.9999,5,15,20,880,1152,0.310125,1.30731e-07,0.000151425
EQP,1.0,0.9999,5,15,2048,900,831,0.123734,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,900,1152,0.315132,1.30836e-07,0.000149546
gappy-POD,1.0,0.9999,5,15,20,900,1152,0.31384,1.30733e-07,0.000151375
QDEIM,1.0,0.9999,5,15,20,900,1152,0.309744,1.30733e-07,0.000151375
EQP,1.0,0.9999,5,15,2048,920,831,0.120714,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,920,1152,0.313678,1.30839e-07,0.000149669
gappy-POD,1.0,0.9999,5,15,20,920,1152,0.315801,1.30728e-07,0.000151459
QDEIM,1.0,0.9999,5,15,20,920,1152,0.32242,1.30728e-07,0.000151459
EQP,1.0,0.9999,5,15,2048,940,831,0.124039,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,940,1152,0.310952,1.30846e-07,0.000149858
gappy-POD,1.0,0.9999,5,15,20,940,1152,0.311624,1.3073e-07,0.00015143
QDEIM,1.0,0.9999,5,15,20,940,1152,0.31089,1.3073e-07,0.00015143
EQP,1.0,0.9999,5,15,2048,960,831,0.123843,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,960,1152,0.311854,1.30805e-07,0.00014959
gappy-POD,1.0,0.9999,5,15,20,960,1152,0.313182,1.30729e-07,0.000151418
QDEIM,1.0,0.9999,5,15,20,960,1152,0.31037,1.30729e-07,0.000151418
EQP,1.0,0.9999,5,15,2048,980,831,0.124118,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,980,1152,0.311093,1.30783e-07,0.000149834
gappy-POD,1.0,0.9999,5,15,20,980,1152,0.31114,1.30729e-07,0.000151422
QDEIM,1.0,0.9999,5,15,20,980,1152,0.31082,1.30729e-07,0.000151422
EQP,1.0,0.9999,5,15,2048,1000,831,0.124,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,1000,1152,0.310925,1.30797e-07,0.000149734
gappy-POD,1.0,0.9999,5,15,20,1000,1152,0.312361,1.30728e-07,0.000151444
QDEIM,1.0,0.9999,5,15,20,1000,1152,0.314204,1.30728e-07,0.000151444
EQP,1.0,0.9999,5,15,2048,1020,831,0.120233,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,1020,1152,0.311605,1.30803e-07,0.000150089
gappy-POD,1.0,0.9999,5,15,20,1020,1152,0.310838,1.3073e-07,0.00015138
QDEIM,1.0,0.9999,5,15,20,1020,1152,0.315167,1.3073e-07,0.00015138
EQP,1.0,0.9999,5,15,2048,1040,831,0.119896,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,1040,1152,0.312136,1.30808e-07,0.000150168
gappy-POD,1.0,0.9999,5,15,20,1040,1152,0.313343,1.30731e-07,0.000151404
QDEIM,1.0,0.9999,5,15,20,1040,1152,0.312998,1.30731e-07,0.000151404
EQP,1.0,0.9999,5,15,2048,1060,831,0.117569,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,1060,1152,0.309822,1.30788e-07,0.00015028
gappy-POD,1.0,0.9999,5,15,20,1060,1152,0.311535,1.30732e-07,0.000151416
QDEIM,1.0,0.9999,5,15,20,1060,1152,0.317678,1.30732e-07,0.000151416
EQPGlobal,1.0,0.99999,8,22,2222,2048,1150,0.201955,2.59099e-06,0.0309559
EQP,1.0,0.99999,8,22,2048,20,20,0.011083,0.000228048,0.329443
SOPT,1.0,0.99999,8,22,25,20,0,,,
gappy-POD,1.0,0.99999,8,22,25,20,0,,,
QDEIM,1.0,0.99999,8,22,25,20,0,,,
EQP,1.0,0.99999,8,22,2048,40,40,0.0158164,0.000220948,0.566199
SOPT,1.0,0.99999,8,22,25,40,288,0.0810161,0.00130969,0.269708
gappy-POD,1.0,0.99999,8,22,25,40,225,0.0649441,0.00151084,0.325002
QDEIM,1.0,0.99999,8,22,25,40,306,0.0849489,0.00151084,0.325002
EQP,1.0,0.99999,8,22,2048,60,60,0.019435,0.000222191,0.373642
SOPT,1.0,0.99999,8,22,25,60,378,0.10542,0.00105482,0.178125
gappy-POD,1.0,0.99999,8,22,25,60,315,0.089565,0.00126319,0.193841
QDEIM,1.0,0.99999,8,22,25,60,351,0.0983934,0.00126319,0.193841
EQP,1.0,0.99999,8,22,2048,80,80,0.0233419,0.00021655,0.375923
SOPT,1.0,0.99999,8,22,25,80,477,0.131049,0.000888945,0.138613
gappy-POD,1.0,0.99999,8,22,25,80,342,0.0959994,0.00125599,0.193409
QDEIM,1.0,0.99999,8,22,25,80,378,0.103976,0.00125599,0.193409
EQP,1.0,0.99999,8,22,2048,100,100,0.0260345,0.000216305,0.295209
SOPT,1.0,0.99999,8,22,25,100,567,0.155697,0.000714569,0.107955
gappy-POD,1.0,0.99999,8,22,25,100,369,0.102468,0.00116441,0.17465
QDEIM,1.0,0.99999,8,22,25,100,423,0.116186,0.00116441,0.17465
EQP,1.0,0.99999,8,22,2048,120,120,0.0298074,0.000199568,0.300476
SOPT,1.0,0.99999,8,22,25,120,621,0.167809,0.000640091,0.0892271
gappy-POD,1.0,0.99999,8,22,25,120,450,0.124469,0.000939724,0.152429
QDEIM,1.0,0.99999,8,22,25,120,441,0.121928,0.000939724,0.152429
EQP,1.0,0.99999,8,22,2048,140,140,0.0349939,0.000184976,0.359006
SOPT,1.0,0.99999,8,22,25,140,684,0.185654,0.000491238,0.0766329
gappy-POD,1.0,0.99999,8,22,25,140,486,0.133283,0.0008983,0.153809
QDEIM,1.0,0.99999,8,22,25,140,441,0.120715,0.0008983,0.153809
EQP,1.0,0.99999,8,22,2048,160,160,0.0386425,0.00016603,0.356617
SOPT,1.0,0.99999,8,22,25,160,720,0.193693,0.000442591,0.0689364
gappy-POD,1.0,0.99999,8,22,25,160,513,0.137212,0.000835731,0.150454
QDEIM,1.0,0.99999,8,22,25,160,459,0.126427,0.000835731,0.150454
EQP,1.0,0.99999,8,22,2048,180,180,0.0392153,0.000166298,0.319725
SOPT,1.0,0.99999,8,22,25,180,792,0.211868,0.000375507,0.0494591
gappy-POD,1.0,0.99999,8,22,25,180,549,0.148779,0.000833222,0.140416
QDEIM,1.0,0.99999,8,22,25,180,477,0.130035,0.000833222,0.140416
EQP,1.0,0.99999,8,22,2048,200,200,0.045461,0.000154276,0.312189
SOPT,1.0,0.99999,8,22,25,200,855,0.227855,0.000282174,0.0307672
gappy-POD,1.0,0.99999,8,22,25,200,603,0.16332,0.00069988,0.118809
QDEIM,1.0,0.99999,8,22,25,200,477,0.130667,0.00069988,0.118809
EQP,1.0,0.99999,8,22,2048,220,220,0.0483517,0.000155341,0.33211
SOPT,1.0,0.99999,8,22,25,220,900,0.239436,0.000223449,0.0289506
gappy-POD,1.0,0.99999,8,22,25,220,657,0.176997,0.000585639,0.0994527
QDEIM,1.0,0.99999,8,22,25,220,477,0.131147,0.000585639,0.0994527
EQP,1.0,0.99999,8,22,2048,240,240,0.052813,0.000160088,0.256411
SOPT,1.0,0.99999,8,22,25,240,945,0.257535,0.000156981,0.0186654
gappy-POD,1.0,0.99999,8,22,25,240,738,0.198772,0.000425065,0.0814283
QDEIM,1.0,0.99999,8,22,25,240,477,0.130312,0.000425065,0.0814283
EQP,1.0,0.99999,8,22,2048,260,260,0.0562662,0.000158336,0.255048
SOPT,1.0,0.99999,8,22,25,260,963,0.255988,0.000126944,0.0160126
gappy-POD,1.0,0.99999,8,22,25,260,756,0.201955,0.000414641,0.0800044
QDEIM,1.0,0.99999,8,22,25,260,486,0.132251,0.000414641,0.0800044
EQP,1.0,0.99999,8,22,2048,280,280,0.058053,0.000154449,0.262745
SOPT,1.0,0.99999,8,22,25,280,999,0.265409,0.000112313,0.0137898
gappy-POD,1.0,0.99999,8,22,25,280,792,0.21434,0.000371868,0.08406
QDEIM,1.0,0.99999,8,22,25,280,495,0.137905,0.000371868,0.08406
EQP,1.0,0.99999,8,22,2048,300,300,0.0618469,0.000152725,0.249784
SOPT,1.0,0.99999,8,22,25,300,1053,0.280753,5.42684e-05,0.00815381
gappy-POD,1.0,0.99999,8,22,25,300,828,0.221594,0.000309195,0.0815798
QDEIM,1.0,0.99999,8,22,25,300,549,0.150933,0.000309195,0.0815798
EQP,1.0,0.99999,8,22,2048,320,320,0.0646818,0.000154532,0.232033
SOPT,1.0,0.99999,8,22,25,320,1071,0.289788,5.1864e-05,0.00764763
gappy-POD,1.0,0.99999,8,22,25,320,846,0.227987,0.000295814,0.0799056
QDEIM,1.0,0.99999,8,22,25,320,612,0.165784,0.000295814,0.0799056
EQP,1.0,0.99999,8,22,2048,340,340,0.0698413,0.000154614,0.212672
SOPT,1.0,0.99999,8,22,25,340,1116,0.298578,2.02869e-05,0.00499732
gappy-POD,1.0,0.99999,8,22,25,340,882,0.235237,0.000263693,0.0690376
QDEIM,1.0,0.99999,8,22,25,340,657,0.178976,0.000263693,0.0690376
EQP,1.0,0.99999,8,22,2048,360,360,0.0720302,0.000151935,0.18717
SOPT,1.0,0.99999,8,22,25,360,1125,0.301613,1.24312e-05,0.0021926
gappy-POD,1.0,0.99999,8,22,25,360,918,0.245575,0.000237047,0.0654939
QDEIM,1.0,0.99999,8,22,25,360,675,0.184556,0.000237047,0.0654939
EQP,1.0,0.99999,8,22,2048,380,380,0.0790053,0.000152981,0.174432
SOPT,1.0,0.99999,8,22,25,380,1134,0.303004,1.24223e-05,0.00207518
gappy-POD,1.0,0.99999,8,22,25,380,954,0.255496,0.000207871,0.0666508
QDEIM,1.0,0.99999,8,22,25,380,774,0.208715,0.000207871,0.0666508
EQP,1.0,0.99999,8,22,2048,400,400,0.0766167,0.000152733,0.165276
SOPT,1.0,0.99999,8,22,25,400,1134,0.302897,1.24242e-05,0.0020775
gappy-POD,1.0,0.99999,8,22,25,400,972,0.259132,0.000169075,0.0511789
QDEIM,1.0,0.99999,8,22,25,400,873,0.23779,0.000169075,0.0511789
EQP,1.0,0.99999,8,22,2048,420,420,0.0812996,0.000153342,0.166293
SOPT,1.0,0.99999,8,22,25,420,1143,0.305448,5.43367e-06,0.00191383
gappy-POD,1.0,0.99999,8,22,25,420,1008,0.271715,0.000128204,0.0374451
QDEIM,1.0,0.99999,8,22,25,420,873,0.233417,0.000128204,0.0374451
EQP,1.0,0.99999,8,22,2048,440,440,0.0838156,8.11357e-05,0.494754
SOPT,1.0,0.99999,8,22,25,440,1143,0.304207,5.43406e-06,0.00191812
gappy-POD,1.0,0.99999,8,22,25,440,1026,0.27176,0.000116575,0.039744
QDEIM,1.0,0.99999,8,22,25,440,927,0.247088,0.000116575,0.039744
EQP,1.0,0.99999,8,22,2048,460,460,0.0908145,7.81346e-05,0.414404
SOPT,1.0,0.99999,8,22,25,460,1143,0.303617,5.43446e-06,0.00191531
gappy-POD,1.0,0.99999,8,22,25,460,1071,0.285923,5.89204e-05,0.0209127
QDEIM,1.0,0.99999,8,22,25,460,927,0.24976,5.89204e-05,0.0209127
EQP,1.0,0.99999,8,22,2048,480,480,0.0908761,8.13294e-05,0.423846
SOPT,1.0,0.99999,8,22,25,480,1152,0.310735,7.75847e-09,4.48535e-05
gappy-POD,1.0,0.99999,8,22,25,480,1089,0.289788,5.22005e-05,0.0202981
QDEIM,1.0,0.99999,8,22,25,480,945,0.256302,5.22005e-05,0.0202981
EQP,1.0,0.99999,8,22,2048,500,500,0.0942808,7.96925e-05,0.556868
SOPT,1.0,0.99999,8,22,25,500,1152,0.311522,7.75975e-09,4.47716e-05
gappy-POD,1.0,0.99999,8,22,25,500,1116,0.300529,2.10408e-05,0.00801472
QDEIM,1.0,0.99999,8,22,25,500,999,0.276769,2.10408e-05,0.00801472
EQP,1.0,0.99999,8,22,2048,520,520,0.0977739,7.62595e-05,0.571872
SOPT,1.0,0.99999,8,22,25,520,1152,0.307311,7.76041e-09,4.47706e-05
gappy-POD,1.0,0.99999,8,22,25,520,1143,0.308659,4.56726e-06,0.0020876
QDEIM,1.0,0.99999,8,22,25,520,1008,0.272176,4.56726e-06,0.0020876
EQP,1.0,0.99999,8,22,2048,540,540,0.100955,6.92827e-05,0.396919
SOPT,1.0,0.99999,8,22,25,540,1152,0.311248,7.76074e-09,4.47414e-05
gappy-POD,1.0,0.99999,8,22,25,540,1152,0.312519,7.76409e-09,4.41188e-05
QDEIM,1.0,0.99999,8,22,25,540,1035,0.28114,7.76409e-09,4.41188e-05
EQP,1.0,0.99999,8,22,2048,560,560,0.101138,5.42327e-05,0.286531
SOPT,1.0,0.99999,8,22,25,560,1152,0.312757,7.76141e-09,4.47263e-05
gappy-POD,1.0,0.99999,8,22,25,560,1152,0.309448,7.76414e-09,4.41043e-05
QDEIM,1.0,0.99999,8,22,25,560,1053,0.288543,7.76414e-09,4.41043e-05
EQP,1.0,0.99999,8,22,2048,580,580,0.104522,4.59763e-05,0.283112
SOPT,1.0,0.99999,8,22,25,580,1152,0.312132,7.76146e-09,4.47266e-05
gappy-POD,1.0,0.99999,8,22,25,580,1152,0.313279,7.76601e-09,4.40971e-05
QDEIM,1.0,0.99999,8,22,25,580,1089,0.292933,7.76601e-09,4.40971e-05
EQP,1.0,0.99999,8,22,2048,600,600,0.11144,4.27979e-05,0.293874
SOPT,1.0,0.99999,8,22,25,600,1152,0.310301,7.76143e-09,4.47258e-05
gappy-POD,1.0,0.99999,8,22,25,600,1152,0.309076,7.76501e-09,4.41056e-05
QDEIM,1.0,0.99999,8,22,25,600,1116,0.303904,7.76501e-09,4.41056e-05
EQP,1.0,0.99999,8,22,2048,620,620,0.112923,3.43592e-05,0.23362
