method,t,ef,ws,w,q,nqp,TT3,ErrX,ErrV,ErrE
sopt,0.1,0.9999999,20,49,3,1472,1856,2112,2432,2176,1920,1920,2112,3072,1856,1728,1600,2368,1600,2048,1984,2176,1728,1984,1984,2112,2304,1920,1856,1856,1728,1472,1600,1920,2624,2112,2112,1472,1856,1664,1600,3136,1856,1472,1536,1344,1344,1408,1280,1216,1280,960,832,704,5.55553,0.000331425,0.0116789,0.000459352
qdeim,0.1,0.9999999,20,49,3,1408,2560,2176,2112,3456,1728,2368,1600,2368,1600,2432,1920,2240,2816,1600,1984,1856,1664,1984,2304,1984,2304,1856,2112,1664,2304,1792,1856,1536,2624,1664,1792,1472,2240,1600,1792,1984,1728,1536,1792,1536,1920,1088,1472,1152,1216,1088,832,704,5.22703,0.000289918,0.00904984,0.000651271
gnat,0.1,0.9999999,20,49,3,1600,1856,2048,2048,1984,1984,1856,1600,2176,1856,1472,1216,1472,1344,1216,1792,1664,1664,1472,1792,1600,2048,1088,1600,1280,1408,1088,1344,1344,2496,1472,1728,1472,1728,1408,1536,2048,1216,1216,1216,1024,1472,1088,1216,960,896,896,704,704,4.58271,0.000397704,0.010836,0.000551903
sopt,0.1,0.9999999,20,49,4,1536,2176,2240,2688,2688,2048,2176,2432,3136,1984,1984,1984,2496,1664,2112,2240,2560,2112,2240,2240,2176,2304,2048,2112,1856,1856,1536,1728,2304,2816,2432,2240,1536,1856,1664,1664,3200,2368,1792,1664,1536,1408,1472,1536,1280,1280,1088,896,960,5.8395,0.000172095,0.00585486,0.000267978
qdeim,0.1,0.9999999,20,49,4,1792,2944,2752,2368,3456,2048,2688,1856,2816,1600,2560,1920,2304,2816,1600,2496,2304,1984,1984,2304,1984,2304,2112,2112,1664,2304,2176,2560,1920,2688,1856,2048,1472,2368,1664,1856,2176,2176,1664,1792,2240,1920,1280,1664,1152,1280,1088,832,704,5.39723,0.000179462,0.00693197,0.000456727
gnat,0.1,0.9999999,20,49,4,1728,2048,2240,1984,1920,1984,1984,1728,2176,1984,1920,1536,1472,1408,1344,1920,1856,1728,1664,2176,2048,2304,1344,1664,1664,1600,1728,1408,1472,2752,2496,1856,1408,1792,1536,1600,2304,1344,1408,1472,1216,1280,1280,1280,1088,1024,768,704,704,5.02083,0.000247027,0.00700739,0.000590816
sopt,0.1,0.9999999,20,49,5,1536,2432,2496,3008,3264,2112,2560,2752,3136,2560,2176,2240,2560,1856,2304,3008,2688,2432,2240,2432,2240,2496,2112,2176,1856,1856,1920,1920,2304,3200,2560,2240,1664,1984,1664,1856,3264,2624,1920,1792,1536,1600,1856,1600,1280,1280,1088,1088,1088,5.68747,8.0065e-05,0.00299814,0.000170065
qdeim,0.1,0.9999999,20,49,5,1984,3008,3456,2368,3456,2112,2944,2496,3136,1792,2624,2112,2304,2880,1600,2496,2368,2048,1984,2304,2112,2304,2112,2688,2048,2368,2304,2560,1920,3200,1920,2048,1856,2368,1920,1856,2432,2176,1664,1792,2240,1920,1344,1664,1216,1344,1280,832,704,5.74896,0.000130273,0.00509674,0.000350194
gnat,0.1,0.9999999,20,49,5,1984,2368,2432,2304,2048,2368,2112,1984,2304,1792,1856,1408,1472,1472,1600,1856,1920,1792,1856,2240,1984,2304,1408,1792,1728,1728,1472,1472,1728,1920,2624,2112,1600,1856,1664,1664,2368,1472,1408,1472,1408,1472,1280,1280,1088,1088,1024,832,704,5.53121,0.000179969,0.00577987,0.000439428
sopt,0.1,0.9999999,20,49,6,1600,2880,2496,3328,3264,2560,3136,2944,3456,2688,2432,2496,2560,2752,2496,3648,3008,2688,2624,2496,2496,2496,2560,2240,2112,1856,2944,2304,2304,3200,3008,2368,1792,2048,1856,2240,3264,2688,2048,1856,1536,1600,1856,1664,1472,1472,1472,1088,1280,6.47286,4.74559e-05,0.00116911,0.000117039
qdeim,0.1,0.9999999,20,49,6,1984,3008,3712,2560,3456,2176,2944,2880,3328,1984,2880,2304,2304,2944,1600,2560,2496,2112,2176,2432,2368,2304,2112,2752,2240,2752,2304,2560,1984,3200,1920,2112,2496,2432,2048,1856,2496,2432,1664,1792,2240,1920,1472,1664,1280,1344,1280,1280,704,6.52271,8.12922e-05,0.00326985,0.000250278
gnat,0.1,0.9999999,20,49,6,2048,2432,2624,2432,2368,2304,2624,1984,2816,1856,2048,1472,2048,1984,1856,2048,2240,1984,1920,2624,2112,2304,1664,1856,1856,1856,1664,1472,1856,2240,2624,1856,1664,1856,1664,1664,2432,1664,1472,1472,1472,1472,1280,1280,1088,1216,1088,1088,704,5.75728,9.60146e-05,0.00338133,0.0002765
sopt,0.1,0.9999999,20,49,7,1600,3008,2496,3456,3264,2688,3264,3392,3520,2944,2432,2752,2752,3072,2496,3648,3008,3520,3008,3008,2880,2624,2752,2752,2432,2112,3200,2304,2496,3456,3264,3072,2496,2432,1856,2240,3264,2688,2112,1856,1920,1664,2240,1856,1664,1472,1664,1280,1280,6.83044,2.49744e-05,0.000569226,8.96094e-05
qdeim,0.1,0.9999999,20,49,7,2368,3072,3840,2688,3648,2496,3136,2880,3520,2048,2880,2432,2560,3136,1856,3456,2688,2240,2496,2496,2368,2304,2112,2752,2432,2752,2432,2560,2176,3200,1984,2240,2496,2496,2048,1856,2496,2432,1664,1856,2240,1920,1472,1664,1280,1472,1472,1280,896,6.52448,3.1483e-05,0.00147299,0.000160273
gnat,0.1,0.9999999,20,49,7,2176,2240,2688,2496,2880,2560,2880,2176,2880,1984,1920,1792,2112,1856,1920,2048,2048,2240,1984,2624,2112,2496,1728,1856,1856,1856,1728,1728,2304,2880,2496,1856,1664,1920,1664,1984,2432,1792,1856,1728,1664,1472,1472,1472,1280,1472,1280,1152,1024,5.72644,8.54463e-05,0.00261101,0.000242448
sopt,0.1,0.9999999,20,49,8,1728,3072,2496,3840,3392,3008,3456,3392,3648,3008,2816,2752,3008,4032,2496,4416,3520,3776,3200,3328,3072,2880,2752,2944,2752,2432,3392,2304,2496,3456,3264,3264,2624,2496,2240,2240,3264,2688,2112,1920,2048,2048,2432,1856,1664,1664,1664,1280,1280,7.02692,1.06693e-05,8.43606e-05,6.81891e-05
qdeim,0.1,0.9999999,20,49,8,2496,3072,3840,2688,3648,2688,3136,3072,3520,2048,2880,2432,3008,3392,2176,3776,2816,2240,2496,2496,2368,2368,2176,2816,2432,2816,2432,2560,2240,3200,2240,2240,2496,2496,2112,1856,2496,2432,1664,1856,2240,1920,1472,1664,1472,1472,1472,1280,1280,7.49068,2.18677e-05,0.000905763,0.000125898
gnat,0.1,0.9999999,20,49,8,2304,2560,2944,2944,3136,2752,2816,2240,2944,2112,2240,1984,2176,2048,2048,2048,2176,2048,2048,2688,2112,2496,2112,1856,2240,2048,2048,1856,2304,3200,2624,1856,1664,2048,1664,1792,2432,1984,2048,1856,1664,1600,1408,1472,1664,1664,1472,1280,1280,6.24432,3.34775e-05,0.000990404,0.000132915
sopt,0.1,0.9999999,20,49,9,1920,3072,2496,4224,3648,3392,4032,3648,3648,3200,2880,2752,3648,4416,2880,4416,3520,3776,3200,3328,3200,2880,2752,3392,3008,2688,3392,2496,2880,3456,3456,3264,2624,2944,2240,2240,3264,2688,2112,2240,2304,2176,2432,2240,2112,1664,1664,1472,1472,8.01956,8.71117e-06,6.94764e-05,6.53847e-05
qdeim,0.1,0.9999999,20,49,9,2816,3392,3840,2688,3648,2688,3136,3200,3520,2112,2880,2432,3136,3392,2688,3776,2816,2240,2624,2496,2368,2496,2432,2944,2624,2816,2432,2560,2240,3200,2368,2240,2816,2496,2240,1856,2560,2496,1728,1856,2240,1920,1856,1664,1472,1664,1472,1280,1280,6.33673,1.85849e-05,0.000777228,9.49833e-05
gnat,0.1,0.9999999,20,49,9,2560,2624,3008,3264,3008,2816,3008,2816,3200,2304,2240,2240,2432,2176,2240,2240,2048,2368,2112,2688,2304,2496,2240,1920,2240,2240,2176,1920,2304,3200,2624,1856,1664,2048,2048,1856,2432,2240,2048,1856,1664,1664,1856,1600,1664,1664,1472,1280,1280,6.04557,1.39121e-05,0.000327842,9.18327e-05
