method,energy_frac,rwdim,rrdim,nldim,nsr,nqp,time,error
QDEIM,0.999999,13,13,14,400,1588,3.651380392,1.686697552067266e-06
EQP,0.999999,13,13,14,420,168,1.23313949,1.678453157978785e-06
SOPT,0.999999,13,13,14,420,2100,4.808424559,1.677481050135126e-06
gappy-POD,0.999999,13,13,14,420,1940,4.355542577,1.685193630084386e-06
QDEIM,0.999999,13,13,14,420,1692,3.806759175,1.678386369063322e-06
EQP,0.999999,13,13,14,440,168,1.164065157,1.678453157978785e-06
SOPT,0.999999,13,13,14,440,2204,5.03594775,1.678469770748925e-06
gappy-POD,0.999999,13,13,14,440,1984,4.50358261,1.684190877431917e-06
QDEIM,0.999999,13,13,14,440,1732,3.949805349,1.678423760035488e-06
EQP,0.999999,13,13,14,460,168,1.166665952,1.678453157978785e-06
SOPT,0.999999,13,13,14,460,2296,5.502582442,1.678562476892245e-06
gappy-POD,0.999999,13,13,14,460,2048,4.546558177,1.683458062919221e-06
QDEIM,0.999999,13,13,14,460,1772,3.965190609,1.681452561665146e-06
EQP,0.999999,13,13,14,480,168,1.172652921,1.678453157978785e-06
SOPT,0.999999,13,13,14,480,2384,5.396833808,1.677173615763911e-06
gappy-POD,0.999999,13,13,14,480,2072,4.683086011,1.6872570822577e-06
QDEIM,0.999999,13,13,14,480,1856,4.242373737,1.678079435303162e-06
EQP,0.999999,13,13,14,500,168,1.164299929,1.678453157978785e-06
SOPT,0.999999,13,13,14,500,2444,5.534623403,1.675813284028932e-06
gappy-POD,0.999999,13,13,14,500,2108,4.817369572,1.69010464902957e-06
QDEIM,0.999999,13,13,14,500,1916,4.34044737,1.677428582079543e-06
EQP,0.999999,13,13,14,520,168,1.168488261,1.678453157978785e-06
SOPT,0.999999,13,13,14,520,2524,5.776457767,1.672549323366023e-06
gappy-POD,0.999999,13,13,14,520,2244,4.983057507,1.680719274614844e-06
QDEIM,0.999999,13,13,14,520,1960,4.415274654,1.67667826862392e-06
EQP,0.999999,13,13,14,540,168,1.163779389,1.678453157978785e-06
SOPT,0.999999,13,13,14,540,2572,5.821240734,1.673106155125713e-06
gappy-POD,0.999999,13,13,14,540,2292,5.213741625,1.684842217308988e-06
QDEIM,0.999999,13,13,14,540,1984,4.457731969,1.676464740774079e-06
EQP,0.999999,13,13,14,560,168,1.170888277,1.678453157978785e-06
SOPT,0.999999,13,13,14,560,2616,5.825302123,1.673254265223672e-06
gappy-POD,0.999999,13,13,14,560,2288,5.113938873,1.68489096758468e-06
QDEIM,0.999999,13,13,14,560,2052,4.64404326,1.675452372948896e-06
EQP,0.999999,13,13,14,580,168,1.167554299,1.678453157978785e-06
SOPT,0.999999,13,13,14,580,2668,5.992423278,1.673979272872752e-06
gappy-POD,0.999999,13,13,14,580,2288,5.20754247,1.684954628347695e-06
QDEIM,0.999999,13,13,14,580,2104,4.713560567,1.674810155197574e-06
EQP,0.999999,13,13,14,600,168,1.167851171,1.678453157978785e-06
SOPT,0.999999,13,13,14,600,2732,6.532137908,1.675221928682336e-06
gappy-POD,0.999999,13,13,14,600,2432,5.523303878,1.680532352375138e-06
QDEIM,0.999999,13,13,14,600,2168,4.866888871,1.673878424202697e-06
EQP,0.999999,13,13,14,620,168,1.16895549,1.678453157978785e-06
SOPT,0.999999,13,13,14,620,2796,6.351102963,1.674130126904501e-06
gappy-POD,0.999999,13,13,14,620,2264,5.04813279,1.680631939407215e-06
QDEIM,0.999999,13,13,14,620,2228,5.031785174,1.672408482671879e-06
EQP,0.999999,13,13,14,640,168,1.152085075,1.678453157978785e-06
SOPT,0.999999,13,13,14,640,2852,6.348332515,1.674867766226586e-06
gappy-POD,0.999999,13,13,14,640,2296,5.190971019,1.678575198839404e-06
QDEIM,0.999999,13,13,14,640,2296,5.165526244,1.67252941370967e-06
EQP,0.999999,13,13,14,660,168,1.16808358,1.678453157978785e-06
SOPT,0.999999,13,13,14,660,2900,6.469019152,1.67452838973409e-06
gappy-POD,0.999999,13,13,14,660,2452,5.489704249,1.676184636025551e-06
QDEIM,0.999999,13,13,14,660,2344,5.243610781,1.672801782414731e-06
EQP,0.999999,13,13,14,680,168,1.167582024,1.678453157978785e-06
SOPT,0.999999,13,13,14,680,2968,6.671386763,1.673327532289035e-06
gappy-POD,0.999999,13,13,14,680,2516,5.713163672,1.675761287018199e-06
QDEIM,0.999999,13,13,14,680,2432,5.459387664,1.671958683412479e-06
EQP,0.999999,13,13,14,700,168,1.16799809,1.678453157978785e-06
SOPT,0.999999,13,13,14,700,2996,6.690136679,1.673244715314701e-06
gappy-POD,0.999999,13,13,14,700,2576,5.835194123,1.676115119558342e-06
QDEIM,0.999999,13,13,14,700,2500,5.57462452,1.671884623374515e-06
EQP,0.999999,13,13,14,720,168,1.159824464,1.678453157978785e-06
SOPT,0.999999,13,13,14,720,3044,7.160167939,1.673626102553914e-06
gappy-POD,0.999999,13,13,14,720,2576,5.861160946,1.676197840798755e-06
QDEIM,0.999999,13,13,14,720,2564,5.713421518000001,1.67189231030209e-06
EQP,0.999999,13,13,14,740,168,1.167821661,1.678453157978785e-06
SOPT,0.999999,13,13,14,740,3084,7.042837089,1.674306212550963e-06
gappy-POD,0.999999,13,13,14,740,2680,6.101784913,1.675627705754216e-06
QDEIM,0.999999,13,13,14,740,2644,5.979940998,1.671402441413291e-06
EQP,0.999999,13,13,14,760,168,1.170070143,1.678453157978785e-06
SOPT,0.999999,13,13,14,760,3128,7.115724763,1.673174583030751e-06
gappy-POD,0.999999,13,13,14,760,2760,6.229014484,1.675215397050925e-06
QDEIM,0.999999,13,13,14,760,2676,6.004580803,1.670991157306859e-06
EQP,0.999999,13,13,14,780,168,1.162931687,1.678453157978785e-06
SOPT,0.999999,13,13,14,780,3172,7.155670954,1.674675186452265e-06
gappy-POD,0.999999,13,13,14,780,2812,6.722925827,1.677119019461599e-06
QDEIM,0.999999,13,13,14,780,2752,6.037632584,1.670467764449539e-06
EQP,0.999999,13,13,14,800,168,1.172717324,1.678453157978785e-06
SOPT,0.999999,13,13,14,800,3212,7.62348612,1.674311583939559e-06
gappy-POD,0.999999,13,13,14,800,2840,6.285014465,1.674078311059008e-06
QDEIM,0.999999,13,13,14,800,2828,6.351662372,1.67069381691063e-06
EQP,0.999999,13,13,14,820,168,1.170471671,1.678453157978785e-06
SOPT,0.999999,13,13,14,820,3244,7.213595914,1.673701954750128e-06
gappy-POD,0.999999,13,13,14,820,2848,6.267661596,1.674236403507117e-06
QDEIM,0.999999,13,13,14,820,2920,6.483667811,1.670481572019561e-06
EQP,0.999999,13,13,14,840,168,1.16668097,1.678453157978785e-06
SOPT,0.999999,13,13,14,840,3288,7.530548416,1.674072226997208e-06
gappy-POD,0.999999,13,13,14,840,3016,6.779680272,1.674104502217597e-06
QDEIM,0.999999,13,13,14,840,2924,6.523777046,1.670305013034197e-06
EQP,0.999999,13,13,14,860,168,1.175091545,1.678453157978785e-06
SOPT,0.999999,13,13,14,860,3332,7.618601813,1.673971144845654e-06
gappy-POD,0.999999,13,13,14,860,3032,6.847732396,1.672873550224077e-06
QDEIM,0.999999,13,13,14,860,2960,6.498945262,1.670054411699762e-06
EQP,0.999999,13,13,14,880,168,1.161924873,1.678453157978785e-06
SOPT,0.999999,13,13,14,880,3372,7.420750959,1.674828091332538e-06
gappy-POD,0.999999,13,13,14,880,3080,6.899079195,1.672023896238125e-06
QDEIM,0.999999,13,13,14,880,2996,6.737026168,1.670259322392495e-06
EQP,0.999999,13,13,14,900,168,1.169025636,1.678453157978785e-06
SOPT,0.999999,13,13,14,900,3404,7.596038135,1.675300681726916e-06
gappy-POD,0.999999,13,13,14,900,3068,6.882607018,1.67250628449764e-06
QDEIM,0.999999,13,13,14,900,3036,6.627005047,1.670452961514093e-06
EQP,0.999999,13,13,14,920,168,1.173080327,1.678453157978785e-06
SOPT,0.999999,13,13,14,920,3436,7.803457751,1.675686601800776e-06
gappy-POD,0.999999,13,13,14,920,3112,6.934535214,1.672562013820769e-06
QDEIM,0.999999,13,13,14,920,3064,6.748433757,1.670588529793254e-06
EQP,0.999999,13,13,14,940,168,1.165528261,1.678453157978785e-06
SOPT,0.999999,13,13,14,940,3472,7.640382529,1.676086565947734e-06
gappy-POD,0.999999,13,13,14,940,3192,7.151574232,1.672145456220052e-06
QDEIM,0.999999,13,13,14,940,3088,6.899588517,1.67060334720668e-06
EQP,0.999999,13,13,14,960,168,1.166804791,1.678453157978785e-06
SOPT,0.999999,13,13,14,960,3504,8.403531986999999,1.676161567976337e-06
gappy-POD,0.999999,13,13,14,960,3220,7.168347652,1.673156586805143e-06
QDEIM,0.999999,13,13,14,960,3096,7.020043658,1.670832704152473e-06
EQP,0.999999,13,13,14,980,168,1.167260009,1.678453157978785e-06
SOPT,0.999999,13,13,14,980,3540,8.033733825000001,1.676481936605291e-06
gappy-POD,0.999999,13,13,14,980,3296,7.337238573,1.672747203658593e-06
QDEIM,0.999999,13,13,14,980,3116,6.923803669,1.670802377834903e-06
EQP,0.999999,13,13,14,1000,168,1.180673801,1.678453157978785e-06
SOPT,0.999999,13,13,14,1000,3560,7.981688317,1.676815018801204e-06
gappy-POD,0.999999,13,13,14,1000,3288,7.765660338,1.673251457049357e-06
QDEIM,0.999999,13,13,14,1000,3144,7.102740511,1.670756631894359e-06
EQP,0.999999,13,13,14,1020,168,1.171775272,1.678453157978785e-06
SOPT,0.999999,13,13,14,1020,3576,7.980302837,1.677079382847619e-06
gappy-POD,0.999999,13,13,14,1020,3336,7.900217968,1.67358769147176e-06
QDEIM,0.999999,13,13,14,1020,3176,7.087091911,1.671021755779943e-06
EQP,0.999999,13,13,14,1040,168,1.170636163,1.678453157978785e-06
SOPT,0.999999,13,13,14,1040,3612,8.191369994,1.676717273373221e-06
gappy-POD,0.999999,13,13,14,1040,3352,7.502607961,1.673999756946828e-06
QDEIM,0.999999,13,13,14,1040,3248,7.302246357,1.672011541822463e-06
EQPGlobal,1,,,,1040,,,
EQP,1,,,,20,,,
SOPT,1,,,,20,0,,
gappy-POD,1,,,,20,0,,
QDEIM,1,,,,20,0,,
EQP,1,,,,40,,,
SOPT,1,,,,40,0,,
gappy-POD,1,,,,40,0,,
QDEIM,1,,,,40,0,,
EQP,1,,,,60,,,
SOPT,1,,,,60,0,,
gappy-POD,1,,,,60,0,,
QDEIM,1,,,,60,0,,
EQP,1,,,,80,,,
SOPT,1,,,,80,0,,
gappy-POD,1,,,,80,0,,
QDEIM,1,,,,80,0,,
EQP,1,,,,100,,,
SOPT,1,,,,100,0,,
gappy-POD,1,,,,100,0,,
QDEIM,1,,,,100,0,,
EQP,1,,,,120,,,
SOPT,1,,,,120,0,,
gappy-POD,1,,,,120,0,,
QDEIM,1,,,,120,0,,
EQP,1,,,,140,,,
SOPT,1,,,,140,0,,
gappy-POD,1,,,,140,0,,
QDEIM,1,,,,140,0,,
EQP,1,,,,160,,,
SOPT,1,,,,160,0,,
gappy-POD,1,,,,160,0,,
QDEIM,1,,,,160,0,,
EQP,1,,,,180,,,
SOPT,1,,,,180,0,,
gappy-POD,1,,,,180,0,,
QDEIM,1,,,,180,0,,
EQP,1,,,,200,,,
SOPT,1,,,,200,0,,
gappy-POD,1,,,,200,0,,
QDEIM,1,,,,200,0,,
EQP,1,,,,220,,,
SOPT,1,,,,220,0,,
gappy-POD,1,,,,220,0,,
QDEIM,1,,,,220,0,,
EQP,1,,,,240,,,
SOPT,1,,,,240,0,,
gappy-POD,1,,,,240,0,,
QDEIM,1,,,,240,0,,
EQP,1,,,,260,,,
SOPT,1,,,,260,0,,
gappy-POD,1,,,,260,0,,
QDEIM,1,,,,260,0,,
EQP,1,,,,280,,,
SOPT,1,,,,280,0,,
gappy-POD,1,,,,280,0,,
QDEIM,1,,,,280,0,,
EQP,1,,,,300,,,
SOPT,1,,,,300,0,,
gappy-POD,1,,,,300,0,,
QDEIM,1,,,,300,0,,
EQP,1,,,,320,,,
SOPT,1,,,,320,0,,
gappy-POD,1,,,,320,0,,
QDEIM,1,,,,320,0,,
EQP,1,,,,340,,,
SOPT,1,,,,340,0,,
gappy-POD,1,,,,340,0,,
QDEIM,1,,,,340,0,,
EQP,1,,,,360,,,
SOPT,1,,,,360,0,,
gappy-POD,1,,,,360,0,,
QDEIM,1,,,,360,0,,
EQP,1,,,,380,,,
SOPT,1,,,,380,0,,
gappy-POD,1,,,,380,0,,
QDEIM,1,,,,380,0,,
EQP,1,,,,400,,,
SOPT,1,,,,400,0,,
gappy-POD,1,,,,400,0,,
QDEIM,1,,,,400,0,,
EQP,1,,,,420,,,
SOPT,1,,,,420,0,,
gappy-POD,1,,,,420,0,,
QDEIM,1,,,,420,0,,
EQP,1,,,,440,,,
SOPT,1,,,,440,0,,
gappy-POD,1,,,,440,0,,
QDEIM,1,,,,440,0,,
EQP,1,,,,460,,,
SOPT,1,,,,460,0,,
gappy-POD,1,,,,460,0,,
QDEIM,1,,,,460,0,,
EQP,1,,,,480,,,
SOPT,1,,,,480,0,,
gappy-POD,1,,,,480,0,,
QDEIM,1,,,,480,0,,
EQP,1,,,,500,,,
SOPT,1,,,,500,0,,
gappy-POD,1,,,,500,0,,
QDEIM,1,,,,500,0,,
EQP,1,,,,520,,,
SOPT,1,,,,520,0,,
gappy-POD,1,,,,520,0,,
QDEIM,1,,,,520,0,,
EQP,1,,,,540,,,
SOPT,1,,,,540,0,,
gappy-POD,1,,,,540,0,,
QDEIM,1,,,,540,0,,
EQP,1,,,,560,,,
SOPT,1,,,,560,0,,
gappy-POD,1,,,,560,0,,
QDEIM,1,,,,560,0,,
EQP,1,,,,580,,,
SOPT,1,,,,580,0,,
gappy-POD,1,,,,580,0,,
QDEIM,1,,,,580,0,,
EQP,1,,,,600,,,
SOPT,1,,,,600,0,,
gappy-POD,1,,,,600,0,,
QDEIM,1,,,,600,0,,
EQP,1,,,,620,,,
SOPT,1,,,,620,0,,
gappy-POD,1,,,,620,0,,
QDEIM,1,,,,620,0,,
EQP,1,,,,640,,,
SOPT,1,,,,640,0,,
gappy-POD,1,,,,640,0,,
QDEIM,1,,,,640,0,,
EQP,1,,,,660,,,
SOPT,1,,,,660,0,,
gappy-POD,1,,,,660,0,,
QDEIM,1,,,,660,0,,
EQP,1,,,,680,,,
SOPT,1,,,,680,0,,
gappy-POD,1,,,,680,0,,
QDEIM,1,,,,680,0,,
EQP,1,,,,700,,,
SOPT,1,,,,700,0,,
gappy-POD,1,,,,700,0,,
QDEIM,1,,,,700,0,,
EQP,1,,,,720,,,
SOPT,1,,,,720,0,,
gappy-POD,1,,,,720,0,,
QDEIM,1,,,,720,0,,
EQP,1,,,,740,,,
SOPT,1,,,,740,0,,
gappy-POD,1,,,,740,0,,
QDEIM,1,,,,740,0,,
EQP,1,,,,760,,,
SOPT,1,,,,760,0,,
gappy-POD,1,,,,760,0,,
QDEIM,1,,,,760,0,,
EQP,1,,,,780,,,
SOPT,1,,,,780,0,,
gappy-POD,1,,,,780,0,,
QDEIM,1,,,,780,0,,
EQP,1,,,,800,,,
SOPT,1,,,,800,0,,
gappy-POD,1,,,,800,0,,
QDEIM,1,,,,800,0,,
EQP,1,,,,820,,,
SOPT,1,,,,820,0,,
gappy-POD,1,,,,820,0,,
QDEIM,1,,,,820,0,,
EQP,1,,,,840,,,
SOPT,1,,,,840,0,,
gappy-POD,1,,,,840,0,,
QDEIM,1,,,,840,0,,
EQP,1,,,,860,,,
SOPT,1,,,,860,0,,
gappy-POD,1,,,,860,0,,
QDEIM,1,,,,860,0,,
EQP,1,,,,880,,,
SOPT,1,,,,880,0,,
gappy-POD,1,,,,880,0,,
QDEIM,1,,,,880,0,,
EQP,1,,,,900,,,
SOPT,1,,,,900,0,,
gappy-POD,1,,,,900,0,,
QDEIM,1,,,,900,0,,
EQP,1,,,,920,,,
SOPT,1,,,,920,0,,
gappy-POD,1,,,,920,0,,
QDEIM,1,,,,920,0,,
EQP,1,,,,940,,,
SOPT,1,,,,940,0,,
gappy-POD,1,,,,940,0,,
QDEIM,1,,,,940,0,,
EQP,1,,,,960,,,
SOPT,1,,,,960,0,,
gappy-POD,1,,,,960,0,,
QDEIM,1,,,,960,0,,
EQP,1,,,,980,,,
SOPT,1,,,,980,0,,
gappy-POD,1,,,,980,0,,
QDEIM,1,,,,980,0,,
EQP,1,,,,1000,,,
SOPT,1,,,,1000,0,,
gappy-POD,1,,,,1000,0,,
QDEIM,1,,,,1000,0,,
EQP,1,,,,1020,,,
SOPT,1,,,,1020,0,,
gappy-POD,1,,,,1020,0,,
QDEIM,1,,,,1020,0,,
EQP,1,,,,1040,,,
SOPT,1,,,,1040,0,,
gappy-POD,1,,,,1040,0,,
QDEIM,1,,,,1040,0,,
