method,t,energy_frac,rxdim,rvdim,nldim,nqp,time,err_x,err_v
SOPT,1.0,0.999,4,8,13,990,1152,0.303149,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,990,1152,0.301248,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,990,1152,0.303609,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,1020,1152,0.301231,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,1020,1152,0.300818,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,1020,1152,0.303736,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,1050,1152,0.301326,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,1050,1152,0.301639,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,1050,1152,0.301645,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,1080,1152,0.304348,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,1080,1152,0.301881,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,1080,1152,0.302618,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,1110,1152,0.306665,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,1110,1152,0.300595,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,1110,1152,0.30294,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,1140,1152,0.304784,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,1140,1152,0.303259,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,1140,1152,0.304331,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,1170,1152,0.303725,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,1170,1152,0.302023,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,1170,1152,0.302495,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,1200,0,,,
gappy-POD,1.0,0.999,4,8,13,1200,0,,,
QDEIM,1.0,0.999,4,8,13,1200,0,,,
EQP,1.0,0.9999,5,15,831,1515,2048,0.131364,8.61921e-06,0.0323375
SOPT,1.0,0.9999,5,15,20,30,243,0.0693291,0.00137011,0.288366
gappy-POD,1.0,0.9999,5,15,20,30,189,0.0548936,0.00160794,0.288366
QDEIM,1.0,0.9999,5,15,20,30,189,0.0566061,0.00160794,0.288366
SOPT,1.0,0.9999,5,15,20,60,486,0.132625,0.000732422,0.288366
gappy-POD,1.0,0.9999,5,15,20,60,288,0.0800911,0.00142965,0.288366
QDEIM,1.0,0.9999,5,15,20,60,288,0.0817173,0.00142965,0.288366
SOPT,1.0,0.9999,5,15,20,90,630,0.169169,0.000577969,0.288366
gappy-POD,1.0,0.9999,5,15,20,90,360,0.100543,0.00131605,0.288366
QDEIM,1.0,0.9999,5,15,20,90,315,0.0882909,0.00131605,0.288366
SOPT,1.0,0.9999,5,15,20,120,693,0.184204,0.000518343,0.288366
gappy-POD,1.0,0.9999,5,15,20,120,450,0.121811,0.00107146,0.288366
QDEIM,1.0,0.9999,5,15,20,120,360,0.0997809,0.00107146,0.288366
SOPT,1.0,0.9999,5,15,20,150,738,0.197458,0.000489816,0.288366
gappy-POD,1.0,0.9999,5,15,20,150,504,0.136144,0.00099181,0.288366
QDEIM,1.0,0.9999,5,15,20,150,405,0.110829,0.00099181,0.288366
SOPT,1.0,0.9999,5,15,20,180,792,0.208921,0.000435671,0.288366
gappy-POD,1.0,0.9999,5,15,20,180,594,0.161151,0.000756758,0.288366
QDEIM,1.0,0.9999,5,15,20,180,486,0.131854,0.000756758,0.288366
SOPT,1.0,0.9999,5,15,20,210,846,0.223191,0.00029662,0.288366
gappy-POD,1.0,0.9999,5,15,20,210,729,0.194888,0.000461323,0.288366
QDEIM,1.0,0.9999,5,15,20,210,549,0.147347,0.000461323,0.288366
SOPT,1.0,0.9999,5,15,20,240,927,0.247722,0.000234184,0.288366
gappy-POD,1.0,0.9999,5,15,20,240,792,0.209794,0.000404138,0.288366
QDEIM,1.0,0.9999,5,15,20,240,675,0.181588,0.000404138,0.288366
SOPT,1.0,0.9999,5,15,20,270,1008,0.265563,0.000221194,0.288366
gappy-POD,1.0,0.9999,5,15,20,270,873,0.230409,0.000300106,0.288366
QDEIM,1.0,0.9999,5,15,20,270,765,0.204606,0.000300106,0.288366
SOPT,1.0,0.9999,5,15,20,300,1035,0.273155,0.000220602,0.288366
gappy-POD,1.0,0.9999,5,15,20,300,900,0.239458,0.000280654,0.288366
QDEIM,1.0,0.9999,5,15,20,300,837,0.222143,0.000280654,0.288366
SOPT,1.0,0.9999,5,15,20,330,1044,0.27497,0.000220601,0.288366
gappy-POD,1.0,0.9999,5,15,20,330,972,0.260121,0.00023544,0.288366
QDEIM,1.0,0.9999,5,15,20,330,864,0.227144,0.00023544,0.288366
SOPT,1.0,0.9999,5,15,20,360,1107,0.291335,0.000218312,0.288366
gappy-POD,1.0,0.9999,5,15,20,360,1035,0.274468,0.00021348,0.288366
QDEIM,1.0,0.9999,5,15,20,360,927,0.24331,0.00021348,0.288366
SOPT,1.0,0.9999,5,15,20,390,1134,0.297364,0.000222079,0.288366
gappy-POD,1.0,0.9999,5,15,20,390,1089,0.286425,0.00021445,0.288366
QDEIM,1.0,0.9999,5,15,20,390,936,0.248165,0.00021445,0.288366
SOPT,1.0,0.9999,5,15,20,420,1134,0.293455,0.000222079,0.288366
gappy-POD,1.0,0.9999,5,15,20,420,1134,0.296197,0.000225187,0.288366
QDEIM,1.0,0.9999,5,15,20,420,990,0.25991,0.000225187,0.288366
SOPT,1.0,0.9999,5,15,20,450,1143,0.301941,0.000225132,0.288366
gappy-POD,1.0,0.9999,5,15,20,450,1152,0.304049,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,450,1017,0.269091,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,480,1152,0.301045,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,480,1152,0.301681,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,480,1071,0.283059,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,510,1152,0.304874,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,510,1152,0.308112,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,510,1098,0.292455,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,540,1152,0.307588,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,540,1152,0.305307,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,540,1116,0.294779,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,570,1152,0.30581,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,570,1152,0.307005,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,570,1152,0.30401,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,600,1152,0.306548,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,600,1152,0.307061,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,600,1152,0.304329,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,630,1152,0.30334,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,630,1152,0.302986,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,630,1152,0.305129,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,660,1152,0.30548,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,660,1152,0.306114,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,660,1152,0.303979,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,690,1152,0.306256,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,690,1152,0.307525,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,690,1152,0.306321,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,720,1152,0.30591,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,720,1152,0.304319,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,720,1152,0.304506,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,750,1152,0.3125,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,750,1152,0.304816,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,750,1152,0.307825,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,780,1152,0.304379,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,780,1152,0.308553,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,780,1152,0.305323,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,810,1152,0.301846,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,810,1152,0.30191,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,810,1152,0.301889,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,840,1152,0.301717,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,840,1152,0.303914,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,840,1152,0.303766,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,870,1152,0.303566,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,870,1152,0.301869,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,870,1152,0.301678,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,900,1152,0.303399,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,900,1152,0.306381,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,900,1152,0.30481,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,930,1152,0.305217,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,930,1152,0.305755,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,930,1152,0.304004,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,960,1152,0.308091,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,960,1152,0.305409,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,960,1152,0.308369,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,990,1152,0.304474,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,990,1152,0.301413,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,990,1152,0.305835,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,1020,1152,0.301343,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,1020,1152,0.303402,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,1020,1152,0.310957,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,1050,1152,0.302892,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,1050,1152,0.309762,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,1050,1152,0.30704,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,1080,1152,0.306043,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,1080,1152,0.303432,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,1080,1152,0.306682,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,1110,1152,0.304291,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,1110,1152,0.304652,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,1110,1152,0.307342,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,1140,1152,0.303122,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,1140,1152,0.308558,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,1140,1152,0.305186,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,1170,1152,0.304826,0.000229164,0.288366
gappy-POD,1.0,0.9999,5,15,20,1170,1152,0.305823,0.000229164,0.288366
QDEIM,1.0,0.9999,5,15,20,1170,1152,0.30254,0.000229164,0.288366
SOPT,1.0,0.9999,5,15,20,1200,0,,,
gappy-POD,1.0,0.9999,5,15,20,1200,0,,,
QDEIM,1.0,0.9999,5,15,20,1200,0,,,
EQP,1.0,0.99999,8,22,1150,2222,2048,0.220066,2.59099e-06,0.0309559
SOPT,1.0,0.99999,8,22,25,30,261,0.0746867,0.00134618,0.288327
gappy-POD,1.0,0.99999,8,22,25,30,198,0.0581548,0.00156699,0.288327
QDEIM,1.0,0.99999,8,22,25,30,279,0.0788458,0.00156699,0.288327
SOPT,1.0,0.99999,8,22,25,60,378,0.104912,0.00105434,0.288327
gappy-POD,1.0,0.99999,8,22,25,60,315,0.0888361,0.00126172,0.288327
QDEIM,1.0,0.99999,8,22,25,60,351,0.0979717,0.00126172,0.288327
SOPT,1.0,0.99999,8,22,25,90,549,0.148118,0.000763005,0.288327
gappy-POD,1.0,0.99999,8,22,25,90,333,0.0933611,0.00127438,0.288327
QDEIM,1.0,0.99999,8,22,25,90,387,0.10685,0.00127438,0.288327
SOPT,1.0,0.99999,8,22,25,120,621,0.167209,0.000636411,0.288327
gappy-POD,1.0,0.99999,8,22,25,120,450,0.125032,0.000936509,0.288327
QDEIM,1.0,0.99999,8,22,25,120,441,0.121703,0.000936509,0.288327
SOPT,1.0,0.99999,8,22,25,150,711,0.189361,0.000456006,0.288327
gappy-POD,1.0,0.99999,8,22,25,150,504,0.137703,0.000844643,0.288327
QDEIM,1.0,0.99999,8,22,25,150,450,0.122568,0.000844643,0.288327
SOPT,1.0,0.99999,8,22,25,180,792,0.211705,0.000387723,0.288327
gappy-POD,1.0,0.99999,8,22,25,180,549,0.148404,0.000830919,0.288327
QDEIM,1.0,0.99999,8,22,25,180,477,0.129939,0.000830919,0.288327
SOPT,1.0,0.99999,8,22,25,210,873,0.234639,0.000294739,0.288327
gappy-POD,1.0,0.99999,8,22,25,210,603,0.163553,0.000731571,0.288327
QDEIM,1.0,0.99999,8,22,25,210,477,0.130753,0.000731571,0.288327
SOPT,1.0,0.99999,8,22,25,240,945,0.254187,0.000237681,0.288327
gappy-POD,1.0,0.99999,8,22,25,240,738,0.197421,0.000432809,0.288327
QDEIM,1.0,0.99999,8,22,25,240,477,0.129852,0.000432809,0.288327
SOPT,1.0,0.99999,8,22,25,270,990,0.262663,0.000224956,0.288327
gappy-POD,1.0,0.99999,8,22,25,270,765,0.208448,0.000428065,0.288327
QDEIM,1.0,0.99999,8,22,25,270,495,0.133397,0.000428065,0.288327
SOPT,1.0,0.99999,8,22,25,300,1053,0.281624,0.000219039,0.288327
gappy-POD,1.0,0.99999,8,22,25,300,828,0.22059,0.000335328,0.288327
QDEIM,1.0,0.99999,8,22,25,300,549,0.147101,0.000335328,0.288327
