method,t,n,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clsqdeim,0.1,5,6,20,18,55,7.295846,10.496357,0.578039,nan,nan,nan
clsgnat,0.1,5,6,20,18,55,29.038746,36.475567,0.255473,nan,nan,nan
dopt,0.1,5,6,20,18,55,3.591743,4.666914,0.249779,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,55,32.724394,23609.344081,0.526394,nan,nan,nan
gnat,0.1,5,6,20,18,55,4.981774,18.625158,0.450155,7.85163e-05,0.0417887,0.00889007
clsdopt,0.1,5,6,20,18,60,3.039398,4.293902,0.2709,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,60,9.435832,13.937031,0.633742,nan,nan,nan
clsgnat,0.1,5,6,20,18,60,26.745959,44.792127,0.274968,nan,nan,nan
dopt,0.1,5,6,20,18,60,2.700425,4.557919,0.263454,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,60,506.684351,36777.034878,0.523311,nan,nan,nan
gnat,0.1,5,6,20,18,60,9.966041,22.144798,0.533072,0.000103664,0.0828545,0.00976541
clsdopt,0.1,5,6,20,18,65,3.097237,3.811056,0.283103,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,65,7.167779,8.336105,0.661441,nan,nan,nan
clsgnat,0.1,5,6,20,18,65,27.008990,26.184722,0.274874,nan,nan,nan
dopt,0.1,5,6,20,18,65,3.114804,4.922288,0.274221,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,65,31.546685,31909.140620,0.469418,nan,nan,nan
gnat,0.1,5,6,20,18,65,7.507036,9.986375,0.601717,nan,nan,nan
clsdopt,0.1,5,6,20,18,70,2.690688,3.465152,0.288438,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,70,7.135502,13.415854,0.669778,nan,nan,nan
clsgnat,0.1,5,6,20,18,70,35.826394,24.076174,0.303189,nan,nan,nan
dopt,0.1,5,6,20,18,70,2.718755,3.703283,0.280211,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,70,255.137053,41797.359974,2.15301,nan,nan,nan
gnat,0.1,5,6,20,18,70,5.815049,12.457291,0.564114,1.31301e-05,0.00583439,0.000644737
clsdopt,0.1,5,6,20,18,75,2.998646,3.791241,0.299024,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,75,308.446589,8.676806,0.665463,nan,nan,nan
clsgnat,0.1,5,6,20,18,75,21.311142,26.834326,0.315698,nan,nan,nan
dopt,0.1,5,6,20,18,75,3.052498,3.709999,0.289484,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,75,347.382648,40033.240850,0.520245,nan,nan,nan
gnat,0.1,5,6,20,18,75,5.078981,17.512424,1.41461,nan,nan,nan
clsdopt,0.1,5,6,20,18,80,2.971358,3.914747,0.313341,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,80,345.771264,22.220918,0.73824,nan,nan,nan
clsgnat,0.1,5,6,20,18,80,18.732826,108.890863,0.31163,nan,nan,nan
dopt,0.1,5,6,20,18,80,2.887591,4.520797,0.298702,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,80,106.399641,56017.303196,0.531218,nan,nan,nan
gnat,0.1,5,6,20,18,80,11.845168,18.865083,0.576739,1.15962e-05,0.00602093,0.000678281
clsdopt,0.1,5,6,20,18,85,2.707298,4.681910,0.317313,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,85,7.011992,8.047028,0.697095,nan,nan,nan
clsgnat,0.1,5,6,20,18,85,21.477847,27.468333,0.315294,nan,nan,nan
dopt,0.1,5,6,20,18,85,3.148019,4.342250,0.303536,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,85,30.475738,36879.693913,0.558338,nan,nan,nan
gnat,0.1,5,6,20,18,85,6.495491,10.217747,0.582783,5.18964e-05,0.0254969,0.00365345
clsdopt,0.1,5,6,20,18,90,2.917627,4.128362,0.323687,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,90,2046.198969,8.516511,0.77609,nan,nan,nan
clsgnat,0.1,5,6,20,18,90,16.009211,121.792007,0.321803,nan,nan,nan
dopt,0.1,5,6,20,18,90,3.337389,4.304664,0.310455,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,90,651.472155,34673.231385,0.546765,nan,nan,nan
gnat,0.1,5,6,20,18,90,17.414346,19.147638,0.620656,4.28514e-05,0.0224774,0.00321893
clsdopt,0.1,5,6,20,18,95,2.661258,3.611563,0.336978,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,95,6.577785,7.332080,0.71319,nan,nan,nan
clsgnat,0.1,5,6,20,18,95,18.999278,289.356217,0.405185,nan,nan,nan
dopt,0.1,5,6,20,18,95,2.811888,3.724441,0.314989,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,95,34.124584,47.296257,0.502491,nan,nan,nan
gnat,0.1,5,6,20,18,95,16.943452,16.946474,0.630423,4.10661e-05,0.0215289,0.00310959
clsdopt,0.1,5,6,20,18,100,2.716689,4.207464,0.352639,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,100,16.255709,20.174661,0.712333,nan,nan,nan
clsgnat,0.1,5,6,20,18,100,18.616730,30.637965,0.359861,nan,nan,nan
dopt,0.1,5,6,20,18,100,2.811697,4.320975,0.327231,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,100,35.692424,28094.283574,0.558786,nan,nan,nan
gnat,0.1,5,6,20,18,100,9.010671,18.209483,0.636757,3.6522e-05,0.0195031,0.0027463
clsdopt,0.1,6,6,24,23,5,21.956973,31.805012,0.134282,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,5,20.439756,36.907331,0.327367,0.00127634,,
clsgnat,0.1,6,6,24,23,5,81.298521,86.767694,0.160855,0.00127634,,
dopt,0.1,6,6,24,23,5,12.330266,19.327432,0.139245,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,5,52.829731,30.303847,0.368454,0.00127634,,
gnat,0.1,6,6,24,23,5,30.921126,26.716909,0.319552,4.94819e-05,0.0325247,0.0095991
clsdopt,0.1,6,6,24,23,10,14.273339,17.379050,0.15189,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,10,23.310204,30.890284,0.305664,0.00127634,,
clsgnat,0.1,6,6,24,23,10,46.455097,64.472600,0.178281,0.00127634,,
dopt,0.1,6,6,24,23,10,10.709385,11.615827,0.149439,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,10,48.700613,22.548883,0.516396,0.00127634,,
gnat,0.1,6,6,24,23,10,27.301251,16.072762,0.33798,1.36906e-05,0.00743104,0.00233622
clsdopt,0.1,6,6,24,23,15,6.271614,13.324300,0.167777,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,15,17.768865,28.514532,0.382729,0.00127634,,
clsgnat,0.1,6,6,24,23,15,32.074898,60.243459,0.191785,0.00127634,,
dopt,0.1,6,6,24,23,15,7.748664,7.464209,0.163512,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,15,38.781230,25.359324,0.557027,0.00127634,,
gnat,0.1,6,6,24,23,15,22.646753,30.341123,0.34265,1.36323e-05,0.00743679,0.002334
clsdopt,0.1,6,6,24,23,20,6.518982,9.325522,0.179173,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,20,23.910608,33.598779,0.358088,0.00127634,,
clsgnat,0.1,6,6,24,23,20,33.640699,39.757877,0.200333,0.00127634,,
dopt,0.1,6,6,24,23,20,5.947444,7.473552,0.179972,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,20,28.074763,17.755958,0.63878,0.00127634,,
gnat,0.1,6,6,24,23,20,24.978497,23.400052,0.369766,3.16729e-05,0.0201058,0.00471582
clsdopt,0.1,6,6,24,23,25,5.333332,7.608789,0.195497,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,25,28.783556,13.205378,0.480369,0.00127634,,
clsgnat,0.1,6,6,24,23,25,24.343418,38.521329,0.218215,0.00127634,,
dopt,0.1,6,6,24,23,25,5.751204,7.656396,0.191125,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,25,24.427721,19.252761,0.439066,2.29646e-05,0.0154497,0.00312564
gnat,0.1,6,6,24,23,25,21.856098,14.083410,0.396351,3.04488e-05,0.0193614,0.00423874
clsdopt,0.1,6,6,24,23,30,5.443346,6.981204,0.21077,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,30,23.182378,20.609243,0.51412,0.00127634,,
clsgnat,0.1,6,6,24,23,30,16.653265,34.563172,0.225513,0.00127634,,
dopt,0.1,6,6,24,23,30,5.197256,6.714714,0.200923,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,30,22.061814,15.486027,0.435534,1.18333e-05,0.00736354,0.00124748
gnat,0.1,6,6,24,23,30,25.839728,13.328264,0.41475,3.07963e-05,0.019947,0.00457736
clsdopt,0.1,6,6,24,23,35,4.629684,7.454958,0.218652,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,35,19.783413,12.286947,0.527342,0.00127634,,
clsgnat,0.1,6,6,24,23,35,14.791043,29.069271,0.237801,0.00127634,,
dopt,0.1,6,6,24,23,35,4.277464,6.465863,0.210727,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,35,14.297993,11.059615,0.474352,1.74297e-05,0.00807253,0.00143899
gnat,0.1,6,6,24,23,35,27.450465,13.661571,0.431573,3.08849e-05,0.0200396,0.00465557
clsdopt,0.1,6,6,24,23,40,4.221839,7.095848,0.233328,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,40,20.454318,35.241663,0.567996,0.00127634,,
clsgnat,0.1,6,6,24,23,40,12.700017,39.860629,0.240827,0.00127634,,
dopt,0.1,6,6,24,23,40,4.140384,5.687147,0.225779,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,40,19.219700,15.732396,0.473155,1.3914e-05,0.00593725,0.000927833
gnat,0.1,6,6,24,23,40,17.602324,20.133442,0.441846,3.07044e-05,0.0211785,0.00457198
clsdopt,0.1,6,6,24,23,45,5.971646,6.594684,0.250781,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,45,19.378086,11.831302,0.618947,0.00127634,,
clsgnat,0.1,6,6,24,23,45,28.478830,25.635103,0.242885,0.00127634,,
dopt,0.1,6,6,24,23,45,4.350727,6.587422,0.245732,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,45,14.216864,18.104885,2.8535,1.68162e-05,0.00730311,0.00115647
gnat,0.1,6,6,24,23,45,19.757726,21.824732,0.480181,2.9193e-05,0.0182118,0.00410681
clsdopt,0.1,6,6,24,23,50,4.634879,6.788085,3.36901,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,50,21.524343,15.007257,0.639907,0.00127634,,
clsgnat,0.1,6,6,24,23,50,20.816592,32.545127,0.264155,0.00127634,,
dopt,0.1,6,6,24,23,50,5.065358,6.356009,0.260979,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,50,15.335826,15.551018,0.506394,1.52428e-05,0.00678445,0.00106575
gnat,0.1,6,6,24,23,50,16.661932,14.122777,0.476182,3.06714e-05,0.0188405,0.00422383
clsdopt,0.1,6,6,24,23,55,4.202620,5.995787,0.282732,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,55,16.520497,10.756777,0.651707,0.00127634,,
clsgnat,0.1,6,6,24,23,55,19.474187,29.897897,0.260816,0.00127634,,
dopt,0.1,6,6,24,23,55,4.038944,5.278952,0.275362,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,55,16.022764,14.957528,0.521333,1.6131e-05,0.00718041,0.00112699
gnat,0.1,6,6,24,23,55,18.486464,9.878450,0.480439,3.07842e-05,0.0178759,0.00428357
clsdopt,0.1,6,6,24,23,60,3.705912,5.232936,0.286794,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,60,19.179338,141.859338,0.66028,0.00127634,,
clsgnat,0.1,6,6,24,23,60,15.346277,21.467272,0.267241,0.00127634,,
dopt,0.1,6,6,24,23,60,3.654317,4.409402,0.28841,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,60,13.699816,38.502343,0.549,1.14101e-05,0.00557629,0.000847894
gnat,0.1,6,6,24,23,60,18.241908,24.527003,0.502029,3.09971e-05,0.0181009,0.00432632
clsdopt,0.1,6,6,24,23,65,3.889908,5.865451,0.295552,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,65,18.228492,10.906904,0.687901,0.00127634,,
clsgnat,0.1,6,6,24,23,65,16.663559,35.771628,0.283905,0.00127634,,
dopt,0.1,6,6,24,23,65,4.033229,4.268899,0.29752,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,65,10.865246,18.812678,0.579377,1.06057e-05,0.00510489,0.000724759
gnat,0.1,6,6,24,23,65,20.230073,21.384240,0.514184,3.08299e-05,0.0169103,0.00426004
clsdopt,0.1,6,6,24,23,70,3.937199,5.800435,0.310842,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,70,16.846176,9.852949,0.629319,0.00127634,,
clsgnat,0.1,6,6,24,23,70,36.961669,41.591340,0.284486,0.00127634,,
dopt,0.1,6,6,24,23,70,3.097965,5.262985,0.313467,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,70,11.399884,17.145013,0.540614,3.29346e-05,0.0159723,0.00268734
gnat,0.1,6,6,24,23,70,19.145549,17.858570,0.518246,2.78659e-05,0.0163079,0.00370971
clsdopt,0.1,6,6,24,23,75,3.783480,4.968199,0.329453,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,75,16.330268,25.649133,0.648682,0.00127634,,
clsgnat,0.1,6,6,24,23,75,21.456902,27.098177,0.295884,0.00127634,,
dopt,0.1,6,6,24,23,75,3.346937,5.834784,0.32092,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,75,12.541248,17.276342,0.62451,1.22577e-05,0.00602727,0.000903201
gnat,0.1,6,6,24,23,75,17.467171,13.561700,0.581361,2.40994e-05,0.0171324,0.00337657
clsdopt,0.1,6,6,24,23,80,3.444213,4.899916,0.34962,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,80,15.061495,412.294861,0.776427,0.00127634,,
clsgnat,0.1,6,6,24,23,80,21.060311,25.423110,0.394598,0.00127634,,
dopt,0.1,6,6,24,23,80,3.742908,4.748723,0.328124,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,80,12.061731,233.469459,0.653302,1.28092e-05,0.00617326,0.000934206
gnat,0.1,6,6,24,23,80,17.026922,9.968141,0.572351,1.95936e-05,0.0118449,0.00201286
clsdopt,0.1,6,6,24,23,85,3.363240,4.285739,0.354957,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,85,11.920551,9.593384,0.745102,0.00127634,,
clsgnat,0.1,6,6,24,23,85,19.329156,24.716926,0.342114,0.00127634,,
dopt,0.1,6,6,24,23,85,3.075238,4.845121,0.345044,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,85,9.564067,15.608327,0.673911,1.05458e-05,0.00623761,0.00130672
gnat,0.1,6,6,24,23,85,8.122430,20.748822,0.563283,1.0592e-05,0.00552866,0.000968091
clsdopt,0.1,6,6,24,23,90,3.638625,4.080514,0.365635,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,90,13.333646,26.803209,0.764099,0.00127634,,
clsgnat,0.1,6,6,24,23,90,15.356464,32.260151,0.342612,0.00127634,,
dopt,0.1,6,6,24,23,90,3.750291,4.175332,0.350596,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,90,13.667057,445.247476,0.671951,1.72505e-05,0.00964451,0.00138528
gnat,0.1,6,6,24,23,90,14.182250,20.683224,0.689686,0.00127634,,
clsdopt,0.1,6,6,24,23,95,3.084865,4.343117,0.375596,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,95,11.682194,10.655553,0.762817,0.00127634,,
clsgnat,0.1,6,6,24,23,95,17.803377,30.861214,0.396469,0.00127634,,
dopt,0.1,6,6,24,23,95,2.924299,4.587858,0.361809,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,95,11.533474,16.099730,0.692285,1.75469e-05,0.010036,0.00141578
gnat,0.1,6,6,24,23,95,9.204999,18.637816,0.738853,0.00127634,,
clsdopt,0.1,6,6,24,23,100,3.590433,4.397008,0.386054,0.00127361,0.997145,0.0410347
clsqdeim,0.1,6,6,24,23,100,11.235854,20.938492,0.857609,0.00127634,,
clsgnat,0.1,6,6,24,23,100,20.050281,25.339394,0.355776,0.00127634,,
dopt,0.1,6,6,24,23,100,2.870299,4.572640,0.376384,0.00127361,0.997145,0.0410347
qdeim,0.1,6,6,24,23,100,10.166011,1026.431273,0.712955,2.03746e-05,0.0115598,0.00162312
gnat,0.1,6,6,24,23,100,8.455101,36.316478,0.586533,1.34485e-05,0.00703577,0.00104616
