method,t,n,ef,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clssopt,0.1,5,0.999999,6,20,18,80,3.370510,255670529.718645,1.00264,1.61636e-05,0.00912677,0.00145619
clsqdeim,0.1,5,0.999999,6,20,18,80,2.331656,458.840953,0.891157,1.49517e-05,0.00830379,0.0017396
clssopt,0.1,5,0.999999,6,20,18,85,3.136370,300318151.359268,1.08253,1.61702e-05,0.00913286,0.00145574
clsqdeim,0.1,5,0.999999,6,20,18,85,2.129052,6.701202,0.798906,1.25382e-05,0.00658232,0.00161035
clssopt,0.1,5,0.999999,6,20,18,90,3.782935,302489096.789946,1.16342,1.61798e-05,0.00914138,0.0014551
clsqdeim,0.1,5,0.999999,6,20,18,90,2.459018,137.605962,0.834763,1.25381e-05,0.00633304,0.00160155
clssopt,0.1,5,0.999999,6,20,18,95,3.445172,322274475.669465,1.19627,1.61842e-05,0.00914527,0.00145487
clsqdeim,0.1,5,0.999999,6,20,18,95,2.137817,6.048759,0.839785,1.17123e-05,0.00577334,0.00159569
clssopt,0.1,5,0.999999,6,20,18,100,3.559379,419832105.465016,1.28474,1.61864e-05,0.00914725,0.00145477
clsqdeim,0.1,5,0.999999,6,20,18,100,2.266702,559.304830,0.936049,1.29115e-05,0.00673273,0.00159716
clssopt,0.1,6,0.9999999,6,24,23,5,16.324202,17.277737,0.468346,4.89152e-05,0.124568,0.00475044
clsqdeim,0.1,6,0.9999999,6,24,23,5,12.739449,30.943962,0.494784,2.87583e-05,0.0494527,0.00290436
clssopt,0.1,6,0.9999999,6,24,23,10,8.531775,10.161975,0.476009,2.63486e-05,0.09488,0.00454253
clsqdeim,0.1,6,0.9999999,6,24,23,10,8.515362,8.158162,0.515366,1.02859e-05,0.0231561,0.00218103
clssopt,0.1,6,0.9999999,6,24,23,15,5.795720,8.123393,0.51552,1.6892e-05,0.0249187,0.00310514
clsqdeim,0.1,6,0.9999999,6,24,23,15,6.524921,9.469247,0.529922,2.09642e-05,0.0208574,0.00351592
clssopt,0.1,6,0.9999999,6,24,23,20,6.025018,351582481.943949,0.489916,2.44722e-05,0.0182482,0.00305363
clsqdeim,0.1,6,0.9999999,6,24,23,20,7.950193,5.333570,0.623448,1.65584e-05,0.0119274,0.00202419
clssopt,0.1,6,0.9999999,6,24,23,25,4.393694,341366465.512780,0.525257,2.62274e-05,0.0169221,0.00266191
clsqdeim,0.1,6,0.9999999,6,24,23,25,6.677432,4.371271,0.580648,1.47864e-05,0.0118408,0.00239879
clssopt,0.1,6,0.9999999,6,24,23,30,4.332035,365036801.537079,0.558648,2.43676e-05,0.0148097,0.00249405
clsqdeim,0.1,6,0.9999999,6,24,23,30,4.015459,7.703397,0.626241,1.14008e-05,0.00949287,0.00170697
clssopt,0.1,6,0.9999999,6,24,23,35,3.390420,311806913.405089,0.577517,2.46808e-05,0.0145886,0.002412
clsqdeim,0.1,6,0.9999999,6,24,23,35,3.753350,3.494906,0.663687,1.13326e-05,0.00923093,0.00199983
clssopt,0.1,6,0.9999999,6,24,23,40,3.525253,294275892.290864,0.615439,2.63123e-05,0.0153078,0.0023595
clsqdeim,0.1,6,0.9999999,6,24,23,40,3.863322,6.837435,0.745997,1.24483e-05,0.00625774,0.00120722
clssopt,0.1,6,0.9999999,6,24,23,45,3.247411,335538446.020857,0.625914,2.52079e-05,0.0151917,0.00237935
clsqdeim,0.1,6,0.9999999,6,24,23,45,3.064404,3.705640,0.769919,1.18347e-05,0.00625814,0.00112574
clssopt,0.1,6,0.9999999,6,24,23,50,3.544533,1021314268.749579,0.637753,2.40524e-05,0.0146071,0.00228073
clsqdeim,0.1,6,0.9999999,6,24,23,50,3.514408,3.756726,0.779323,1.23017e-05,0.00652655,0.0011541
clssopt,0.1,6,0.9999999,6,24,23,55,3.101532,1091778282.282992,1.49924,2.40524e-05,0.0146075,0.00228072
clsqdeim,0.1,6,0.9999999,6,24,23,55,2.968132,3.447037,0.809942,1.2146e-05,0.00650654,0.00118269
clssopt,0.1,6,0.9999999,6,24,23,60,4.102149,758122681.731516,0.744412,2.40529e-05,0.0146083,0.00228075
clsqdeim,0.1,6,0.9999999,6,24,23,60,2.671252,4.991056,0.759369,1.96258e-05,0.017855,0.00274561
clssopt,0.1,6,0.9999999,6,24,23,65,4.430696,1068169564.423757,0.82082,2.40543e-05,0.0146089,0.00228072
clsqdeim,0.1,6,0.9999999,6,24,23,65,2.540465,3.697321,0.776174,1.6038e-05,0.0139448,0.00225802
clssopt,0.1,6,0.9999999,6,24,23,70,5.001059,966210340.507354,0.896278,2.40692e-05,0.0146171,0.00227989
clsqdeim,0.1,6,0.9999999,6,24,23,70,2.691953,3.204545,0.811817,1.82715e-05,0.016845,0.00260139
clssopt,0.1,6,0.9999999,6,24,23,75,3.916517,1049108535.116561,0.994002,2.40694e-05,0.0146175,0.00227988
clsqdeim,0.1,6,0.9999999,6,24,23,75,2.544138,2.851957,0.855149,2.71057e-05,0.0266181,0.00377178
clssopt,0.1,6,0.9999999,6,24,23,80,2.644996,423634132.902530,0.983028,2.40699e-05,0.0146186,0.00227991
clsqdeim,0.1,6,0.9999999,6,24,23,80,2.274993,3.078539,0.934087,1.16886e-05,0.00875783,0.00159857
clssopt,0.1,6,0.9999999,6,24,23,85,1.940024,1248832240.346200,1.0375,2.40801e-05,0.0146241,0.00227939
clsqdeim,0.1,6,0.9999999,6,24,23,85,2.437001,2.711873,0.954572,1.76073e-05,0.014189,0.00263009
clssopt,0.1,6,0.9999999,6,24,23,90,3.203540,340122696.596134,1.11498,2.40956e-05,0.0146324,0.00227861
clsqdeim,0.1,6,0.9999999,6,24,23,90,2.326307,3.183996,0.980512,2.14967e-05,0.0147653,0.00263619
clssopt,0.1,6,0.9999999,6,24,23,95,12.779198,1257812434.854065,1.15641,2.40954e-05,0.0146328,0.00227861
clsqdeim,0.1,6,0.9999999,6,24,23,95,2.283919,2.860512,1.06561,1.52068e-05,0.00788159,0.00143644
clssopt,0.1,6,0.9999999,6,24,23,100,3.260641,1220267030.147371,1.22093,2.40961e-05,0.0146344,0.00227867
clsqdeim,0.1,6,0.9999999,6,24,23,100,2.204127,3.147055,1.07629,1.68279e-05,0.00902286,0.00147542
