method,t,n,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
sopt,0.01,2,3,7,11,180,2.546852,2.734098,0.1402,1.54724e-07,0.000161699,5.29067e-06
qdeim,0.01,2,3,7,11,180,2.807990,2.213124,0.140055,1.5454e-07,0.000167165,5.84054e-06
sopt,0.01,2,3,7,11,190,2.904580,2.707579,0.145122,1.54468e-07,0.000161868,5.26587e-06
qdeim,0.01,2,3,7,11,190,2.735289,2.157078,0.144914,1.54539e-07,0.000167171,5.85533e-06
sopt,0.01,2,3,7,11,200,2.841735,2.937758,0.145927,1.53677e-07,0.000161286,5.30067e-06
qdeim,0.01,2,3,7,11,200,2.711129,2.190929,0.146612,1.55836e-07,0.000166333,5.91052e-06
sopt,0.01,3,3,10,13,10,9.436380,9.457992,0.0508587,1.91183e-07,0.000170733,5.89945e-06
qdeim,0.01,3,3,10,13,10,15.843828,31.490959,0.0557132,1.91172e-07,0.000181015,8.04408e-06
sopt,0.01,3,3,10,13,20,5.568360,8.135934,0.0615785,1.81108e-07,0.000165663,5.79072e-06
qdeim,0.01,3,3,10,13,20,6.632862,31.693934,0.0642901,1.81563e-07,0.000182314,6.36021e-06
sopt,0.01,3,3,10,13,30,4.507755,7.879595,0.0687219,1.87476e-07,0.000163336,5.92229e-06
qdeim,0.01,3,3,10,13,30,5.145780,18.839219,0.0681947,1.83232e-07,0.000179799,6.03496e-06
sopt,0.01,3,3,10,13,40,4.076797,6.645982,0.0793034,1.78017e-07,0.000161027,6.04493e-06
qdeim,0.01,3,3,10,13,40,4.008812,17.103669,0.0738711,1.86741e-07,0.000176875,5.56227e-06
sopt,0.01,3,3,10,13,50,3.310654,4.754357,0.0877815,1.65246e-07,0.000159839,5.99379e-06
qdeim,0.01,3,3,10,13,50,4.067929,13.859513,0.0794586,2.01136e-07,0.000178128,5.59729e-06
sopt,0.01,3,3,10,13,60,3.318414,4.930716,0.0990312,1.63887e-07,0.000158453,6.0913e-06
qdeim,0.01,3,3,10,13,60,3.702133,12.547224,0.0818254,1.83148e-07,0.000174433,5.33477e-06
sopt,0.01,3,3,10,13,70,3.457545,5.342970,0.100215,1.60762e-07,0.000157664,6.11469e-06
qdeim,0.01,3,3,10,13,70,3.920853,12.075681,0.090539,1.74149e-07,0.000172459,5.52529e-06
sopt,0.01,3,3,10,13,80,2.866580,4.407413,0.0996858,1.59159e-07,0.000157472,6.15097e-06
qdeim,0.01,3,3,10,13,80,3.642466,9.866311,0.0890631,1.9995e-07,0.00017067,5.92606e-06
sopt,0.01,3,3,10,13,90,2.814576,4.607674,0.107501,1.56108e-07,0.000156891,6.18057e-06
qdeim,0.01,3,3,10,13,90,3.196819,11.273954,0.0924757,1.98212e-07,0.000170385,5.83543e-06
sopt,0.01,3,3,10,13,100,2.759129,4.071918,0.113335,1.54026e-07,0.000156937,6.06908e-06
qdeim,0.01,3,3,10,13,100,3.056566,10.404530,0.0989452,2.01875e-07,0.000169826,5.7898e-06
sopt,0.01,3,3,10,13,110,2.312777,3.755195,0.119496,1.52522e-07,0.000156984,5.99628e-06
qdeim,0.01,3,3,10,13,110,2.748240,7.552142,0.0961237,2.09002e-07,0.000170111,5.8581e-06
sopt,0.01,3,3,10,13,120,2.699398,4.182615,0.117324,1.5113e-07,0.000157072,5.91287e-06
qdeim,0.01,3,3,10,13,120,2.968700,6.751075,0.102773,2.03745e-07,0.000170338,5.81677e-06
sopt,0.01,3,3,10,13,130,2.754655,3.906284,0.122637,1.50389e-07,0.000157111,5.89306e-06
qdeim,0.01,3,3,10,13,130,3.782541,6.149609,0.102717,1.95146e-07,0.000168629,5.87419e-06
sopt,0.01,3,3,10,13,140,2.235297,4.466237,0.125781,1.49205e-07,0.000157041,5.8546e-06
qdeim,0.01,3,3,10,13,140,2.864124,5.503259,0.103676,1.96748e-07,0.000170041,5.84412e-06
sopt,0.01,3,3,10,13,150,2.192877,4.381177,0.129306,1.48519e-07,0.000157041,5.79786e-06
qdeim,0.01,3,3,10,13,150,3.111853,5.356961,0.105196,1.95702e-07,0.000170232,5.7831e-06
sopt,0.01,3,3,10,13,160,2.404957,5.159904,0.128089,1.4689e-07,0.000157345,5.76706e-06
qdeim,0.01,3,3,10,13,160,2.918466,5.652536,0.105955,1.99572e-07,0.000169909,5.78244e-06
sopt,0.01,3,3,10,13,170,2.341329,4.480365,0.135156,1.45491e-07,0.000157796,5.69728e-06
qdeim,0.01,3,3,10,13,170,3.037610,5.790198,0.113779,1.99983e-07,0.000170655,5.84778e-06
sopt,0.01,3,3,10,13,180,2.150816,4.801245,0.136286,1.45305e-07,0.000157981,5.73404e-06
qdeim,0.01,3,3,10,13,180,2.921857,5.501749,0.114955,2.02119e-07,0.000170047,5.83654e-06
sopt,0.01,3,3,10,13,190,2.202869,3.767622,0.169843,1.44879e-07,0.000158134,5.71782e-06
qdeim,0.01,3,3,10,13,190,3.035568,6.260177,0.11226,2.01583e-07,0.000170143,5.78051e-06
sopt,0.01,3,3,10,13,200,2.147917,3.808981,0.151869,1.44703e-07,0.000158101,5.72415e-06
qdeim,0.01,3,3,10,13,200,3.161584,6.064803,0.111209,2.02723e-07,0.000171239,5.60976e-06
sopt,0.01,4,3,12,14,10,8.520619,9.233311,0.0569643,1.96271e-07,0.000171705,6.79325e-06
qdeim,0.01,4,3,12,14,10,10.555979,20.630058,0.0530161,2.62143e-07,0.000173283,7.18604e-06
sopt,0.01,4,3,12,14,20,6.592893,6.509258,0.0620427,1.66652e-07,0.000162727,6.49965e-06
qdeim,0.01,4,3,12,14,20,6.069774,12.050321,0.0633648,2.32002e-07,0.000177837,6.16293e-06
sopt,0.01,4,3,12,14,30,4.366874,8.348411,0.0698875,1.6406e-07,0.000161346,6.1339e-06
qdeim,0.01,4,3,12,14,30,4.540102,12.752660,0.0709162,2.28817e-07,0.000175817,6.03309e-06
sopt,0.01,4,3,12,14,40,3.957057,6.289143,0.080953,1.63572e-07,0.000162439,5.97249e-06
qdeim,0.01,4,3,12,14,40,4.210999,10.230401,0.0801741,2.1444e-07,0.00017274,6.22325e-06
sopt,0.01,4,3,12,14,50,4.228497,5.814561,0.0850407,1.65486e-07,0.000160968,6.35312e-06
qdeim,0.01,4,3,12,14,50,3.749630,8.329104,0.0899193,2.01442e-07,0.000168305,6.12155e-06
sopt,0.01,4,3,12,14,60,2.948325,6.733573,0.0871944,1.59649e-07,0.000160609,6.46717e-06
qdeim,0.01,4,3,12,14,60,3.001747,14.421198,0.0964882,2.1963e-07,0.000170565,5.94418e-06
sopt,0.01,4,3,12,14,70,3.843167,5.251840,0.134177,1.58512e-07,0.000160258,6.39549e-06
qdeim,0.01,4,3,12,14,70,4.919491,6.495286,0.099795,1.98373e-07,0.000167669,5.85774e-06
sopt,0.01,4,3,12,14,80,2.759988,4.961236,0.103633,1.53442e-07,0.000159678,6.37171e-06
qdeim,0.01,4,3,12,14,80,3.348390,6.697133,0.101963,2.22073e-07,0.000171766,5.82046e-06
sopt,0.01,4,3,12,14,90,2.807699,5.200750,0.0997192,1.51368e-07,0.000159201,6.23998e-06
qdeim,0.01,4,3,12,14,90,3.260927,6.601689,0.106263,2.24953e-07,0.000173103,5.77095e-06
sopt,0.01,4,3,12,14,100,2.433120,4.675435,0.105834,1.50544e-07,0.000158924,6.23264e-06
qdeim,0.01,4,3,12,14,100,2.676424,5.280920,0.17499,2.16076e-07,0.000172193,5.8188e-06
sopt,0.01,4,3,12,14,110,2.699964,5.142487,0.113795,1.50749e-07,0.000159423,6.10761e-06
qdeim,0.01,4,3,12,14,110,2.746494,5.327361,0.120519,2.06213e-07,0.000171554,5.79028e-06
sopt,0.01,4,3,12,14,120,2.920250,5.206882,0.111221,1.50207e-07,0.000159668,6.06005e-06
qdeim,0.01,4,3,12,14,120,2.859731,5.922373,0.124592,1.95025e-07,0.000170314,5.81159e-06
sopt,0.01,4,3,12,14,130,2.547984,4.797890,0.117481,1.49516e-07,0.000161229,5.96343e-06
qdeim,0.01,4,3,12,14,130,2.939716,4.628655,0.120241,2.02857e-07,0.000170111,5.59402e-06
sopt,0.01,4,3,12,14,140,3.140697,4.763896,0.118131,1.48883e-07,0.000161697,5.64518e-06
qdeim,0.01,4,3,12,14,140,3.107758,4.799131,0.125561,2.00464e-07,0.000169392,5.63865e-06
sopt,0.01,4,3,12,14,150,2.575799,4.699254,0.12806,1.4838e-07,0.000161576,5.64983e-06
qdeim,0.01,4,3,12,14,150,2.926832,4.598511,0.126721,1.93001e-07,0.000168497,5.8432e-06
sopt,0.01,4,3,12,14,160,2.590462,4.550631,0.126993,1.48188e-07,0.000161595,5.71986e-06
qdeim,0.01,4,3,12,14,160,2.710483,4.278635,0.133033,1.89203e-07,0.000168391,5.69896e-06
sopt,0.01,4,3,12,14,170,2.281641,4.619847,0.130454,1.47818e-07,0.000161551,5.7174e-06
qdeim,0.01,4,3,12,14,170,2.734263,4.793145,0.133099,1.89705e-07,0.000169613,5.70901e-06
sopt,0.01,4,3,12,14,180,2.440192,4.370015,0.136016,1.49022e-07,0.000161733,5.66385e-06
qdeim,0.01,4,3,12,14,180,2.513226,5.769042,0.136984,1.87581e-07,0.000169178,5.85028e-06
sopt,0.01,4,3,12,14,190,2.431198,4.488848,0.139443,1.49091e-07,0.000162128,5.62103e-06
qdeim,0.01,4,3,12,14,190,2.565962,4.454831,0.136569,1.83752e-07,0.000170197,5.76746e-06
sopt,0.01,4,3,12,14,200,2.326445,4.848916,0.142874,1.49694e-07,0.00016219,5.58156e-06
qdeim,0.01,4,3,12,14,200,2.534294,3.760696,0.144332,1.81548e-07,0.000170687,5.71534e-06
sopt,0.01,5,3,14,14,10,8.520619,10.456629,0.0605966,1.87681e-07,0.000166152,7.21408e-06
qdeim,0.01,5,3,14,14,10,10.555979,33.535895,0.0555956,2.52214e-07,0.000178807,1.12089e-05
sopt,0.01,5,3,14,14,20,6.592893,9.475126,0.0681798,1.51884e-07,0.000160198,8.08037e-06
qdeim,0.01,5,3,14,14,20,6.069774,12.806623,0.0668554,1.97427e-07,0.000176534,8.77779e-06
sopt,0.01,5,3,14,14,30,4.366874,6.934928,0.0710526,1.55625e-07,0.000159962,6.8736e-06
qdeim,0.01,5,3,14,14,30,4.540102,10.344885,0.0740828,1.92199e-07,0.000177478,6.63984e-06
sopt,0.01,5,3,14,14,40,3.957057,6.949922,0.0812313,1.58364e-07,0.000160789,6.35879e-06
qdeim,0.01,5,3,14,14,40,4.210999,10.566938,0.0834134,2.05846e-07,0.000173734,6.38472e-06
sopt,0.01,5,3,14,14,50,4.228497,6.506350,0.0847137,1.621e-07,0.000159992,6.88772e-06
qdeim,0.01,5,3,14,14,50,3.749630,12.656282,0.0852109,1.96707e-07,0.000170952,6.40871e-06
sopt,0.01,5,3,14,14,60,2.948325,5.858179,0.0861678,1.6e-07,0.000159719,6.76398e-06
qdeim,0.01,5,3,14,14,60,3.001747,7.363674,0.0922176,2.07055e-07,0.000172347,6.20617e-06
sopt,0.01,5,3,14,14,70,3.843167,5.548828,0.0910006,1.5877e-07,0.000159481,6.67512e-06
qdeim,0.01,5,3,14,14,70,4.919491,11.163668,0.0984845,1.9022e-07,0.000170342,6.40217e-06
sopt,0.01,5,3,14,14,80,2.759988,4.670127,0.0945447,1.55133e-07,0.000158703,6.72103e-06
qdeim,0.01,5,3,14,14,80,3.348390,7.907985,0.103893,2.03372e-07,0.000171616,6.22309e-06
sopt,0.01,5,3,14,14,90,2.807699,5.230551,0.099304,1.5236e-07,0.000159149,6.45974e-06
qdeim,0.01,5,3,14,14,90,3.260927,6.170650,0.108414,2.0337e-07,0.000172249,6.13448e-06
sopt,0.01,5,3,14,14,100,2.433120,4.487682,0.109481,1.52263e-07,0.000160262,5.95574e-06
qdeim,0.01,5,3,14,14,100,2.676424,6.145816,0.11865,1.96621e-07,0.000171042,6.11e-06
sopt,0.01,5,3,14,14,110,2.699964,4.584938,0.106401,1.52106e-07,0.000160727,5.92181e-06
qdeim,0.01,5,3,14,14,110,2.746494,8.471381,0.114093,1.81331e-07,0.000170109,5.97067e-06
sopt,0.01,5,3,14,14,120,2.920250,4.911772,0.110046,1.51626e-07,0.000160895,5.87436e-06
qdeim,0.01,5,3,14,14,120,2.859731,7.619679,0.118838,1.76469e-07,0.000169088,5.93819e-06
sopt,0.01,5,3,14,14,130,2.547984,4.845323,0.11288,1.51371e-07,0.000162016,5.77932e-06
qdeim,0.01,5,3,14,14,130,2.939716,6.040005,0.118517,1.84629e-07,0.000168896,5.71624e-06
sopt,0.01,5,3,14,14,140,3.140697,5.287125,0.11745,1.50599e-07,0.00016232,5.70492e-06
qdeim,0.01,5,3,14,14,140,3.107758,6.920010,0.115141,1.81052e-07,0.000167914,5.73521e-06
sopt,0.01,5,3,14,14,150,2.575799,4.670992,0.127154,1.50244e-07,0.000162295,5.69474e-06
qdeim,0.01,5,3,14,14,150,2.926832,6.060100,0.123214,1.75056e-07,0.000167146,5.98637e-06
sopt,0.01,5,3,14,14,160,2.590462,4.469275,0.130891,1.49966e-07,0.000162363,5.74025e-06
qdeim,0.01,5,3,14,14,160,2.710483,5.628916,0.12555,1.7232e-07,0.000166737,5.79481e-06
sopt,0.01,5,3,14,14,170,2.281641,4.638552,0.134005,1.49591e-07,0.000162325,5.74365e-06
qdeim,0.01,5,3,14,14,170,2.734263,5.688852,0.125028,1.73817e-07,0.000167062,5.78864e-06
sopt,0.01,5,3,14,14,180,2.440192,4.807230,0.135269,1.50823e-07,0.000162494,5.67499e-06
qdeim,0.01,5,3,14,14,180,2.513226,5.277836,0.124853,1.65449e-07,0.000167019,5.78063e-06
sopt,0.01,5,3,14,14,190,2.431198,4.806772,0.137595,1.50564e-07,0.000162795,5.62388e-06
qdeim,0.01,5,3,14,14,190,2.565962,4.545082,0.12051,1.62917e-07,0.000166905,5.53823e-06
sopt,0.01,5,3,14,14,200,2.326445,4.503939,0.146254,1.51463e-07,0.000163015,5.58307e-06
qdeim,0.01,5,3,14,14,200,2.534294,4.370245,0.125481,1.61347e-07,0.000166574,5.42578e-06
sopt,0.01,6,3,15,15,10,10.490483,14.563996,0.0572419,1.89869e-07,0.000161386,5.59309e-06
qdeim,0.01,6,3,15,15,10,16.434641,32.473762,0.0577199,2.69039e-07,0.000184843,8.77813e-06
sopt,0.01,6,3,15,15,20,6.859258,8.898425,0.0638752,1.92381e-07,0.0001624,5.57266e-06
qdeim,0.01,6,3,15,15,20,9.714788,32.454392,0.0695778,2.46161e-07,0.000178887,7.40476e-06
sopt,0.01,6,3,15,15,30,5.909679,15.383465,0.0722892,1.74798e-07,0.000162054,5.5753e-06
qdeim,0.01,6,3,15,15,30,10.414740,47.418221,0.0794688,2.30766e-07,0.00017114,6.27316e-06
sopt,0.01,6,3,15,15,40,4.215487,6.541914,0.0778026,1.64347e-07,0.000160283,5.69133e-06
qdeim,0.01,6,3,15,15,40,7.133062,19.224135,0.0792174,2.24449e-07,0.000169635,6.18303e-06
sopt,0.01,6,3,15,15,50,3.226399,6.471118,0.0860985,1.60324e-07,0.000160299,5.7358e-06
qdeim,0.01,6,3,15,15,50,6.152419,14.926392,0.0999005,2.16433e-07,0.000167812,6.09233e-06
sopt,0.01,6,3,15,15,60,4.329972,6.838985,0.0943276,1.62183e-07,0.000161073,5.68166e-06
qdeim,0.01,6,3,15,15,60,5.016890,21.123435,0.102773,2.10257e-07,0.000163974,5.72539e-06
sopt,0.01,6,3,15,15,70,3.755532,6.683855,0.0991489,1.57831e-07,0.000161308,5.56849e-06
qdeim,0.01,6,3,15,15,70,5.003469,11.105299,0.107078,2.03834e-07,0.00016254,5.54559e-06
sopt,0.01,6,3,15,15,80,3.121624,5.159922,0.103122,1.58186e-07,0.000162473,5.53454e-06
qdeim,0.01,6,3,15,15,80,5.125795,10.629940,0.10956,1.9343e-07,0.000160347,5.36562e-06
sopt,0.01,6,3,15,15,90,3.622756,6.099061,0.103534,1.55668e-07,0.000162409,5.50796e-06
qdeim,0.01,6,3,15,15,90,4.963018,14.173384,0.115398,1.88151e-07,0.000162275,5.67564e-06
sopt,0.01,6,3,15,15,100,2.947724,5.131327,0.109812,1.53947e-07,0.000162161,5.5425e-06
qdeim,0.01,6,3,15,15,100,3.922719,8.582510,0.118694,1.71988e-07,0.000159048,5.65591e-06
sopt,0.01,6,3,15,15,110,3.043460,5.164615,0.120985,1.51108e-07,0.000162404,5.51419e-06
qdeim,0.01,6,3,15,15,110,3.976651,8.211489,0.11874,1.57541e-07,0.000159713,5.63099e-06
sopt,0.01,6,3,15,15,120,2.926612,6.114692,0.120349,1.51712e-07,0.000162091,5.59234e-06
qdeim,0.01,6,3,15,15,120,4.329840,10.889593,0.124881,1.65846e-07,0.000159707,5.76319e-06
sopt,0.01,6,3,15,15,130,2.539800,4.575424,0.126683,1.5043e-07,0.000162165,5.60647e-06
qdeim,0.01,6,3,15,15,130,3.473171,7.679248,0.129287,1.73438e-07,0.000160065,5.80438e-06
sopt,0.01,6,3,15,15,140,2.486839,4.753592,0.134596,1.50067e-07,0.000162223,5.64639e-06
qdeim,0.01,6,3,15,15,140,3.394863,7.539406,0.128952,1.67069e-07,0.000160509,5.75231e-06
sopt,0.01,6,3,15,15,150,2.949389,5.245926,0.142036,1.50046e-07,0.000162899,5.64966e-06
qdeim,0.01,6,3,15,15,150,3.570433,8.484733,0.131758,1.66397e-07,0.000160412,5.75097e-06
sopt,0.01,6,3,15,15,160,2.638967,4.684647,0.139898,1.5056e-07,0.000163503,5.56454e-06
qdeim,0.01,6,3,15,15,160,3.579510,6.372654,0.132605,1.68961e-07,0.000160844,5.76867e-06
sopt,0.01,6,3,15,15,170,2.917897,4.685803,0.149758,1.50781e-07,0.000163449,5.57613e-06
qdeim,0.01,6,3,15,15,170,3.466856,6.975674,0.141933,1.7474e-07,0.000161427,5.73142e-06
sopt,0.01,6,3,15,15,180,2.877037,5.592266,0.151672,1.51086e-07,0.000163707,5.56563e-06
qdeim,0.01,6,3,15,15,180,3.714793,8.097889,0.139424,1.79239e-07,0.000161627,5.74614e-06
sopt,0.01,6,3,15,15,190,2.529426,5.005141,0.157318,1.51824e-07,0.000163725,5.5528e-06
qdeim,0.01,6,3,15,15,190,3.557790,5.926815,0.167309,1.80154e-07,0.000161979,5.73721e-06
sopt,0.01,6,3,15,15,200,2.496383,4.878851,0.164449,1.51759e-07,0.000163895,5.54329e-06
qdeim,0.01,6,3,15,15,200,3.784485,5.115518,0.146888,1.82578e-07,0.000162246,5.79591e-06
