method,t,n,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clsqdeim,0.01,3,3,10,13,20,3.870159,3.000345,0.0738071,3.99508e-07,0.000200984,7.39389e-06
clssopt,0.01,3,3,10,13,30,3.280167,2.651622,0.0713074,2.27013e-07,0.000164635,4.93787e-06
clsqdeim,0.01,3,3,10,13,30,2.464207,4.055496,0.0809486,2.86099e-07,0.000178449,4.93821e-06
clssopt,0.01,3,3,10,13,40,2.360792,2.990871,0.0839327,2.06354e-07,0.000164613,4.8318e-06
clsqdeim,0.01,3,3,10,13,40,2.612622,2.940645,0.0896657,2.95014e-07,0.000178334,4.95092e-06
clssopt,0.01,3,3,10,13,50,2.405324,2.219997,0.0975633,2.05462e-07,0.000164933,4.84373e-06
clsqdeim,0.01,3,3,10,13,50,2.311349,2.829719,0.0973087,2.39775e-07,0.000174004,4.74193e-06
clssopt,0.01,3,3,10,13,60,3.462779,4.728697,0.108113,2.05462e-07,0.000164933,4.84378e-06
clsqdeim,0.01,3,3,10,13,60,2.469018,3.005834,0.102364,2.22255e-07,0.000174274,5.29629e-06
clssopt,0.01,3,3,10,13,70,1.707693,2.397389,0.115539,2.05463e-07,0.000164933,4.8438e-06
clsqdeim,0.01,3,3,10,13,70,1.951651,2.745216,0.113512,2.37161e-07,0.000175344,5.82992e-06
clssopt,0.01,3,3,10,13,80,1.569798,3.854999,0.124797,2.05463e-07,0.000164933,4.84382e-06
clsqdeim,0.01,3,3,10,13,80,2.142567,2.310959,0.121651,2.4697e-07,0.000176951,5.90972e-06
clssopt,0.01,3,3,10,13,90,2.399209,1.778470,0.121433,2.05463e-07,0.000164933,4.84382e-06
clsqdeim,0.01,3,3,10,13,90,1.761394,1.989853,0.132057,2.67358e-07,0.000177006,5.11396e-06
clssopt,0.01,3,3,10,13,100,1.673462,2.575902,0.126957,2.05989e-07,0.00016683,4.84291e-06
clsqdeim,0.01,3,3,10,13,100,1.861828,1.844767,0.130007,2.74303e-07,0.000177962,4.98699e-06
clssopt,0.01,3,3,10,13,110,7.316553,2.376747,0.130935,2.06537e-07,0.000166837,4.8846e-06
clsqdeim,0.01,3,3,10,13,110,1.598915,2.060241,0.138352,1.9555e-07,0.000171728,4.96547e-06
clssopt,0.01,3,3,10,13,120,3.756015,2.058401,0.13322,2.08492e-07,0.000167666,4.35357e-06
clsqdeim,0.01,3,3,10,13,120,1.898824,1.893263,0.143977,1.89965e-07,0.000172143,4.92371e-06
clssopt,0.01,3,3,10,13,130,2.721739,4.049335,0.129735,2.07721e-07,0.000167608,4.30723e-06
clsqdeim,0.01,3,3,10,13,130,1.649674,1.585874,0.157374,1.79612e-07,0.000172475,5.06756e-06
clssopt,0.01,3,3,10,13,140,4.081040,3.375419,0.134496,2.06666e-07,0.00016738,4.2839e-06
clsqdeim,0.01,3,3,10,13,140,1.513815,1.742073,0.158341,1.80279e-07,0.000172778,5.05349e-06
clssopt,0.01,3,3,10,13,150,4.361884,3.846880,0.13983,2.06139e-07,0.000166766,4.40056e-06
clsqdeim,0.01,3,3,10,13,150,1.655497,1.721762,0.160624,1.80709e-07,0.000172314,5.0656e-06
clssopt,0.01,3,3,10,13,160,7.191232,3.298981,0.142669,2.05348e-07,0.000167276,4.37494e-06
clsqdeim,0.01,3,3,10,13,160,1.529714,1.927218,0.164409,1.66507e-07,0.000169579,4.82858e-06
clssopt,0.01,3,3,10,13,170,4.177271,2.323090,0.141601,2.07706e-07,0.00016859,4.26378e-06
clsqdeim,0.01,3,3,10,13,170,1.678188,1.594263,0.170358,1.68577e-07,0.000170643,4.81369e-06
clssopt,0.01,3,3,10,13,180,4.128154,2.176316,0.145097,2.06949e-07,0.00016856,4.23445e-06
clsqdeim,0.01,3,3,10,13,180,1.565218,1.940688,0.174642,1.68386e-07,0.00016998,4.76656e-06
clssopt,0.01,3,3,10,13,190,3.106460,2.215539,0.171188,2.07141e-07,0.00016862,4.2464e-06
clsqdeim,0.01,3,3,10,13,190,1.485276,1.589031,0.177342,1.62559e-07,0.000169668,4.84095e-06
clssopt,0.01,3,3,10,13,200,4.293498,1.948850,0.149658,2.02951e-07,0.000165957,4.40658e-06
clsqdeim,0.01,3,3,10,13,200,1.499760,1.675571,0.179279,1.6234e-07,0.000170026,4.85531e-06
clssopt,0.01,4,3,12,14,10,4.479359,3.922816,0.0595789,2.1672e-07,0.000169278,6.94114e-06
clsqdeim,0.01,4,3,12,14,10,4.766270,5.215417,0.0665802,1.64443e-07,0.000166363,5.7232e-06
clssopt,0.01,4,3,12,14,20,4.565653,2.945767,0.0751851,2.29887e-07,0.000170857,6.49621e-06
clsqdeim,0.01,4,3,12,14,20,3.966538,4.396663,0.0724947,1.84484e-07,0.000169695,7.46936e-06
clssopt,0.01,4,3,12,14,30,3.047385,2.489925,0.0795076,2.00413e-07,0.000167805,6.45045e-06
clsqdeim,0.01,4,3,12,14,30,3.247685,4.496378,0.0883171,1.86714e-07,0.000164983,6.24471e-06
clssopt,0.01,4,3,12,14,40,2.800272,2.157320,0.086827,1.64595e-07,0.000163473,6.53934e-06
clsqdeim,0.01,4,3,12,14,40,2.544764,3.534346,0.092344,1.71088e-07,0.000158496,4.40336e-06
clssopt,0.01,4,3,12,14,50,2.552197,2.022123,0.0995387,1.58137e-07,0.000163018,6.36051e-06
clsqdeim,0.01,4,3,12,14,50,2.582209,2.677531,0.108891,1.54217e-07,0.000159248,4.47765e-06
clssopt,0.01,4,3,12,14,60,3.497080,2.224325,0.108549,1.61786e-07,0.0001634,6.38086e-06
clsqdeim,0.01,4,3,12,14,60,2.628011,4.668348,0.118851,1.74607e-07,0.000160916,4.90871e-06
clssopt,0.01,4,3,12,14,70,3.456923,1.857699,0.121843,1.58343e-07,0.000163597,6.60811e-06
clsqdeim,0.01,4,3,12,14,70,2.842658,2.008377,0.123194,1.83802e-07,0.00016096,4.99369e-06
clssopt,0.01,4,3,12,14,80,3.402747,1.759481,0.127162,1.58662e-07,0.000163299,6.4444e-06
clsqdeim,0.01,4,3,12,14,80,1.887480,2.286562,0.128173,1.79459e-07,0.000160117,4.85685e-06
clssopt,0.01,4,3,12,14,90,3.416468,1.752588,0.128767,1.59626e-07,0.000163814,6.42718e-06
clsqdeim,0.01,4,3,12,14,90,1.805206,2.838342,0.140478,1.61062e-07,0.000160132,5.56418e-06
clssopt,0.01,4,3,12,14,100,8.689880,1.663653,0.132486,1.60669e-07,0.000163979,6.4552e-06
clsqdeim,0.01,4,3,12,14,100,1.859823,3.484901,0.149908,1.58821e-07,0.000160512,5.19094e-06
clssopt,0.01,4,3,12,14,110,3.664477,252.289764,0.134795,1.60669e-07,0.000163979,6.4552e-06
clsqdeim,0.01,4,3,12,14,110,1.854024,1.770923,0.153282,1.60242e-07,0.000161652,5.85007e-06
clssopt,0.01,4,3,12,14,120,3.967070,2.350383,0.137153,1.60669e-07,0.000163979,6.4552e-06
clsqdeim,0.01,4,3,12,14,120,1.762480,3.705070,0.162045,1.83398e-07,0.000163368,8.38419e-06
clssopt,0.01,4,3,12,14,130,3.716844,61.633110,0.140634,1.60669e-07,0.000163979,6.4552e-06
clsqdeim,0.01,4,3,12,14,130,1.709696,2.051255,0.165912,2.00847e-07,0.000163473,8.74435e-06
clssopt,0.01,4,3,12,14,140,4.057325,2.049892,0.142395,1.60669e-07,0.000163979,6.4552e-06
clsqdeim,0.01,4,3,12,14,140,1.818502,2.150833,0.172069,1.92782e-07,0.00016885,1.02885e-05
clssopt,0.01,4,3,12,14,150,4.127196,28.526036,0.147619,1.60669e-07,0.000163979,6.4552e-06
clsqdeim,0.01,4,3,12,14,150,1.687091,2.044902,0.180269,1.80003e-07,0.000167853,1.15223e-05
clssopt,0.01,4,3,12,14,160,28.344134,4.570580,0.146655,1.61655e-07,0.000164492,6.55003e-06
clsqdeim,0.01,4,3,12,14,160,1.621606,2.070127,0.192666,1.85853e-07,0.000180846,1.98745e-05
clssopt,0.01,4,3,12,14,170,4.395803,3.285916,0.145347,1.61866e-07,0.000164862,6.59926e-06
clsqdeim,0.01,4,3,12,14,170,1.548809,1.634686,0.197318,1.81546e-07,0.000181782,2.14412e-05
clssopt,0.01,4,3,12,14,180,12.067171,2.690341,0.150536,1.6235e-07,0.000164947,6.551e-06
clsqdeim,0.01,4,3,12,14,180,1.529578,2.472050,0.200246,1.70675e-07,0.000177786,2.10627e-05
clssopt,0.01,4,3,12,14,190,4.187816,2.396254,0.14845,1.62604e-07,0.000165351,6.5576e-06
clsqdeim,0.01,4,3,12,14,190,1.484235,1.669323,0.201794,1.67355e-07,0.000174467,2.15823e-05
clssopt,0.01,4,3,12,14,200,11.540060,2.524643,0.151273,1.62444e-07,0.000165293,6.59677e-06
clsqdeim,0.01,4,3,12,14,200,1.575707,1.580669,0.210481,1.67876e-07,0.000173507,2.03497e-05
clssopt,0.01,5,3,14,14,10,4.479359,4.990044,0.0598075,2.14905e-07,0.000175323,8.82479e-06
clsqdeim,0.01,5,3,14,14,10,4.766270,5.104545,0.0622286,5.79555e-07,0.000248649,1.60893e-05
clssopt,0.01,5,3,14,14,20,4.565653,3.561492,0.0688292,2.03633e-07,0.000168772,7.0083e-06
clsqdeim,0.01,5,3,14,14,20,3.966538,3.755376,0.0725375,5.49978e-07,0.00023476,1.29631e-05
clssopt,0.01,5,3,14,14,30,3.047385,3.230843,0.0781898,1.97951e-07,0.000167209,7.52331e-06
clsqdeim,0.01,5,3,14,14,30,3.247685,2.565905,0.0820107,1.89207e-07,0.000174096,9.33981e-06
clssopt,0.01,5,3,14,14,40,2.800272,2.652421,0.0918283,1.7087e-07,0.000164203,6.57766e-06
clsqdeim,0.01,5,3,14,14,40,2.544764,2.481694,0.091303,1.72774e-07,0.000163369,5.38841e-06
clssopt,0.01,5,3,14,14,50,2.552197,1.972678,0.101443,1.65783e-07,0.000162759,6.39212e-06
clsqdeim,0.01,5,3,14,14,50,2.582209,2.195431,0.0972923,1.60177e-07,0.000163074,5.03795e-06
clssopt,0.01,5,3,14,14,60,3.497080,2.138037,0.109931,1.69671e-07,0.000163964,6.80379e-06
clsqdeim,0.01,5,3,14,14,60,2.628011,2.266093,0.111915,1.75518e-07,0.000163005,5.53629e-06
clssopt,0.01,5,3,14,14,70,3.456923,2.267218,0.12239,1.69099e-07,0.000164016,6.9488e-06
clsqdeim,0.01,5,3,14,14,70,2.842658,4.549175,0.120432,1.77954e-07,0.000160602,5.47187e-06
clssopt,0.01,5,3,14,14,80,3.402747,1.904970,0.133328,1.70408e-07,0.000164176,7.13603e-06
clsqdeim,0.01,5,3,14,14,80,1.887480,1.697553,0.130088,1.76508e-07,0.00016269,5.67971e-06
clssopt,0.01,5,3,14,14,90,3.416468,1.957274,0.13225,1.70972e-07,0.000163789,7.21138e-06
clsqdeim,0.01,5,3,14,14,90,1.805206,1.884661,0.13877,1.65843e-07,0.000166009,6.69163e-06
clssopt,0.01,5,3,14,14,100,8.689880,1.745745,0.134639,1.70509e-07,0.00016474,7.06514e-06
clsqdeim,0.01,5,3,14,14,100,1.859823,2.031161,0.140118,1.59202e-07,0.000165705,6.26162e-06
clssopt,0.01,5,3,14,14,110,3.664477,1.888724,0.137348,1.70361e-07,0.000164324,7.05058e-06
clsqdeim,0.01,5,3,14,14,110,1.854024,1.925030,0.150664,1.61066e-07,0.00016594,6.13582e-06
clssopt,0.01,5,3,14,14,120,3.967070,1.767176,0.14279,1.68995e-07,0.000164477,6.9914e-06
clsqdeim,0.01,5,3,14,14,120,1.762480,2.121276,0.163663,1.75819e-07,0.000165557,7.15062e-06
clssopt,0.01,5,3,14,14,130,3.716844,1.741304,0.140198,1.69382e-07,0.000164708,7.13848e-06
clsqdeim,0.01,5,3,14,14,130,1.709696,2.018082,0.166853,1.98379e-07,0.000164497,6.81357e-06
clssopt,0.01,5,3,14,14,140,4.057325,2.260045,0.146094,1.69425e-07,0.000164683,7.1563e-06
clsqdeim,0.01,5,3,14,14,140,1.818502,5.594202,0.172906,1.96706e-07,0.000164971,6.69201e-06
clssopt,0.01,5,3,14,14,150,4.127196,1.651849,0.146985,1.69425e-07,0.000164683,7.1563e-06
clsqdeim,0.01,5,3,14,14,150,1.687091,2.035253,0.174675,1.83954e-07,0.000164782,6.62601e-06
clssopt,0.01,5,3,14,14,160,28.344134,2.062803,0.149206,1.69425e-07,0.000164683,7.15631e-06
clsqdeim,0.01,5,3,14,14,160,1.621606,2.253516,0.184652,1.85597e-07,0.000171061,9.15881e-06
clssopt,0.01,5,3,14,14,170,4.395803,171.002092,0.148607,1.69425e-07,0.000164683,7.15631e-06
clsqdeim,0.01,5,3,14,14,170,1.548809,2.189902,0.183569,1.83102e-07,0.000169515,7.82136e-06
clssopt,0.01,5,3,14,14,180,12.067171,13.547806,0.15252,1.69425e-07,0.000164683,7.15631e-06
clsqdeim,0.01,5,3,14,14,180,1.529578,2.262260,0.193749,1.77103e-07,0.000171192,9.69843e-06
clssopt,0.01,5,3,14,14,190,4.187816,3.291517,0.154987,1.69047e-07,0.000164648,7.13854e-06
clsqdeim,0.01,5,3,14,14,190,1.484235,2.295198,0.197128,1.71959e-07,0.000168317,7.65082e-06
clssopt,0.01,5,3,14,14,200,11.540060,3.428769,0.152297,1.6931e-07,0.000164316,7.00279e-06
clsqdeim,0.01,5,3,14,14,200,1.575707,2.258484,0.197306,1.69666e-07,0.000166311,6.02848e-06
clssopt,0.01,6,3,15,15,10,7.779196,5.983117,0.0568012,4.64478e-07,0.000179879,5.42267e-06
clsqdeim,0.01,6,3,15,15,10,7.197324,9.788440,0.0652456,1.61676e-07,0.000165527,6.82742e-06
clssopt,0.01,6,3,15,15,20,2.848219,3.961295,0.0739675,1.94279e-07,0.000168935,4.62009e-06
clsqdeim,0.01,6,3,15,15,20,3.115531,5.077640,0.0738478,1.64681e-07,0.000164099,5.61405e-06
clssopt,0.01,6,3,15,15,30,2.788675,3.118953,0.0789786,1.63271e-07,0.000163399,5.02552e-06
clsqdeim,0.01,6,3,15,15,30,3.872030,5.722706,0.0917298,1.48394e-07,0.000162816,5.90416e-06
clssopt,0.01,6,3,15,15,40,2.529079,2.845371,0.0912182,1.61115e-07,0.000163208,5.06182e-06
clsqdeim,0.01,6,3,15,15,40,2.499572,3.071668,0.0970412,1.5398e-07,0.000162977,6.46033e-06
clssopt,0.01,6,3,15,15,50,2.526332,2.450722,0.0998293,1.73005e-07,0.000165486,5.28842e-06
clsqdeim,0.01,6,3,15,15,50,2.349386,2.616635,0.106544,1.52614e-07,0.000163507,6.00401e-06
clssopt,0.01,6,3,15,15,60,3.398709,2.988848,0.10909,1.64451e-07,0.000165998,5.21272e-06
clsqdeim,0.01,6,3,15,15,60,2.532049,3.040321,0.113708,1.56087e-07,0.0001626,6.25582e-06
clssopt,0.01,6,3,15,15,70,3.139544,2.225823,0.116753,1.65487e-07,0.000166106,5.24579e-06
clsqdeim,0.01,6,3,15,15,70,1.881347,2.886344,0.121975,1.56157e-07,0.000162706,5.99526e-06
clssopt,0.01,6,3,15,15,80,6.285609,2.231056,0.13442,1.65219e-07,0.000166856,5.22137e-06
clsqdeim,0.01,6,3,15,15,80,2.086622,2.114815,0.129226,1.70094e-07,0.000164593,6.4243e-06
clssopt,0.01,6,3,15,15,90,3.563283,1.989384,0.142504,1.65218e-07,0.000166323,5.21459e-06
clsqdeim,0.01,6,3,15,15,90,2.267030,3.105310,0.136172,2.0747e-07,0.000169616,6.78423e-06
clssopt,0.01,6,3,15,15,100,3.619147,1.958552,0.146853,1.65734e-07,0.000166302,5.18018e-06
clsqdeim,0.01,6,3,15,15,100,2.060493,2.342692,0.146959,1.68844e-07,0.000164945,6.33566e-06
clssopt,0.01,6,3,15,15,110,3.811437,1.733539,0.149783,1.65714e-07,0.000166093,5.16267e-06
clsqdeim,0.01,6,3,15,15,110,1.942469,2.072305,0.155781,1.57744e-07,0.000163084,6.36506e-06
clssopt,0.01,6,3,15,15,120,3.883330,2.055558,0.15078,1.65951e-07,0.000165787,5.17229e-06
clsqdeim,0.01,6,3,15,15,120,2.062838,2.942938,0.165964,1.55163e-07,0.000163988,6.71163e-06
clssopt,0.01,6,3,15,15,130,3.606287,1.543980,0.147649,1.65951e-07,0.000165787,5.17229e-06
clsqdeim,0.01,6,3,15,15,130,1.821821,2.618222,0.170549,1.58917e-07,0.000163883,6.53816e-06
clssopt,0.01,6,3,15,15,140,3.557882,2.396867,0.152143,1.65951e-07,0.000165787,5.17229e-06
clsqdeim,0.01,6,3,15,15,140,1.805444,3.742747,0.174499,1.5516e-07,0.000164228,6.51879e-06
clssopt,0.01,6,3,15,15,150,4.627536,1.875602,0.155554,1.6595e-07,0.000165787,5.17228e-06
clsqdeim,0.01,6,3,15,15,150,2.176477,4.439807,0.177689,1.50198e-07,0.000164744,6.6841e-06
clssopt,0.01,6,3,15,15,160,4.120055,4.782042,0.155673,1.6595e-07,0.000165787,5.17228e-06
clsqdeim,0.01,6,3,15,15,160,1.733166,3.611983,0.184459,1.48371e-07,0.000165267,6.61159e-06
clssopt,0.01,6,3,15,15,170,21.293201,2.120080,0.155891,1.6595e-07,0.000165787,5.17228e-06
clsqdeim,0.01,6,3,15,15,170,1.654144,3.206873,0.188962,1.50095e-07,0.000165247,6.3832e-06
clssopt,0.01,6,3,15,15,180,4.043978,2.235049,0.162108,1.66083e-07,0.000165891,5.11088e-06
clsqdeim,0.01,6,3,15,15,180,1.926242,4.192977,0.199151,1.49425e-07,0.00016451,6.27872e-06
clssopt,0.01,6,3,15,15,190,3.998535,8.273305,0.159304,1.66977e-07,0.00016588,5.14451e-06
clsqdeim,0.01,6,3,15,15,190,1.680004,3.295870,0.196768,1.55219e-07,0.000164842,6.25943e-06
clssopt,0.01,6,3,15,15,200,4.453293,4.592241,0.158682,1.67404e-07,0.000166336,5.19632e-06
clsqdeim,0.01,6,3,15,15,200,1.648831,2.682869,0.207755,1.57999e-07,0.000164663,6.26439e-06
