EQPglobal,40,27,0.1,0.9999,,2.37433e-06,0.000548886,8.46609e-06,4.97393,75,100,126,210,126,210,168,210,168,210,168,210,168,210,168,210,168,168,168,168,168,168,168,210,126,210,126,210,126,210,168,210,126,210,126,210,126,210,126,168,126,168,126,168,126,168,126,168,126,168,168,168,168,168,
EQP,40,27,0.1,0.9999,40,0.0264009,3.08817,0.189776,3.14481,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
EQP,40,27,0.1,0.9999,60,0.0253986,4.90968,0.0991506,3.83111,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,
EQP,40,27,0.1,0.9999,80,0.00803505,2.35252,0.0342848,4.01704,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
EQP,40,27,0.1,0.9999,100,0.00261267,1.01961,0.0190602,4.09976,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
EQP,40,27,0.1,0.9999,120,0.00270648,0.508248,0.0154531,5.13677,75,100,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,
EQP,40,27,0.1,0.9999,140,0.000385986,0.116312,0.00768827,4.69031,75,100,126,140,126,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,126,140,126,140,126,140,140,140,126,140,126,140,126,140,126,140,126,140,126,140,126,140,126,140,126,140,140,140,140,140,
EQP,40,27,0.1,0.9999,160,4.90777e-05,0.0092513,0.000777404,4.59835,75,100,126,160,126,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,126,160,126,160,126,160,160,160,126,160,126,160,126,160,126,160,126,160,126,160,126,160,126,160,126,160,160,160,160,160,
EQP,40,27,0.1,0.9999,180,2.37465e-06,0.000546589,8.57708e-06,5.06608,75,100,126,180,126,180,168,180,168,180,168,180,168,180,168,180,168,168,168,168,168,168,168,180,126,180,126,180,126,180,168,180,126,180,126,180,126,180,126,168,126,168,126,168,126,168,126,168,126,168,168,168,168,168,
EQP,40,27,0.1,0.9999,200,2.37432e-06,0.000548865,8.47295e-06,4.88138,75,100,126,200,126,200,168,200,168,200,168,200,168,200,168,200,168,168,168,168,168,168,168,200,126,200,126,200,126,200,168,200,126,200,126,200,126,200,126,168,126,168,126,168,126,168,126,168,126,168,168,168,168,168,
