method,t,n,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clsdopt,0.1,3,10,32,72,40,11.295382,5.786745,1.3413,0.0206455,0.408541,6.62948e-05
clsqdeim,0.1,3,10,32,72,40,25.818349,18.949813,,0.0566251,4.09177,0.590322
clsgnat,0.1,3,10,32,72,40,38.332092,22.656701,,0.0962621,17362.7,7.13121e+06
dopt,0.1,3,10,32,72,40,10.412744,5.706589,1.25059,0.0206468,0.408528,6.63462e-05
qdeim,0.1,3,10,32,72,40,23.552119,7.050573,,0.0424901,3.10095,0.357476
gnat,0.1,3,10,32,72,40,11.197626,8.057348,,0.0627912,8.39892,28.8784
clsdopt,0.1,3,10,32,72,45,9.587641,5.566276,1.33021,0.0206456,0.408544,6.6297e-05
clsqdeim,0.1,3,10,32,72,45,24.544554,3.676557,,0.0465885,8.03019,1.84457
clsgnat,0.1,3,10,32,72,45,31.013019,13.724205,,0.09632,23427.8,1.289e+07
dopt,0.1,3,10,32,72,45,10.107205,5.524477,1.28219,0.0206468,0.408529,6.6325e-05
qdeim,0.1,3,10,32,72,45,26.658410,5.795260,,0.0379762,11.0199,2.71036
gnat,0.1,3,10,32,72,45,11.748994,4.754102,,0.0627802,8.37704,4.26526
clsdopt,0.1,3,10,32,72,50,7.804436,4.580012,1.46946,0.0206456,0.408541,6.63038e-05
clsqdeim,0.1,3,10,32,72,50,21.773158,6.450664,,0.0436675,7.05857,9.6929
clsgnat,0.1,3,10,32,72,50,33.587348,13.342493,,0.0963281,21549.9,1.09136e+07
dopt,0.1,3,10,32,72,50,8.664492,4.829721,1.33418,0.0206468,0.408529,6.6322e-05
qdeim,0.1,3,10,32,72,50,17.954616,6.440500,,0.0346009,2.54723,0.364951
gnat,0.1,3,10,32,72,50,9.399341,5.075227,,0.062898,8.08119,3.87509
clsdopt,0.1,3,10,32,72,55,8.011683,4.994293,1.46283,0.0206456,0.40854,6.63072e-05
clsqdeim,0.1,3,10,32,72,55,22.695797,4.414987,,0.0490501,2.72053,0.38344
clsgnat,0.1,3,10,32,72,55,29.062082,12.759435,,0.096388,21170.3,1.07481e+07
dopt,0.1,3,10,32,72,55,8.345480,4.672123,1.348,0.0206468,0.408528,6.63207e-05
qdeim,0.1,3,10,32,72,55,16.371435,4.480977,,0.0329762,4.22986,0.402797
gnat,0.1,3,10,32,72,55,7.257834,3.693828,,0.0629023,7.94105,3.75369
clsdopt,0.1,3,10,32,72,60,8.195041,4.263579,1.59184,0.0206457,0.408538,6.6319e-05
clsqdeim,0.1,3,10,32,72,60,30.591073,6.780579,,0.0468533,23.0071,27.797
clsgnat,0.1,3,10,32,72,60,27.692612,12.123735,,0.096449,23590.5,1.32176e+07
dopt,0.1,3,10,32,72,60,7.680132,4.672834,1.42489,0.0206468,0.40853,6.6329e-05
qdeim,0.1,3,10,32,72,60,18.755975,5.225695,,0.0337868,2.28275,0.309559
gnat,0.1,3,10,32,72,60,9.492885,4.082824,,0.0628955,7.52439,3.36759
clsdopt,0.1,3,10,32,72,65,8.455183,4.739036,1.5704,0.0206458,0.408537,6.63137e-05
clsqdeim,0.1,3,10,32,72,65,20.199250,6.461665,,0.049922,13.5571,11.1581
clsgnat,0.1,3,10,32,72,65,22.761529,12.414356,,0.0964274,23597.9,1.33163e+07
dopt,0.1,3,10,32,72,65,8.472973,4.168117,1.43487,0.0206469,0.408527,6.63147e-05
qdeim,0.1,3,10,32,72,65,15.421354,4.553269,,0.0343262,2.13218,0.282212
gnat,0.1,3,10,32,72,65,6.224836,3.414177,,0.0629749,7.29671,3.14454
clsdopt,0.1,3,10,32,72,70,6.998291,4.374907,1.61352,0.0206457,0.408534,6.63149e-05
clsqdeim,0.1,3,10,32,72,70,17.516246,7.509801,,0.0526177,8.96043,4.90514
clsgnat,0.1,3,10,32,72,70,29.095927,10.547388,,0.0964177,,1.45851e+07
dopt,0.1,3,10,32,72,70,6.722112,4.665777,1.53108,0.0206469,0.40853,6.6304e-05
qdeim,0.1,3,10,32,72,70,16.588133,5.836050,,0.0305841,5.73735,11.9821
gnat,0.1,3,10,32,72,70,8.327362,3.710049,,0.0629891,7.44129,3.32897
clsdopt,0.1,3,10,32,72,75,7.171135,5.081257,1.67638,0.0206458,0.408533,6.6317e-05
clsqdeim,0.1,3,10,32,72,75,19.888998,4.896415,,0.0463322,13.3819,9.14875
clsgnat,0.1,3,10,32,72,75,18.611141,9.360094,,0.0964043,24896.6,1.45395e+07
dopt,0.1,3,10,32,72,75,6.875330,4.195399,1.49725,0.0206468,0.40853,6.63038e-05
qdeim,0.1,3,10,32,72,75,13.792819,4.087750,,0.0329,2.19564,0.286398
gnat,0.1,3,10,32,72,75,18.906508,3.129837,,0.0630457,7.44238,3.31692
clsdopt,0.1,3,10,32,72,80,6.970322,3.792837,1.74159,0.0206459,0.408533,6.63253e-05
clsqdeim,0.1,3,10,32,72,80,17.745760,16.219551,,0.0412497,5.55865,5.96176
clsgnat,0.1,3,10,32,72,80,32.825336,17.811400,,0.0963712,25543.6,1.5342e+07
dopt,0.1,3,10,32,72,80,6.393149,3.684961,1.53869,0.0206465,0.408528,6.6302e-05
qdeim,0.1,3,10,32,72,80,16.907581,8.277094,,0.0317633,5.52155,24.4131
gnat,0.1,3,10,32,72,80,6.515560,5.375181,,0.0630327,7.33057,3.23425
clsdopt,0.1,3,10,32,72,85,6.093053,3.996904,1.72069,0.0206459,0.408534,6.63218e-05
clsqdeim,0.1,3,10,32,72,85,16.237089,4.880934,,0.0456032,2.11675,0.244516
clsgnat,0.1,3,10,32,72,85,20.262869,9.800478,,0.0963725,24039.3,1.35289e+07
dopt,0.1,3,10,32,72,85,6.149348,3.712244,1.6226,0.0206466,0.408528,6.62972e-05
qdeim,0.1,3,10,32,72,85,11.280003,3.663155,,0.0180332,3.11284,0.354989
gnat,0.1,3,10,32,72,85,5.707394,3.177755,,0.0631339,7.15468,3.02536
clsdopt,0.1,3,10,32,72,90,6.884756,3.945723,1.76359,0.0206459,0.408533,6.63123e-05
clsqdeim,0.1,3,10,32,72,90,16.037129,6.574894,,0.0426897,2.20732,0.28854
clsgnat,0.1,3,10,32,72,90,26.591319,12.226606,,0.0963732,25489.5,1.54352e+07
dopt,0.1,3,10,32,72,90,6.149601,4.015075,1.6663,0.0206467,0.408528,6.62909e-05
qdeim,0.1,3,10,32,72,90,12.522534,3.923620,,0.00434966,2.34928,0.23876
gnat,0.1,3,10,32,72,90,7.816093,3.588910,,0.0631294,7.07795,2.94983
clsdopt,0.1,3,10,32,72,95,5.873016,3.929956,1.77287,0.020646,0.408532,6.63099e-05
clsqdeim,0.1,3,10,32,72,95,18.015662,6.157418,,0.0416037,1.92215,0.240736
clsgnat,0.1,3,10,32,72,95,18.752320,8.955870,,0.0964496,29548.6,2.04704e+07
dopt,0.1,3,10,32,72,95,5.743331,3.625527,1.7018,0.0206467,0.408527,6.62823e-05
qdeim,0.1,3,10,32,72,95,11.874602,3.710330,1.95917,0.00177237,0.828609,0.136122
gnat,0.1,3,10,32,72,95,5.200773,3.165869,,0.0631897,7.18007,3.08679
clsdopt,0.1,3,10,32,72,100,5.480214,3.604483,1.77544,0.0206463,0.408531,6.6315e-05
clsqdeim,0.1,3,10,32,72,100,17.067652,9.687442,,0.0413859,1.99599,0.248638
clsgnat,0.1,3,10,32,72,100,19.931583,8.741868,,0.096913,1332.38,17129.8
dopt,0.1,3,10,32,72,100,5.733864,4.513629,1.73462,0.0206467,0.408527,6.6276e-05
qdeim,0.1,3,10,32,72,100,11.367835,5.191119,2.25761,0.00191363,2.03772,0.294669
gnat,0.1,3,10,32,72,100,6.260504,4.125641,,0.0746166,2.62087,2.47115
clsdopt,0.1,4,10,54,90,5,84.037967,34.821698,1.20926,0.0206456,0.408518,6.63515e-05
clsqdeim,0.1,4,10,54,90,5,108.499642,57.691973,,0.0769144,5.07563,1.57595
clsgnat,0.1,4,10,54,90,5,273.098524,166.501075,,0.0980136,1328.05,67532.6
dopt,0.1,4,10,54,90,5,209.083537,40.208996,1.04603,0.0206457,0.408513,6.64562e-05
qdeim,0.1,4,10,54,90,5,136.176246,44.581686,,0.0514812,3.59612,0.783246
gnat,0.1,4,10,54,90,5,49.813724,30.699768,,0.0749582,8.06007,1.73839
clsdopt,0.1,4,10,54,90,10,37.054999,20.539354,1.25597,0.0206458,0.408527,6.62209e-05
clsqdeim,0.1,4,10,54,90,10,62.491156,30.686671,,0.0729833,3.84055,1.06065
clsgnat,0.1,4,10,54,90,10,155.057897,76.675949,,0.0979861,1123.59,48484.2
dopt,0.1,4,10,54,90,10,33.003652,21.440618,1.04968,0.0206459,0.408517,6.64334e-05
qdeim,0.1,4,10,54,90,10,49.141787,28.386140,,0.0487312,2.75268,0.389066
gnat,0.1,4,10,54,90,10,33.112482,18.936750,,0.0749523,8.27048,1.74333
clsdopt,0.1,4,10,54,90,15,41.292368,18.343457,1.35571,0.0206458,0.408529,6.62358e-05
clsqdeim,0.1,4,10,54,90,15,69.646847,63.995028,,0.0683102,4.69563,1.32534
clsgnat,0.1,4,10,54,90,15,163.191044,73.672284,,0.0979829,,7.40524e+06
dopt,0.1,4,10,54,90,15,24.341868,15.729756,1.18252,0.0206459,0.408522,6.63953e-05
qdeim,0.1,4,10,54,90,15,70.767151,19.219476,,0.0395597,4.83429,0.931883
gnat,0.1,4,10,54,90,15,30.857985,14.285631,,0.0749433,8.09475,1.6767
clsdopt,0.1,4,10,54,90,20,27.456358,16.154622,1.42313,0.0206458,0.408535,6.62359e-05
clsqdeim,0.1,4,10,54,90,20,41.315983,35.470804,,0.0609112,4.32816,0.839315
clsgnat,0.1,4,10,54,90,20,67.942196,43.341096,,0.0979987,1186.31,53460.6
dopt,0.1,4,10,54,90,20,18.678834,15.156478,1.16457,0.020646,0.408516,6.63688e-05
qdeim,0.1,4,10,54,90,20,28.768344,13.465479,,0.0281432,5.47799,1.21778
gnat,0.1,4,10,54,90,20,32.394913,16.100065,,0.0749961,7.82737,1.55768
clsdopt,0.1,4,10,54,90,25,23.054498,12.803757,1.49252,0.0206458,0.408542,6.62227e-05
clsqdeim,0.1,4,10,54,90,25,45.570772,28.276808,,0.0510544,8.25168,7.1974
clsgnat,0.1,4,10,54,90,25,59.230500,30.132797,,0.0979875,1293.76,63549.1
dopt,0.1,4,10,54,90,25,13.382369,11.122270,1.29035,0.0206461,0.408518,6.63719e-05
qdeim,0.1,4,10,54,90,25,24.108352,15.074686,,0.0256281,2.20955,0.274882
gnat,0.1,4,10,54,90,25,20.048762,9.853277,,0.0750067,8.07345,1.65371
clsdopt,0.1,4,10,54,90,30,16.539529,11.138085,1.52257,0.0206458,0.408537,6.62314e-05
clsqdeim,0.1,4,10,54,90,30,81.730402,36.367903,,0.054889,16.1531,18.7252
clsgnat,0.1,4,10,54,90,30,90.843774,59.222832,,0.0980066,970.306,
dopt,0.1,4,10,54,90,30,14.886968,11.348085,1.31574,0.0206459,0.408519,6.63736e-05
qdeim,0.1,4,10,54,90,30,34.273330,15.627439,,0.0266454,3.94477,0.693503
gnat,0.1,4,10,54,90,30,25.182146,11.122929,,0.0750016,8.00847,1.58839
clsdopt,0.1,4,10,54,90,35,16.092505,11.306226,1.56673,0.0206456,0.408533,6.62407e-05
clsqdeim,0.1,4,10,54,90,35,33.495116,24.327784,,0.0510119,24.5499,37.1742
clsgnat,0.1,4,10,54,90,35,47.973614,26.390413,,0.0980052,1352.24,67461.7
dopt,0.1,4,10,54,90,35,11.470066,10.104928,1.33431,0.0206463,0.408523,6.63677e-05
qdeim,0.1,4,10,54,90,35,24.079325,12.359945,,0.0285167,4.39401,0.949123
gnat,0.1,4,10,54,90,35,13.224691,7.730419,,0.0749072,8.1498,1.62951
clsdopt,0.1,4,10,54,90,40,12.070300,11.829407,1.57934,0.0206455,0.408532,6.62402e-05
clsqdeim,0.1,4,10,54,90,40,33.931173,19.192651,,0.0397353,3.55134,0.486802
clsgnat,0.1,4,10,54,90,40,62.674971,22.528018,,0.0980065,1885.18,
dopt,0.1,4,10,54,90,40,14.040164,7.837211,1.41336,0.0206463,0.408522,6.6378e-05
qdeim,0.1,4,10,54,90,40,18.705924,14.345115,,0.0347066,3.04906,0.286992
gnat,0.1,4,10,54,90,40,14.279338,7.763686,,0.0749613,8.12432,1.69526
clsdopt,0.1,4,10,54,90,45,13.721490,9.061851,1.62752,0.0206455,0.40853,6.62481e-05
clsqdeim,0.1,4,10,54,90,45,78.607813,21.793560,,0.0338299,2.5959,0.353532
clsgnat,0.1,4,10,54,90,45,60.444378,39.671723,,0.0979521,1265.52,59987.2
dopt,0.1,4,10,54,90,45,10.335334,6.561138,1.40089,0.0206462,0.408519,6.63477e-05
qdeim,0.1,4,10,54,90,45,21.498572,16.259343,,0.0069204,2.29427,0.231722
gnat,0.1,4,10,54,90,45,21.909036,6.972830,,0.0749467,8.06755,1.66199
clsdopt,0.1,4,10,54,90,50,12.031544,9.027037,1.67896,0.0206455,0.40853,6.62428e-05
clsqdeim,0.1,4,10,54,90,50,30.984009,14.223436,,0.0311474,2.9852,0.411855
clsgnat,0.1,4,10,54,90,50,37.496839,23.463780,,0.0979473,1647.86,
dopt,0.1,4,10,54,90,50,9.781771,6.917325,1.49883,0.0206462,0.408522,6.63475e-05
qdeim,0.1,4,10,54,90,50,19.390255,11.354441,,0.00765342,1.96984,0.231977
gnat,0.1,4,10,54,90,50,11.055810,7.952880,,0.0749779,8.17227,1.68683
clsdopt,0.1,4,10,54,90,55,10.583741,9.193978,2.35564,0.0206457,0.408529,6.62466e-05
clsqdeim,0.1,4,10,54,90,55,24.241420,18.973837,,0.031836,1.99298,0.293695
clsgnat,0.1,4,10,54,90,55,38.644304,24.043761,,0.0979458,1182.86,53802.6
dopt,0.1,4,10,54,90,55,9.924614,7.428028,2.14652,0.0206462,0.408525,6.63487e-05
qdeim,0.1,4,10,54,90,55,16.488973,11.312009,,0.0127675,1.44668,0.178747
gnat,0.1,4,10,54,90,55,10.913131,6.010124,,0.0749917,8.24569,1.62514
clsdopt,0.1,4,10,54,90,60,10.620735,7.229514,2.07362,0.0206459,0.408528,6.62394e-05
clsqdeim,0.1,4,10,54,90,60,38.245346,16.544002,,0.0240276,4.2803,0.995755
clsgnat,0.1,4,10,54,90,60,35.751799,32.938415,,0.0979241,1352.77,67670.3
dopt,0.1,4,10,54,90,60,8.457328,7.171574,2.0299,0.0206462,0.408523,6.6351e-05
qdeim,0.1,4,10,54,90,60,20.156592,10.403176,,0.0104275,2.65774,0.349513
gnat,0.1,4,10,54,90,60,14.785457,8.903291,,0.0749842,8.28302,1.71014
clsdopt,0.1,4,10,54,90,65,9.277667,6.685554,2.15636,0.0206459,0.408528,6.62528e-05
clsqdeim,0.1,4,10,54,90,65,24.935854,15.137400,,0.0303071,3.47327,0.729657
clsgnat,0.1,4,10,54,90,65,30.194106,16.969199,,0.0979267,1594.54,
dopt,0.1,4,10,54,90,65,9.106046,6.005654,1.83135,0.0206462,0.408523,6.63517e-05
qdeim,0.1,4,10,54,90,65,17.141994,8.913738,,0.0111003,1.9082,0.212572
gnat,0.1,4,10,54,90,65,10.864252,6.108650,,0.0749456,8.24637,1.73203
clsdopt,0.1,4,10,54,90,70,9.386463,7.816970,2.33576,0.020646,0.408528,6.6259e-05
clsqdeim,0.1,4,10,54,90,70,23.399858,16.838105,,0.0247353,3.82952,0.800409
clsgnat,0.1,4,10,54,90,70,50.863932,21.423712,,0.0979481,1873.54,
dopt,0.1,4,10,54,90,70,8.384324,6.354759,2.12524,0.0206461,0.408524,6.63487e-05
qdeim,0.1,4,10,54,90,70,13.930099,7.912065,,0.00754066,2.79618,0.352315
gnat,0.1,4,10,54,90,70,9.857082,5.553373,,0.0750039,8.04064,1.61728
clsdopt,0.1,4,10,54,90,75,8.392119,7.547054,2.38863,0.020646,0.408529,6.62594e-05
clsqdeim,0.1,4,10,54,90,75,24.816072,14.086118,,0.0211515,8.3278,4.44648
clsgnat,0.1,4,10,54,90,75,24.436405,24.028605,,0.0979392,1739.77,
dopt,0.1,4,10,54,90,75,7.940921,5.803125,2.21191,0.0206463,0.408523,6.63487e-05
qdeim,0.1,4,10,54,90,75,19.053389,9.174900,,0.00417434,6.11234,1.26639
gnat,0.1,4,10,54,90,75,11.352829,5.175670,,0.0750374,7.8725,1.46644
clsdopt,0.1,4,10,54,90,80,7.648345,6.081162,2.25269,0.0206458,0.408523,6.62605e-05
clsqdeim,0.1,4,10,54,90,80,28.641424,11.738092,,0.0267507,2.7331,0.273247
clsgnat,0.1,4,10,54,90,80,24.550167,18.104752,,0.09797,1503.94,82463.5
dopt,0.1,4,10,54,90,80,8.076590,5.840257,2.25362,0.0206462,0.408523,6.63502e-05
qdeim,0.1,4,10,54,90,80,17.449860,7.706718,,0.013636,3.04999,0.600987
gnat,0.1,4,10,54,90,80,8.755410,5.381126,,0.0750327,7.92749,1.51601
clsdopt,0.1,4,10,54,90,85,7.432806,7.305736,2.44256,0.0206456,0.408523,6.6261e-05
clsqdeim,0.1,4,10,54,90,85,19.193542,10.066804,,0.0296098,2.47993,0.245833
clsgnat,0.1,4,10,54,90,85,41.854705,14.404322,,0.0979707,2539.18,
dopt,0.1,4,10,54,90,85,7.445676,5.961686,2.3191,0.0206462,0.408523,6.63436e-05
qdeim,0.1,4,10,54,90,85,15.858575,7.690772,,0.0115659,3.68927,0.360504
gnat,0.1,4,10,54,90,85,7.936046,4.262819,,0.0750395,7.98903,1.50193
clsdopt,0.1,4,10,54,90,90,8.032949,6.006338,2.43957,0.0206456,0.408523,6.62547e-05
clsqdeim,0.1,4,10,54,90,90,85.979470,16.655156,,0.0276244,2.50992,0.269728
clsgnat,0.1,4,10,54,90,90,52.454725,21.800622,,0.097947,2816.27,
dopt,0.1,4,10,54,90,90,6.537868,4.895481,2.3228,0.0206468,0.408522,6.63389e-05
qdeim,0.1,4,10,54,90,90,21.967060,10.325827,,0.00491156,2.9918,0.256602
gnat,0.1,4,10,54,90,90,24.334602,8.901207,,0.075005,7.84977,1.464
clsdopt,0.1,4,10,54,90,95,7.618415,5.987818,2.40456,0.0206456,0.408524,6.62539e-05
clsqdeim,0.1,4,10,54,90,95,17.105088,14.861641,,0.0181013,3.9658,0.546883
clsgnat,0.1,4,10,54,90,95,26.726779,14.040715,,0.097941,2796.46,
dopt,0.1,4,10,54,90,95,6.696383,5.772802,2.20662,0.020647,0.408522,6.63343e-05
qdeim,0.1,4,10,54,90,95,16.716195,6.558360,2.21319,0.00105356,0.453803,0.0521639
gnat,0.1,4,10,54,90,95,6.958549,4.017725,,0.0750434,7.85815,1.4639
clsdopt,0.1,4,10,54,90,100,6.981732,5.936458,2.57032,0.0206458,0.408523,6.62552e-05
clsqdeim,0.1,4,10,54,90,100,16.862321,10.823307,,0.0117985,3.84438,0.555019
clsgnat,0.1,4,10,54,90,100,35.923933,14.805622,,0.0979582,2641.56,
dopt,0.1,4,10,54,90,100,6.136515,5.254928,2.08402,0.0206472,0.408522,6.63216e-05
qdeim,0.1,4,10,54,90,100,14.744905,7.313771,2.25722,0.000577579,0.255584,0.0313363
gnat,0.1,4,10,54,90,100,8.537427,4.190257,,0.0750483,7.88612,1.46922
clsdopt,0.1,5,10,73,110,5,68.463595,49.971404,1.95354,0.020646,0.4085,6.63557e-05
clsqdeim,0.1,5,10,73,110,5,84.341600,66.539792,,0.0820051,15.5585,4.31605
clsgnat,0.1,5,10,73,110,5,241.929828,192.019321,,nan,nan,nan
dopt,0.1,5,10,73,110,5,62.960508,59.093299,1.66233,0.0206457,0.408487,6.6322e-05
qdeim,0.1,5,10,73,110,5,112.087753,41.880121,,0.0598111,24.8642,27.1668
gnat,0.1,5,10,73,110,5,85.063155,67.707745,,0.0862367,7.83082,2.01513
clsdopt,0.1,5,10,73,110,10,46.253142,27.605964,1.57366,0.0206465,0.408529,6.6306e-05
clsqdeim,0.1,5,10,73,110,10,47.027721,48.317314,,0.0806933,17.8323,15.1007
clsgnat,0.1,5,10,73,110,10,157.893086,93.860687,,3.21722e+19,2.77268e+35,3.24004e+68
dopt,0.1,5,10,73,110,10,36.260133,24.015955,1.7793,0.0206457,0.408488,6.63746e-05
qdeim,0.1,5,10,73,110,10,43.891235,22.329854,,0.0480852,9.09149,2.03242
gnat,0.1,5,10,73,110,10,76.309788,27.097532,,0.0861969,7.79282,2.04962
clsdopt,0.1,5,10,73,110,15,32.213606,28.926767,2.04395,0.0206465,0.408529,6.62813e-05
clsqdeim,0.1,5,10,73,110,15,54.615006,23.759253,,0.0800954,16.1625,15.0827
clsgnat,0.1,5,10,73,110,15,93.793731,60.858198,,nan,nan,5.86021e+20
dopt,0.1,5,10,73,110,15,26.688263,22.402957,1.44182,0.0206461,0.4085,6.63927e-05
qdeim,0.1,5,10,73,110,15,41.654213,29.338669,,0.0427672,2.49478,0.327585
gnat,0.1,5,10,73,110,15,32.807340,17.401177,,0.0862042,7.86903,2.13055
clsdopt,0.1,5,10,73,110,20,30.159819,19.489124,1.87464,0.0206464,0.408529,6.62984e-05
clsqdeim,0.1,5,10,73,110,20,43.213783,23.690232,,0.0773186,1494.52,2.33784e+06
clsgnat,0.1,5,10,73,110,20,104.550906,53.786424,,7.99535e+30,3.38393e+46,3.2923e+92
dopt,0.1,5,10,73,110,20,21.167525,16.804725,1.4557,0.0206461,0.408506,6.64117e-05
qdeim,0.1,5,10,73,110,20,34.902741,18.488623,,0.0364547,2.46862,0.261334
gnat,0.1,5,10,73,110,20,28.587793,16.405012,,0.0863194,9.85862,3.92408
clsdopt,0.1,5,10,73,110,25,22.932662,16.696317,1.83005,0.0206463,0.408529,6.63114e-05
clsqdeim,0.1,5,10,73,110,25,45.941228,18.941241,,0.0689339,4.47912,0.732859
clsgnat,0.1,5,10,73,110,25,90.235869,44.550237,,2.79568e+33,6.08011e+49,1.34652e+97
dopt,0.1,5,10,73,110,25,18.409364,16.532200,1.54254,0.0206457,0.408503,6.64191e-05
qdeim,0.1,5,10,73,110,25,21.821198,23.588308,,0.035831,2.0542,0.226297
gnat,0.1,5,10,73,110,25,23.191253,16.737519,,0.0862263,7.92247,2.0685
clsdopt,0.1,5,10,73,110,30,18.771356,13.051860,1.83551,0.0206466,0.408531,6.63028e-05
clsqdeim,0.1,5,10,73,110,30,53.901050,14.872604,,0.0670397,3.13366,0.56212
clsgnat,0.1,5,10,73,110,30,70.433155,46.749287,,nan,nan,nan
dopt,0.1,5,10,73,110,30,17.351803,11.710358,1.57042,0.0206459,0.408508,6.63928e-05
qdeim,0.1,5,10,73,110,30,26.855512,16.932326,,0.0392935,3.24997,12.1458
gnat,0.1,5,10,73,110,30,17.380274,10.765821,,0.0862624,9.61662,3.27035
clsdopt,0.1,5,10,73,110,35,16.518112,18.711592,1.97466,0.0206466,0.408531,6.63104e-05
clsqdeim,0.1,5,10,73,110,35,37.145858,14.968934,,0.0672194,2.88129,0.444997
clsgnat,0.1,5,10,73,110,35,58.563589,43.124877,,nan,nan,nan
dopt,0.1,5,10,73,110,35,13.379593,9.845640,2.06296,0.020646,0.408512,6.63924e-05
qdeim,0.1,5,10,73,110,35,21.026945,17.372266,,0.0363948,3.02723,0.357811
gnat,0.1,5,10,73,110,35,14.620582,10.831280,,0.086316,9.26489,2.80938
clsdopt,0.1,5,10,73,110,40,14.809783,12.790929,2.38876,0.0206466,0.408529,6.63126e-05
clsqdeim,0.1,5,10,73,110,40,47.569546,13.488759,,0.0574716,4.70988,0.83466
clsgnat,0.1,5,10,73,110,40,60.069982,34.570105,,8.52672e+10,2.08203e+27,8.45519e+51
dopt,0.1,5,10,73,110,40,13.402785,9.410865,1.72177,0.0206461,0.40851,6.63825e-05
qdeim,0.1,5,10,73,110,40,27.503018,12.890325,,0.0234727,4.84213,0.970659
gnat,0.1,5,10,73,110,40,17.131606,9.979383,,0.0862991,8.96039,3.58051
clsdopt,0.1,5,10,73,110,45,13.320564,11.373894,2.00593,0.0206465,0.408528,6.63073e-05
clsqdeim,0.1,5,10,73,110,45,40.580595,13.260046,,0.0567029,9.01709,3.38753
clsgnat,0.1,5,10,73,110,45,53.233096,32.374419,,nan,nan,nan
dopt,0.1,5,10,73,110,45,12.606984,10.291745,1.77346,0.0206457,0.408509,6.63824e-05
qdeim,0.1,5,10,73,110,45,21.376419,12.380229,,0.0193116,4.44254,0.753373
gnat,0.1,5,10,73,110,45,13.999872,8.288685,,0.0863163,8.80009,3.25621
clsdopt,0.1,5,10,73,110,50,14.114878,10.714536,2.05567,0.0206465,0.408528,6.63116e-05
clsqdeim,0.1,5,10,73,110,50,36.986466,14.551220,,0.0612212,4.84132,0.890098
clsgnat,0.1,5,10,73,110,50,50.161742,26.075350,,4.86192e+15,3.5683e+31,1.58792e+62
dopt,0.1,5,10,73,110,50,11.315421,10.010377,1.80084,0.0206455,0.40851,6.63702e-05
qdeim,0.1,5,10,73,110,50,21.754212,13.025531,,0.00907735,2.54924,0.249244
gnat,0.1,5,10,73,110,50,14.885497,7.880252,,0.086298,9.07922,3.64507
clsdopt,0.1,5,10,73,110,55,13.907721,11.133038,2.22412,0.0206466,0.408529,6.62894e-05
clsqdeim,0.1,5,10,73,110,55,53.717901,14.743741,,0.0612811,3.47014,0.570411
clsgnat,0.1,5,10,73,110,55,72.532911,27.629944,,1.20218e+61,8.91785e+76,nan
dopt,0.1,5,10,73,110,55,13.025940,8.291464,1.90591,0.0206462,0.408511,6.63572e-05
qdeim,0.1,5,10,73,110,55,37.414885,11.454170,,0.00406376,3.78256,0.672625
gnat,0.1,5,10,73,110,55,30.556718,8.021887,,0.0862416,7.71883,1.98652
clsdopt,0.1,5,10,73,110,60,12.348929,9.313226,2.17121,0.0206464,0.408523,6.62955e-05
clsqdeim,0.1,5,10,73,110,60,35.506028,12.836895,,0.0488741,4.71206,0.727792
clsgnat,0.1,5,10,73,110,60,50.049377,23.909753,,nan,nan,nan
dopt,0.1,5,10,73,110,60,10.616372,7.072716,1.92885,0.0206462,0.408512,6.63599e-05
qdeim,0.1,5,10,73,110,60,19.454667,10.522820,2.6025,0.00291103,2.89913,0.328473
gnat,0.1,5,10,73,110,60,12.620055,7.281417,,0.0862112,7.90405,2.1073
clsdopt,0.1,5,10,73,110,65,11.176353,8.876371,2.2209,0.0206465,0.408524,6.62952e-05
clsqdeim,0.1,5,10,73,110,65,28.700372,14.475784,,0.0464429,4.78465,0.759131
clsgnat,0.1,5,10,73,110,65,38.385018,24.413306,13.0228,0.0996076,5704.6,1.90519e+06
dopt,0.1,5,10,73,110,65,8.621997,8.043272,1.97629,0.0206464,0.408517,6.63556e-05
qdeim,0.1,5,10,73,110,65,16.064826,9.715307,2.13882,0.000688654,0.303046,0.0304397
gnat,0.1,5,10,73,110,65,12.852022,7.616504,,0.086214,7.96932,2.15671
clsdopt,0.1,5,10,73,110,70,10.656901,8.477505,2.2568,0.0206465,0.408524,6.62966e-05
clsqdeim,0.1,5,10,73,110,70,27.009888,18.775698,,0.0426584,4.09972,0.59697
clsgnat,0.1,5,10,73,110,70,31.596658,20.354814,,1.93592e+25,2.30403e+41,2.03883e+81
dopt,0.1,5,10,73,110,70,8.962416,7.268268,2.00018,0.0206465,0.408517,6.63496e-05
qdeim,0.1,5,10,73,110,70,18.933069,9.585614,2.03857,0.000430948,0.236203,0.0232794
gnat,0.1,5,10,73,110,70,10.175572,6.687701,,0.0861965,8.00476,2.16433
clsdopt,0.1,5,10,73,110,75,10.916784,8.621622,4.77122,0.0206464,0.408517,6.63025e-05
clsqdeim,0.1,5,10,73,110,75,22.841438,21.284610,,0.0393519,4.72533,0.717597
clsgnat,0.1,5,10,73,110,75,31.371587,23.153580,,9.39777e+12,4.9561e+28,6.06027e+56
dopt,0.1,5,10,73,110,75,9.265482,7.287521,2.03138,0.0206465,0.408516,6.63539e-05
