method,t,n,ef,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
qdeim,0.1,3,0.9999,10,32,72,15,24.644292,8.765254,,0.0554753,3.98588,1.29365
clsqdeim,0.1,3,0.9999,10,32,72,20,36.542068,18.949813,,0.0575945,3.44945,0.622412
qdeim,0.1,3,0.9999,10,32,72,20,23.995097,7.050573,,0.0437612,4.8424,1.04556
clsqdeim,0.1,3,0.9999,10,32,72,25,42.761046,6.450664,,0.0556824,3.57673,0.645538
qdeim,0.1,3,0.9999,10,32,72,25,19.133390,6.440500,,0.0374622,3.101,0.501695
clsqdeim,0.1,3,0.9999,10,32,72,30,35.184808,6.780579,,0.0566593,1.98402,0.23042
qdeim,0.1,3,0.9999,10,32,72,30,22.286343,5.225695,,0.0415094,2.85477,0.440192
clsqdeim,0.1,3,0.9999,10,32,72,35,28.457800,7.509801,,0.059073,2.57725,0.36245
qdeim,0.1,3,0.9999,10,32,72,35,22.571066,5.836050,,0.0368324,1.90331,0.229195
clsqdeim,0.1,3,0.9999,10,32,72,40,25.818349,16.219551,,0.0571015,2.24739,0.295313
qdeim,0.1,3,0.9999,10,32,72,40,23.552119,8.277094,,0.0345933,1.7567,0.211671
clsqdeim,0.1,3,0.9999,10,32,72,45,24.544554,6.574894,,0.0475164,1.81209,0.186604
qdeim,0.1,3,0.9999,10,32,72,45,26.658410,3.923620,,0.0339694,2.8077,4.73443
clsqdeim,0.1,3,0.9999,10,32,72,50,21.773158,9.687442,,0.047241,1.70096,0.175935
qdeim,0.1,3,0.9999,10,32,72,50,17.954616,5.191119,,0.0249601,7.48783,20.0273
clsqdeim,0.1,3,0.9999,10,32,72,55,22.695797,7.800438,,0.0454664,1.60815,0.157092
qdeim,0.1,3,0.9999,10,32,72,55,16.371435,4.635828,,0.0175996,2.88798,0.289374
clsqdeim,0.1,3,0.9999,10,32,72,60,30.591073,9.225067,,0.0394224,2.65216,0.417715
qdeim,0.1,3,0.9999,10,32,72,60,18.755975,10.315830,,0.0211664,2.61935,0.301417
clsqdeim,0.1,3,0.9999,10,32,72,65,20.199250,10.328412,,0.0409685,2.65186,0.401224
qdeim,0.1,3,0.9999,10,32,72,65,15.421354,4.686799,,0.0274437,2.85326,0.361062
clsqdeim,0.1,3,0.9999,10,32,72,70,17.516246,7.339359,,0.0357226,2.66175,0.416944
qdeim,0.1,3,0.9999,10,32,72,70,16.588133,6.555836,,0.0299418,4.20693,0.403759
clsqdeim,0.1,3,0.9999,10,32,72,75,19.888998,6.776776,,0.0358821,2.3385,0.379753
qdeim,0.1,3,0.9999,10,32,72,75,13.792819,4.288979,,0.0288523,3.50795,0.530161
clsqdeim,0.1,3,0.9999,10,32,72,80,17.745760,17.284003,,0.0335011,1.77203,0.255275
qdeim,0.1,3,0.9999,10,32,72,80,16.907581,16.437697,,0.027799,4.33982,0.444774
clsqdeim,0.1,3,0.9999,10,32,72,85,16.237089,6.353669,,0.0393055,1.51484,0.19431
qdeim,0.1,3,0.9999,10,32,72,85,11.280003,5.504555,,0.0159381,3.9223,0.415117
clsqdeim,0.1,3,0.9999,10,32,72,90,16.037129,6.414626,,0.0387911,1.96838,0.307226
qdeim,0.1,3,0.9999,10,32,72,90,12.522534,5.368619,,0.0131542,3.48274,0.313487
